,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndAccruedLiabilities,3763000.000,3664000.000,3858000.000,,,,,,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,4470000.000,5234000.000,7241000.000,10118000.000,9408000.000,9602000.000,10659000.000,13250000.000,17145000.000,11184000.000,11036000.000,11283000.000,13398000.000,14095000.000,16476000.000,14686000.000,19228000.000,16300000.000
AccruedFeesAndOtherRevenueReceivable,2142000.000,1129000.000,582000.000,1701000.000,2207000.000,1751000.000,3122000.000,2544000.000,2459000.000,2738000.000,2332000.000,2818000.000,2938000.000,3206000.000,4469000.000,4470000.000,4276000.000,5027000.000,5307000.000,,
AccruedIncomeTaxes,,,,512000.000,538000.000,564000.000,545000.000,544000.000,555000.000,559000.000,544000.000,535000.000,547000.000,585000.000,597000.000,605000.000,619000.000,618000.000,0.000,,
AccruedIncomeTaxesPayable,902000.000,450000.000,481000.000,,,,,,,,,,,,,,,,,,
AccruedInvestmentIncomeReceivable,553000.000,503000.000,654000.000,517000.000,615000.000,611000.000,755000.000,677000.000,601000.000,595000.000,604000.000,665000.000,659000.000,679000.000,652000.000,682000.000,531000.000,772000.000,733000.000,769000.000,1626000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,1833000.000,,,,1047000.000,,,,859000.000,,,,1361000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,794000.000,1352000.000,1278000.000,1124000.000,1712000.000,2349000.000,1829000.000,1361000.000,-1030000.000,-1000000.000,-2152000.000,-845000.000,-20000.000,-830000.000,-154000.000,276000.000,-133000.000,484000.000,-197000.000,484000.000,1740000.000
AdditionalPaidInCapital,479935000.000,479484000.000,479418000.000,479426000.000,479434000.000,479442000.000,479451000.000,479459000.000,479456000.000,479469000.000,479481000.000,479493000.000,79721000.000,79734000.000,79746000.000,79757000.000,80106000.000,80116000.000,88637000.000,88648000.000,88658000.000
Assets,139896000.000,135237000.000,132780000.000,140761000.000,143279000.000,146678000.000,158983000.000,166320000.000,164389000.000,164814000.000,168394000.000,179971000.000,160955000.000,158610000.000,165781000.000,177690000.000,182365000.000,187502000.000,196974000.000,410317000.000,321086000.000
AssetsFairValueDisclosure,,,,,,64035000.000,61892000.000,63015000.000,69192000.000,70005000.000,70069000.000,74441000.000,74301000.000,73669000.000,75759000.000,76332000.000,77633000.000,86972000.000,87527000.000,183761000.000,204315000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,0.000,0.000
