,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,916144.000,853820.000,948375.000,969858.000,764085.000,1477673.000,1155399.000,862192.000,829970.000,476743.000
AccruedLiabilitiesCurrent,1558022.000,1231285.000,1195374.000,1171184.000,760874.000,480798.000,845867.000,1187813.000,1233957.000,1194680.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2748279.000,2924823.000,1974566.000,2113619.000,2237195.000,2339692.000,2059142.000,2135183.000,2193083.000,2256099.000
AdditionalPaidInCapital,38395684.000,39082301.000,39801148.000,40309961.000,39665806.000,38810982.000,39391137.000,40783451.000,42065846.000,42731509.000
Assets,5822247.000,8323671.000,11159487.000,8825596.000,4923410.000,2934183.000,1358251.000,13953188.000,11870081.000,9913850.000
AssetsCurrent,4245247.000,6898386.000,9811821.000,7576244.000,3732298.000,1621830.000,520389.000,12708840.000,10631090.000,8695345.000
CashAndCashEquivalentsAtCarryingValue,4099246.000,6715379.000,8842269.000,6398236.000,3281646.000,1152399.000,363399.000,12558254.000,10383897.000,8420140.000
CashFDICInsuredAmount,,,,,,,250000.000,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,106920730.000,106920730.000,106920730.000,106920730.000,106920730.000,106920730.000,106920730.000,106920730.000,106920730.000,106920730.000
CommonStockSharesOutstanding,106920730.000,106920730.000,106920730.000,106920730.000,106920730.000,106920730.000,106920730.000,106920730.000,106920730.000,106920730.000
CommonStockValue,106921.000,106921.000,106921.000,106921.000,106921.000,106921.000,106921.000,106921.000,106921.000,106921.000
CompensatingBalanceAmount,,,,,50000000.000,50000000.000,,,,
ConvertibleNotesPayable,,,,,,,15000000.000,,,
DebtInstrumentCarryingAmount,,,,,,,86500000.000,15000000.000,15200000.000,15500000.000
DebtInstrumentConvertibleConversionPrice1,,,,,5.430,5.430,1.000,,,
DebtInstrumentFaceAmount,,,,,,,,15000000.000,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,0.080,,,
DeferredRentCreditNoncurrent,26280.000,31780.000,32280.000,32333.000,32833.000,33333.000,34000.000,34000.000,34000.000,34000.000
DeferredRevenueCurrent,500000.000,591749.000,612500.000,112500.000,,,,,,
DeferredTaxAssetsGross,,,,,,,37063587.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,29879016.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,,6399653.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-37063587.000,,,
DepositsAssetsNoncurrent,73914.000,67614.000,256015.000,256377.000,256378.000,256378.000,251723.000,251723.000,151723.000,151723.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,111537188.000,117077567.000,122887794.000,128046094.000,136587676.000,142692254.000,148302262.000,154077729.000,159478398.000,163751944.000
DueToRelatedPartiesCurrent,8030528.000,9555043.000,11294885.000,13119879.000,15149182.000,,,,,
