,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,,795.000,,305.000
Assets,1023.000,0.000,642.000,632.000
AssetsCurrent,1023.000,0.000,642.000,632.000
BankOverdrafts,,208.000,,
CashAndCashEquivalentsAtCarryingValue,1023.000,0.000,642.000,632.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,1000000.000,1000000.000,1000000.000,1000000.000
CommonStockSharesOutstanding,1000000.000,1000000.000,1000000.000,1000000.000
CommonStockValue,100.000,100.000,100.000,100.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,17867.000,20758.000,23876.000,26785.000
InterestPayableCurrent,790.000,1155.000,1568.000,2062.000
Liabilities,18790.000,20658.000,24418.000,27317.000
LiabilitiesAndStockholdersEquity,1023.000,0.000,642.000,632.000
LiabilitiesCurrent,18790.000,20658.000,24418.000,27317.000
NotesPayableRelatedPartiesClassifiedCurrent,18000.000,18500.000,22850.000,24950.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000
StockholdersEquity,-17767.000,-20658.000,-23776.000,-26685.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-17767.000,-20658.000,-23776.000,-26685.000
