,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03
AccountsPayableCurrent,242304000.000,253346000.000,222164000.000,240392000.000,225509000.000,229670000.000,226214000.000,251586000.000,239069000.000,257842000.000,226495000.000,234572000.000,222916000.000,227609000.000,217943000.000
AccruedIncomeTaxesCurrent,1963000.000,5867000.000,4851000.000,2292000.000,8262000.000,7467000.000,1586000.000,615000.000,,0.000,,,,3105000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,570909000.000,,,,621740000.000,,,,533926000.000,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,200000.000,300000.000,300000.000,400000.000,400000.000,300000.000,300000.000,-300000.000,-200000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-44834000.000,-44164000.000,-43494000.000,-46960000.000,-46301000.000,-45641000.000,-44757000.000,-28460000.000,-28120000.000,-27863000.000,-27336000.000,-54081000.000,-53258000.000,-52389000.000,-51507000.000
AdditionalPaidInCapital,112958000.000,113345000.000,113742000.000,114120000.000,114509000.000,115260000.000,116083000.000,116874000.000,137007000.000,138221000.000,138994000.000,140004000.000,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,141233000.000,142823000.000,144401000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,792000.000,,,,557000.000,,,,1005000.000,,,
Assets,1493607000.000,1515139000.000,1478943000.000,1380085000.000,1369253000.000,1383102000.000,1373098000.000,1461553000.000,1441621000.000,1465364000.000,1089659000.000,1119354000.000,1112453000.000,1105659000.000,1095674000.000
AssetsCurrent,416156000.000,442919000.000,399061000.000,413645000.000,408382000.000,428581000.000,423606000.000,448547000.000,428444000.000,517044000.000,410162000.000,420353000.000,415892000.000,407038000.000,397892000.000
AssetsHeldForSaleCurrent,,,,,,,,,,74087000.000,,,,,
AssetsHeldForSaleLongLived,,,,,,,,,,0.000,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,74087000.000,575000.000,34489000.000,32983000.000,33247000.000,33134000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,575000.000,6518000.000,6172000.000,6606000.000,7319000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,43765000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCapitalLeaseObligation,,,,,,,,7765000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedEquipment,,,,,,,,9706000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,3116000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,8608000.000,,,,,,,
CapitalLeaseObligations,,,,,,,,36102000.000,35029000.000,29906000.000,,,,11243000.000,10931000.000
CapitalLeaseObligationsCurrent,,,,3960000.000,,,,4525000.000,,,,1238000.000,,,
CapitalLeaseObligationsNoncurrent,,,,28338000.000,,,,31577000.000,,,,10611000.000,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,17100000.000,,,,22700000.000,,,,10100000.000,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,44802000.000,,,,53461000.000,,,,19479000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,6561000.000,,,,7335000.000,,,,2224000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,5457000.000,,,,4320000.000,,,,1028000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,6364000.000,,,,6314000.000,,,,1566000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,6626000.000,,,,7222000.000,,,,2209000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,6620000.000,,,,7484000.000,,,,2234000.000,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,13174000.000,,,,20786000.000,,,,10218000.000,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,12504000.000,,,,17359000.000,,,,7630000.000,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,32298000.000,,,,36102000.000,,,,11849000.000,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,28600000.000,,,,31600000.000,,,,8100000.000,,,
CashAndCashEquivalentsAtCarryingValue,47599000.000,64745000.000,43192000.000,72889000.000,65315000.000,75817000.000,77554000.000,82178000.000,32230000.000,35767000.000,46935000.000,58576000.000,43479000.000,39861000.000,32648000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,,,,,,,,46935000.000,58576000.000,43479000.000,39861000.000,32648000.000
