,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableCurrent,713784.000,469128.000,545024.000,416888.000,244730.000
AccountsReceivableNetCurrent,2038088.000,1107017.000,1078930.000,958127.000,1011081.000
AccruedExchangeFeeRebateCurrent,310996.000,169268.000,92819.000,344036.000,325494.000
AccruedLiabilitiesCurrent,4181958.000,2049313.000,2208290.000,2190553.000,2064998.000
AccruedProfessionalFeesCurrent,501960.000,548882.000,435749.000,427270.000,372781.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1985766.000,1718920.000,1725273.000,1658324.000,1666151.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3713468.000,3703390.000,-361162.000,-769386.000,-1367994.000
AdditionalPaidInCapital,82707684.000,82707684.000,82707684.000,82707684.000,82707684.000
AllowanceForDoubtfulAccountsReceivableCurrent,0.000,0.000,0.000,0.000,0.000
Assets,12086254.000,11355791.000,14136244.000,12597678.000,11511168.000
AssetsCurrent,9759918.000,9088017.000,11933865.000,10418746.000,9356434.000
AssetsHeldForSaleCurrent,,4371639.000,0.000,,
AssetsHeldForSaleLongLived,,33591.000,0.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,0.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,0.000,
BillingsInExcessOfCostCurrent,227885.000,,,,
CashAndCashEquivalentsAtCarryingValue,2713834.000,2362391.000,8750204.000,7514173.000,6418096.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,2366435.000,8750204.000,7514173.000,6418096.000
CashFDICInsuredAmount,250000.000,250000.000,250000.000,250000.000,250000.000
CashUninsuredAmount,1409615.000,1162000.000,6867000.000,6345000.000,4980000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,15204320.000,15204320.000,15204320.000,15204320.000,15204320.000
CommonStockSharesOutstanding,14410333.000,14410333.000,14410333.000,14410333.000,14410333.000
CommonStockValue,152043.000,152043.000,152043.000,152043.000,152043.000
CompensatedAbsencesLiability,976534.000,210248.000,121417.000,127222.000,129743.000
ContractualObligationDueInNextTwelveMonths,,,,1166000.000,
CostMethodInvestments,324700.000,324700.000,324700.000,320000.000,320000.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,914276.000,,,,
DebtAndCapitalLeaseObligations,4545667.000,2926573.000,2749841.000,2228637.000,2777064.000
DebtCurrent,4520910.000,2903265.000,2734085.000,2213265.000,2763265.000
DeferredRevenueCurrent,2456058.000,831075.000,2125924.000,776201.000,787049.000
DeferredTaxAssetsDeferredIncome,,,,968086.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,133303.000,
DeferredTaxAssetsGross,,,,10973876.000,
DeferredTaxAssetsNet,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,7783170.000,
DeferredTaxAssetsOther,,,,17288.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,762553.000,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,1087490.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,221986.000,
DeferredTaxAssetsValuationAllowance,,,,10973876.000,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,0.000,
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,4044.000,0.000,0.000,0.000
DueFromAffiliateCurrent,1888052.000,,,,
DueToAffiliateCurrent,351309.000,333683.000,321775.000,352166.000,350869.000
DueToRelatedPartiesCurrent,351309.000,333683.000,321775.000,352166.000,350869.000
EmployeeRelatedLiabilitiesCurrent,,,,675260.000,659896.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextRollingTwelveMonths,,,,,144667.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,144667.000,144667.000,144667.000,144668.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearTwo,,,,,36164.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,36165.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,144667.000,144665.000,108498.000,72330.000,
FiniteLivedIntangibleAssetsNet,325499.000,289332.000,253165.000,216998.000,180831.000
Goodwill,1001957.000,1001957.000,1001957.000,1001957.000,1001957.000
LiabilitiesAndStockholdersEquity,12086254.000,11355791.000,14136244.000,12597678.000,11511168.000
LiabilitiesCurrent,13398707.000,12929590.000,8949694.000,6657722.000,6788665.000
LiabilitiesNoncurrent,24757.000,23308.000,15756.000,15372.000,13799.000
LiabilitiesOfAssetsHeldForSale,,5616242.000,0.000,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,0.000,
LineOfCreditFacilityAmountOutstanding,3467224.000,1855400.000,1680400.000,1180400.000,1730400.000
LongTermDebt,24757.000,23308.000,15756.000,15372.000,13799.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,2213265.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,5124.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,5124.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,5124.000,
LongTermDebtNoncurrent,24757.000,23308.000,15756.000,15372.000,13799.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,0.300,0.300
NoncurrentAssets,,,,2178932.000,
OperatingLeasesFutureMinimumPaymentsDue,,,,470424.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,420630.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,0.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,0.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,1042.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,48752.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,0.000,
OtherAccruedLiabilitiesCurrent,540732.000,238370.000,204197.000,472336.000,420966.000
OtherAssetsMiscellaneous,380219.000,385407.000,402396.000,,
OtherAssetsMiscellaneousNoncurrent,,,,415117.000,424842.000
OtherAssetsNoncurrent,2079175.000,2081787.000,2029018.000,2005572.000,1979130.000
OtherIntangibleAssetsNet,696999.000,660832.000,624665.000,588498.000,552331.000
OtherReceivablesNetCurrent,,,,779473.000,707063.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
