,2013-09-30,2013-12-31,2014-09-30,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllowanceForLoanAndLeaseLossesForeignCurrencyTranslation,,,0.000,-1000000.000,,,-1000000.000,,0.000,0.000,0.000,0.000
AmortizationOfDeferredCharges,,,,,82000000.000,,,,78000000.000,,,
AssetsFairValueAdjustment,,,,,,,,,21000000.000,36000000.000,47000000.000,
CapitalLeasesIncomeStatementDirectFinancingLeaseRevenue,49000000.000,46000000.000,36000000.000,34000000.000,24000000.000,19000000.000,16000000.000,13000000.000,12000000.000,9000000.000,7000000.000,6000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,17000000.000,,,,50000000.000,,,
ComprehensiveIncomeNetOfTax,224000000.000,178000000.000,209000000.000,166000000.000,220000000.000,183000000.000,182000000.000,254000000.000,227000000.000,167000000.000,80000000.000,191000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,29000000.000,1000000.000,-17000000.000,-12000000.000,26000000.000,-28000000.000,-10000000.000,51000000.000,18000000.000,7000000.000,5000000.000,23000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,253000000.000,179000000.000,192000000.000,154000000.000,246000000.000,155000000.000,172000000.000,305000000.000,245000000.000,174000000.000,85000000.000,214000000.000
DeferredIncomeTaxExpenseBenefit,,,,,-67000000.000,,,,260000000.000,,,
DepreciationAndAmortization,,,,,1041000000.000,,,,1184000000.000,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,0.000,,,,0.000,,,
EffectiveIncomeTaxRateContinuingOperations,0.385,0.369,0.351,0.453,0.346,0.341,0.387,,0.400,0.362,0.353,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseDepreciation,,,,0.500,,,,,,,,
FinancingReceivableAllowanceForCreditLossesRecovery,21000000.000,20000000.000,16000000.000,24000000.000,20000000.000,17000000.000,18000000.000,21000000.000,21000000.000,18000000.000,19000000.000,21000000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,52000000.000,55000000.000,46000000.000,57000000.000,39000000.000,48000000.000,55000000.000,58000000.000,48000000.000,53000000.000,63000000.000,62000000.000
ForeignCurrencyTransactionGainLossBeforeTax,-74000000.000,-13000000.000,167000000.000,71000000.000,-24000000.000,-11000000.000,71000000.000,-96000000.000,86000000.000,-22000000.000,160000000.000,-53000000.000
GainLossOnContractTermination,-7000000.000,-15000000.000,-14000000.000,-11000000.000,-11000000.000,-18000000.000,-1000000.000,-16000000.000,-15000000.000,-16000000.000,-19000000.000,-23000000.000
GainLossOnDerivativeInstrumentsNetPretax,55000000.000,-22000000.000,-150000000.000,-61000000.000,-15000000.000,18000000.000,-65000000.000,163000000.000,-79000000.000,22000000.000,-280000000.000,22000000.000
GainLossOnDispositionOfAssets1,,,,,22000000.000,,,,19000000.000,,,
GeneralAndAdministrativeExpense,99000000.000,93000000.000,100000000.000,99000000.000,100000000.000,103000000.000,98000000.000,102000000.000,101000000.000,105000000.000,103000000.000,125000000.000
GrossProfit,494000000.000,489000000.000,500000000.000,490000000.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,347000000.000,364000000.000,364000000.000,383000000.000,395000000.000,307000000.000,184000000.000,304000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,366000000.000,352000000.000,407000000.000,380000000.000,,,,,,,,
IncomeTaxExpenseBenefit,141000000.000,130000000.000,143000000.000,172000000.000,120000000.000,124000000.000,141000000.000,163000000.000,158000000.000,111000000.000,65000000.000,103000000.000
IncomeTaxesPaidNet,,,,,63000000.000,,,,2000000.000,,,
IncreaseDecreaseDueFromAffiliates,,,,,60000000.000,,,,32000000.000,,,
IncreaseDecreaseInIncomeTaxes,,,,,250000000.000,,,,-104000000.000,,,
IncreaseDecreaseInInterestPayableNet,,,,,9000000.000,,,,8000000.000,,,
IncreaseDecreaseInOtherOperatingAssets,,,,,-18000000.000,,,,27000000.000,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,,,31000000.000,,,,19000000.000,,,
InterestAndFeeIncomeLoansAndLeasesHeldInPortfolio,1494000000.000,1511000000.000,1589000000.000,1618000000.000,1663000000.000,1703000000.000,1741000000.000,1795000000.000,1846000000.000,1911000000.000,1953000000.000,1992000000.000
InterestAndFeeIncomeLoansCommercial,28000000.000,28000000.000,29000000.000,29000000.000,30000000.000,30000000.000,30000000.000,32000000.000,36000000.000,36000000.000,36000000.000,39000000.000
InterestAndFeeIncomeLoansConsumerInstallmentAutomobilesMarineAndOtherVehicles,350000000.000,346000000.000,329000000.000,322000000.000,301000000.000,301000000.000,297000000.000,286000000.000,288000000.000,295000000.000,301000000.000,304000000.000
InterestExpense,158000000.000,153000000.000,146000000.000,142000000.000,140000000.000,143000000.000,148000000.000,161000000.000,169000000.000,178000000.000,186000000.000,195000000.000
InterestExpenseRelatedParty,7000000.000,6000000.000,7000000.000,7000000.000,,,,,,,,
InterestPaid,,,,,111000000.000,,,,133000000.000,,,
NetCashProvidedByUsedInFinancingActivities,,,,,-20000000.000,,,,940000000.000,,,
