,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-04-04,2015-07-04,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,6063000.000,,,,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,-39229000.000,,,,-23637000.000,
AllocatedShareBasedCompensationExpense,,,,,,300000.000,,,,,,
AmortizationOfFinancingCosts,,,,,,,719000.000,,,,514000.000,
AmountRecognizedInNetPeriodicBenefitCostAndOtherComprehensiveIncomeLossBeforeTax,,,,,-173000.000,-173000.000,-117000.000,-118000.000,-117000.000,,-324000.000,-324000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,4328729.000,,4417141.000,,5779368.000,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,618000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,1023000.000,,,,,,-36229000.000,,,,-39310000.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,-18000.000,,,,-127000.000,
ComprehensiveIncomeNetOfTax,,,,,-10501000.000,11276000.000,-1559000.000,1956000.000,-2217000.000,1603000.000,-7368000.000,3708000.000
ConvertiblePreferredDividendsNetOfTax,,,,,,1239000.000,,,,,,
CostOfRevenue,,,,,159988000.000,225991000.000,112580000.000,166094000.000,276247000.000,247733000.000,118462000.000,184002000.000
DebtIssuanceCosts,,,,,,,12700000.000,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,-88000.000,,,,-3875000.000,
DeferredRevenueAdditions,,,,,1339000.000,1939000.000,1186000.000,1308000.000,2952000.000,1740000.000,1129000.000,2244000.000
DeferredRevenueRevenueRecognized,,,,,1074000.000,1085000.000,1249000.000,1330000.000,1261000.000,1304000.000,1507000.000,1399000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,,913000.000,912000.000,1197000.000,1197000.000,1196000.000,,1573000.000,1572000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,,1600000.000,1599000.000,1528000.000,1528000.000,1528000.000,,1590000.000,1589000.000
DefinedBenefitPlanInterestCost,,,,,1427000.000,1426000.000,1411000.000,1410000.000,1411000.000,,1266000.000,1265000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,740000.000,739000.000,1080000.000,1079000.000,1079000.000,,1249000.000,1248000.000
DepreciationDepletionAndAmortization,,,,,,,1994000.000,,,,2023000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,,,,,,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,,,,,,,0.000
DividendsCommonStockStock,,,,,,,998000.000,,,,0.000,
EarningsPerShareBasic,,,,,,0.460,,,-0.180,,-0.420,0.080
EarningsPerShareBasicAndDiluted,-0.040,-0.110,0.900,-2.280,,,-0.160,,,,,
EarningsPerShareDiluted,,,,,,0.380,,0.020,-0.180,,-0.420,0.070
EffectiveIncomeTaxRateContinuingOperations,,,,,0.272,0.295,-0.083,0.485,,,0.283,0.305
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,0.350,0.350,0.350,0.350,-0.700,0.350,0.350
GainLossOnDispositionOfAssets1,,,,,,,0.000,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,-10142000.000,0.000
GeneralAndAdministrativeExpense,132000.000,394000.000,3355000.000,1802000.000,,,,,,,,
GrossProfit,,,,,23030000.000,36662000.000,18753000.000,25114000.000,46808000.000,38681000.000,18198000.000,24649000.000
IncomeLossFromContinuingOperations,,-394000.000,-3355000.000,,-11095000.000,10683000.000,-2319000.000,1409000.000,-2921000.000,11059000.000,-8442000.000,2787000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,-15656000.000,14653000.000,-2531000.000,2005000.000,-2730000.000,13596000.000,-12817000.000,3705000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,-0.520,,,0.020,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,,0.080
