,2011-01-29,2012-01-28,2013-02-02,2014-02-01,2015-01-31,2016-01-30,2017-01-28
AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,160700000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,70937000.000,74554000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,15412000.000,19040000.000,-29989000.000,27661000.000,29759000.000,,
AdvertisingExpense,54300000.000,59900000.000,67700000.000,70200000.000,72100000.000,77100000.000,73000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,3200.000,5900.000,53900.000,2900.000,2500.000,25000.000,2500.000
AssetImpairmentCharges,0.000,0.000,,,0.000,0.000,0.000
AvailableForSaleSecuritiesGrossUnrealizedGains,793000.000,,,602000.000,513000.000,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,42000.000,,,4000.000,5000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,65581000.000,-184089000.000,-3074000.000,-223593000.000,273440000.000,64994000.000,349997000.000
CommonStockDividendsPerShareDeclared,0.700,0.470,0.590,0.510,0.800,0.470,0.540
ComprehensiveIncomeNetOfTax,555115000.000,657317000.000,786713000.000,837108000.000,924665000.000,1020513000.000,1117563000.000
CostOfGoodsSold,5729735000.000,6240760000.000,7011428000.000,7360924000.000,7937956000.000,8576873000.000,9173705000.000
CostsAndExpenses,6969079000.000,7555147000.000,8456221000.000,8887043000.000,9556311000.000,10328240000.000,11080601000.000
CurrentFederalTaxExpenseBenefit,329723000.000,343550000.000,485882000.000,486203000.000,499009000.000,497710000.000,632872000.000
CurrentIncomeTaxExpenseBenefit,360201000.000,374252000.000,517109000.000,521256000.000,535556000.000,534740000.000,677205000.000
CurrentStateAndLocalTaxExpenseBenefit,30478000.000,30702000.000,31227000.000,35053000.000,36547000.000,37030000.000,44333000.000
DeferredFederalIncomeTaxExpenseBenefit,-11139000.000,25383000.000,-37178000.000,-11055000.000,23452000.000,55404000.000,-8350000.000
DeferredIncomeTaxExpenseBenefit,-17977000.000,21722000.000,-39028000.000,-15250000.000,25086000.000,56358000.000,-8703000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-6838000.000,-3661000.000,-1850000.000,-4195000.000,1634000.000,954000.000,-353000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,9400000.000,10400000.000,11400000.000,12700000.000,13900000.000
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,,0.040,,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,0.040,0.040,0.040,0.040
DepreciationDepletionAndAmortization,160693000.000,159892000.000,185491000.000,206111000.000,232959000.000,274828000.000,302515000.000
DividendsCommonStockCash,-83615000.000,107877000.000,131400000.000,110400000.000,168454000.000,192312000.000,214640000.000
EarningsPerShareBasic,4.710,2.910,3.590,3.930,4.470,2.530,2.850
EarningsPerShareDiluted,4.630,2.860,3.530,3.880,4.420,2.510,2.830
EffectiveIncomeTaxRateContinuingOperations,0.380,0.380,0.380,0.380,0.380,0.370,0.370
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.030,0.030,0.030,0.030,0.030,0.020,0.020
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,,2.000,,,,,
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwardsWeightedAveragePeriodOfRecognition,2.200,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,14746000.000,18180000.000,29103000.000,26906000.000,29415000.000,42302000.000,23331000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,14746000.000,18180000.000,29103000.000,26906000.000,29415000.000,42302000.000,23331000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,897021000.000,1053144000.000,1264844000.000,1343310000.000,1485366000.000,1611759000.000,1786156000.000
IncomeTaxExpenseBenefit,342224000.000,395974000.000,478081000.000,506006000.000,560642000.000,591098000.000,668502000.000
IncomeTaxesPaidNet,330589000.000,370074000.000,435808000.000,506182000.000,510145000.000,523597000.000,628441000.000
IncreaseDecreaseInAccountsPayable,102851000.000,-11614000.000,40109000.000,-4104000.000,204158000.000,-41464000.000,83085000.000
IncreaseDecreaseInInventories,214419000.000,43153000.000,79167000.000,47918000.000,115520000.000,46429000.000,93782000.000
IncreaseDecreaseInOperatingLiabilities,3649000.000,7262000.000,31966000.000,26695000.000,-5045000.000,-3019000.000,7780000.000
IncreaseDecreaseInOtherOperatingAssets,6339000.000,10329000.000,14474000.000,9875000.000,16410000.000,13496000.000,928000.000
IncreaseDecreaseInOtherOperatingLiabilities,52594000.000,-2109000.000,18146000.000,-18562000.000,69568000.000,7796000.000,76676000.000
IncreaseDecreaseInRestrictedCashAndInvestments,,60086000.000,2107000.000,2895000.000,4329000.000,-4065000.000,-3388000.000
InterestCostsCapitalized,100000.000,500000.000,3900000.000,10800000.000,10825000.000,,
InterestCostsCapitalizedAdjustment,,,,,,6530000.000,26000.000
InterestExpenseDebt,,,,,12990000.000,18568000.000,18573000.000
InterestExpenseOther,,,,,1230000.000,1252000.000,1022000.000
InterestIncomeExpenseNet,,,,247000.000,-2984000.000,-12612000.000,-16488000.000
InterestIncomeOther,,,,,411000.000,678000.000,3081000.000
InterestPaid,9668000.000,9668000.000,9668000.000,9668000.000,9668000.000,18035000.000,18105000.000
LeaseAndRentalExpense,360400000.000,380000000.000,406600000.000,434900000.000,457000000.000,473200000.000,505200000.000
NetCashProvidedByUsedInFinancingActivities,-410640000.000,-532426000.000,-556994000.000,-681788000.000,-460426000.000,-898749000.000,-916091000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-410640000.000,-532426000.000,-556994000.000,-681788000.000,-460426000.000,-898749000.000,-916091000.000
NetCashProvidedByUsedInInvestingActivities,-196845000.000,-471768000.000,-425724000.000,-563808000.000,-638999000.000,-362509000.000,-292763000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-196845000.000,-471768000.000,-425724000.000,-563808000.000,-638999000.000,-362509000.000,-292763000.000
NetCashProvidedByUsedInOperatingActivities,673066000.000,820105000.000,979644000.000,1022003000.000,1372865000.000,1326252000.000,1558851000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,673066000.000,820105000.000,979644000.000,1022003000.000,1372865000.000,1326252000.000,1558851000.000
NetIncomeLoss,554797000.000,657170000.000,786763000.000,837304000.000,924724000.000,1020661000.000,1117654000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,318000.000,147000.000,-50000.000,-196000.000,-59000.000,-148000.000,-91000.000
PaymentsForRepurchaseOfCommonStock,375000000.000,450000000.000,450000000.000,550000000.000,550000000.000,700000000.000,700000000.000
PaymentsForRepurchaseOfOtherEquity,9544000.000,15854000.000,29446000.000,29851000.000,39041000.000,68925000.000,43321000.000
PaymentsOfDividendsCommonStock,77321000.000,102042000.000,125694000.000,147917000.000,168454000.000,192312000.000,214640000.000
PaymentsToAcquireInvestments,6842000.000,,5430000.000,12012000.000,0.000,718000.000,0.000
PaymentsToAcquirePropertyPlantAndEquipment,198651000.000,416271000.000,424434000.000,550515000.000,646691000.000,366960000.000,297880000.000
ProceedsFromIssuanceOfLongTermDebt,,,,,245676000.000,0.000,0.000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,36479000.000,17290000.000,19043000.000,19074000.000,21978000.000,20186000.000,18539000.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,8648000.000,4589000.000,6247000.000,1614000.000,12021000.000,1104000.000,1729000.000
Revenues,7866100000.000,8608291000.000,9721065000.000,10230353000.000,11041677000.000,11939999000.000,12866757000.000
SalesRevenueNet,7866100000.000,8608291000.000,9721065000.000,10230353000.000,11041677000.000,11939999000.000,12866757000.000
SellingGeneralAndAdministrativeExpense,1229775000.000,1304065000.000,1437886000.000,1526366000.000,1615371000.000,1738755000.000,1890408000.000
ShareBasedCompensation,36551000.000,40404000.000,48952000.000,46847000.000,53001000.000,70937000.000,74554000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardDiscountFromMarketPrice,0.150,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardDiscountFromMarketPricePurchaseDate,,0.150,0.150,0.150,0.150,0.150,0.150
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,-62000.000,196000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,800000.000,1603000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,44.220,32.910,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,-471000.000,1725000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,29.750,17.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriod,-1157000.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,-7000.000,7000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm,3.490,,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeLowerRangeLimit,,8.190,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeUpperRangeLimit,,16.430,,,,,
StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,146000.000,243000.000,211000.000,208000.000,200000.000,400000.000,300000.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,793000.000,,,,,
StockRepurchasedDuringPeriodShares,,,,,,,11638000.000
StockRepurchasedDuringPeriodValue,-375000000.000,450000000.000,450000000.000,550000000.000,550000000.000,700000000.000,700000000.000
StockholdersEquityNoteStockSplitConversionRatio,,2.000,,,,,
TreasuryStockSharesAcquired,175000.000,442000.000,,,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,4491000.000,1476000.000,519000.000,9432000.000,10589000.000,3231000.000
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,-1311000.000,3731000.000,3245000.000,560000.000,2484000.000,2929000.000,0.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,8957000.000,9245000.000,11009000.000,15591000.000,15441000.000,14990000.000,12394000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,4343000.000,12193000.000,4167000.000,2418000.000,0.000,0.000,2897000.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,-1348000.000,682000.000,1312000.000,2274000.000,5732000.000,4216000.000,6310000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,2081000.000,4067000.000,3654000.000,2924000.000,2262000.000,3371000.000,2834000.000
WeightedAverageNumberOfDilutedSharesOutstanding,119902000.000,229982000.000,222784000.000,215805000.000,209039000.000,406405000.000,394958000.000
WeightedAverageNumberOfSharesOutstandingBasic,117821000.000,225915000.000,219130000.000,212881000.000,206777000.000,403034000.000,392124000.000
