,2016-09-30
AmortizationOfIntangibleAssets,65000.000
CapitalizedComputerSoftwareAmortization1,598000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,31336000.000
ComprehensiveIncomeNetOfTax,37250000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,85130000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,122380000.000
CostOfServices,91985000.000
CostsAndExpenses,120240000.000
CurrentFederalTaxExpenseBenefit,19332000.000
CurrentForeignTaxExpenseBenefit,0.000
CurrentStateAndLocalTaxExpenseBenefit,4445000.000
DeferredFederalIncomeTaxExpenseBenefit,699000.000
DeferredForeignIncomeTaxExpenseBenefit,0.000
DeferredIncomeTaxExpenseBenefit,795000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,97000.000
DefinedBenefitPlanContributionsByEmployer,1557000.000
Depreciation,1105000.000
DepreciationAndAmortization,1768000.000
DepreciationDepletionAndAmortization,1768000.000
DividendIncomeOperating,0.000
DividendsCommonStockCash,33338000.000
EarningsPerShareBasicAndDiluted,2.330
EffectOfExchangeRateOnCashAndCashEquivalents,23000.000
EffectiveIncomeTaxRateContinuingOperations,0.167
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.000
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,0.000
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,-0.214
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,0.000
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.031
FairValueOfAssetsAcquired,0.000
GainLossOnDispositionOfAssets1,0.000
GainLossOnSaleOfSecuritiesNet,0.000
GeneralAndAdministrativeExpense,25129000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,146978000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-44000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,146934000.000
IncomeLossFromEquityMethodInvestments,0.000
IncomeTaxExpenseBenefit,24573000.000
IncomeTaxesPaid,25811000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-2467000.000
IncreaseDecreaseInAccountsReceivable,0.000
IncreaseDecreaseInDueFromRelatedParties,6298000.000
IncreaseDecreaseInDueToRelatedParties,0.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1401000.000
InterestAndOtherIncome,234000.000
InterestPaid,0.000
InvestmentAdvisoryFees,2620000.000
LeaseAndRentalExpense,4650000.000
ManagementFeesRevenue,226660000.000
NetCashProvidedByUsedInFinancingActivities,-63962000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-63962000.000
NetCashProvidedByUsedInInvestingActivities,-3549000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3549000.000
NetCashProvidedByUsedInOperatingActivities,98824000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,98824000.000
NetIncomeLoss,37240000.000
NetIncomeLossAttributableToNoncontrollingInterest,85121000.000
NoncontrollingInterestInNetIncomeLossOtherNoncontrollingInterestsNonredeemable,58510000.000
OperatingIncomeLoss,146700000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,0.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,19000.000
OtherComprehensiveIncomeLossNetOfTax,19000.000
PaymentsForRepurchaseOfCommonStock,91000.000
PaymentsOfCapitalDistribution,0.000
PaymentsOfDividendsCommonStock,17209000.000
PaymentsToAcquireBusinessesGross,2479000.000
PaymentsToAcquireEquityMethodInvestments,0.000
PaymentsToAcquireInvestments,0.000
PaymentsToAcquireOtherInvestments,0.000
PaymentsToAcquirePropertyPlantAndEquipment,1070000.000
ProceedsFromContributedCapital,0.000
ProceedsFromDividendsReceived,0.000
ProceedsFromIssuanceOfCommonStock,0.000
ProceedsFromRelatedPartyDebt,0.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,0.000
ProceedsFromSaleOfProductiveAssets,0.000
ProfitLoss,122361000.000
PropertyManagementFeeRevenue,33615000.000
ReimbursementRevenue,37660000.000
RepaymentsOfRelatedPartyDebt,0.000
Revenues,266940000.000
SalesRevenueNet,266940000.000
SeveranceCosts1,1358000.000
ShareBasedCompensation,7997000.000
StockGrantedDuringPeriodValueSharebasedCompensation,841000.000
StockIssued1,0.000
UnrealizedGainLossOnInvestments,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,16005000.000
