,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsAndOtherReceivablesNetCurrent,,,,,,3968000.000,6027000.000,12254000.000,9332000.000,25000.000,536000.000,2112000.000,81000.000,25000.000,,
AccountsNotesAndLoansReceivableNetCurrent,,,,,,,,,,,,,,735000.000,694000.000,1393000.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,12555000.000,12766000.000,14041000.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,32974995.000,36475059.000,30287946.000,25537857.000,27129341.000,26833000.000,24930000.000,24895000.000,15809000.000,23767000.000,23494000.000,31001000.000,32764000.000,42654000.000,48731000.000,48196000.000
AccountsPayableCurrent,149772489.000,109494566.000,97588137.000,118709156.000,43882748.000,130387000.000,76674000.000,81846000.000,52794000.000,59043000.000,59316000.000,57199000.000,28244000.000,52820000.000,53777000.000,69029000.000
AccountsPayableCurrentAndNoncurrent,,,,,,20000000.000,,,,,,,,,,
AccountsPayableOtherCurrent,,,,,,102650000.000,114484000.000,148327000.000,273886000.000,261524000.000,240508000.000,241270000.000,235929000.000,261524000.000,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,739000.000,152000.000,7000.000
AccountsReceivableGrossCurrent,3652467.000,2405796.000,1574000.000,266701.000,633200.000,,,,,,,,,,,
AccountsReceivableNetCurrent,,,2226288.000,0.000,2419301.000,14248000.000,15883000.000,10475000.000,12760000.000,7517000.000,11644000.000,9235000.000,366000.000,23398000.000,19375000.000,29588000.000
AccountsReceivableRelatedParties,,,,,690584.000,,,,,,,,,,,20000.000
AccruedEmployeeBenefitsCurrent,,,,,370791.000,1156000.000,,,,1075000.000,,,,677000.000,725000.000,653000.000
AccruedLiabilitiesCurrent,51747150.000,52662250.000,63550250.000,94366800.000,107327400.000,,,,,,,,,42654000.000,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,48731000.000,48196000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,24434124.000,29077000.000,,,,41375000.000,,,,66485000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,5042587.000,5984800.000,6545811.000,7123222.000,5848820.000,7491000.000,8022000.000,9122000.000,9660000.000,10245000.000,9407000.000,9785000.000,9793000.000,7098000.000,6853000.000,1797000.000
AdditionalPaidInCapital,48237349.000,48613629.000,49198278.000,49571104.000,50303562.000,50653000.000,51000000.000,51350000.000,51556000.000,51555000.000,51555000.000,51555000.000,51555000.000,70917000.000,70917000.000,70917000.000
AdvancePaymentsNettedAgainstClaimReceivable,,,,,,,,,,,,,,11055000.000,,
AdvancesOnInventoryPurchases,8399486.000,19615813.000,15781294.000,52411212.000,29063792.000,23476000.000,32207000.000,31402000.000,51905000.000,33842000.000,57729000.000,45066000.000,27391000.000,80077000.000,121455000.000,148492000.000
