,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,448000000.000,602000000.000,558000000.000,435000000.000,334000000.000,353000000.000,361000000.000,382000000.000,437000000.000,551000000.000,451000000.000,462000000.000,607000000.000,614000000.000,560000000.000,580000000.000,456000000.000,443000000.000,446000000.000,552000000.000,433000000.000,531000000.000,590000000.000,671000000.000,655000000.000,761000000.000
AccountsReceivableNetCurrent,555000000.000,738000000.000,755000000.000,598000000.000,386000000.000,532000000.000,500000000.000,437000000.000,483000000.000,726000000.000,657000000.000,552000000.000,627000000.000,762000000.000,680000000.000,648000000.000,503000000.000,595000000.000,581000000.000,644000000.000,569000000.000,720000000.000,801000000.000,839000000.000,765000000.000,874000000.000
AccruedIncomeTaxesCurrent,,,,3000000.000,,,,11000000.000,,,,7000000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,3931000000.000,4046000000.000,4158000000.000,4293000000.000,4405000000.000,4518000000.000,4390000000.000,4516000000.000,4641000000.000,4768000000.000,4897000000.000,5046000000.000,4704000000.000,4840000000.000,4984000000.000,5122000000.000,5236000000.000,5245000000.000,5377000000.000,5491000000.000,5652000000.000,5719000000.000,5865000000.000,5975000000.000,6123000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-52000000.000,-83000000.000,-147000000.000,-178000000.000,-173000000.000,-223000000.000,-237000000.000,-248000000.000,-236000000.000,-191000000.000,-184000000.000,-160000000.000,-166000000.000,-168000000.000,-164000000.000,-178000000.000,-195000000.000,-179000000.000,-193000000.000,-179000000.000,-177000000.000,-183000000.000,-170000000.000,-137000000.000,-139000000.000,-148000000.000
AdditionalCollateralAggregateFairValue,,21000000.000,10000000.000,2000000.000,1000000.000,5000000.000,0.000,1000000.000,0.000,0.000,0.000,0.000,1000000.000,0.000,0.000,5000000.000,8000000.000,14000000.000,8000000.000,12000000.000,14000000.000,8000000.000,4000000.000,6000000.000,0.000,1000000.000
AdditionalPaidInCapitalCommonStock,12286000000.000,12293000000.000,12299000000.000,12305000000.000,12310000000.000,12320000000.000,12327000000.000,12335000000.000,12351000000.000,12370000000.000,12380000000.000,12389000000.000,12400000000.000,12421000000.000,12432000000.000,12440000000.000,12453000000.000,12463000000.000,12470000000.000,9594000000.000,9602000000.000,9611000000.000,9618000000.000,9625000000.000,9633000000.000,9642000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2000000.000,4000000.000,8000000.000,13000000.000,13000000.000,14000000.000,10000000.000,6000000.000,2000000.000,2000000.000,1000000.000,5000000.000,5000000.000,7000000.000,5000000.000,4000000.000,5000000.000,3000000.000,2000000.000,2000000.000,3000000.000,4000000.000,5000000.000,6000000.000,8000000.000,8000000.000
AssetRetirementObligation,,,,27000000.000,,,,38000000.000,,,,44000000.000,,,,47000000.000,,,,47000000.000,,,,53000000.000,,
Assets,16849000000.000,16898000000.000,17231000000.000,17371000000.000,17456000000.000,16887000000.000,16593000000.000,16549000000.000,16569000000.000,16758000000.000,16803000000.000,16559000000.000,17067000000.000,17370000000.000,17172000000.000,18378000000.000,18382000000.000,17757000000.000,17898000000.000,18833000000.000,18659000000.000,17979000000.000,17988000000.000,19317000000.000,18576000000.000,17975000000.000
