,2015-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000
CurrentStateAndLocalTaxExpenseBenefit,-97.000
EarningsPerShareBasicAndDiluted,-0.000
GrossProfit,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,0.000
LandSales,0.000
NetCashProvidedByUsedInFinancingActivities,97.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,97.000
NetCashProvidedByUsedInInvestingActivities,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000
NetCashProvidedByUsedInOperatingActivities,-97.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-97.000
NetIncomeLoss,-97.000
OperatingExpenses,97.000
OtherNonoperatingIncomeExpense,0.000
ProceedsFromSaleOfLoansHeldForSale,97.000
ProfitLoss,-97.000
Revenues,0.000
SalesRevenueNet,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,127300000.000
