,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilities,,47219000.000,29288000.000
AccountsReceivableGross,,3289000.000,
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,53659000.000,6219000.000
AccruedLiabilitiesCurrentAndNoncurrent,1370250.000,,
AdditionalPaidInCapital,4382197.000,1138151000.000,1137980000.000
AdvanceRent,,8546000.000,
AllowanceForDoubtfulAccountsReceivable,,436000.000,
Assets,380432.000,2163895000.000,2117539000.000
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,1087120000.000
BelowMarketLeaseAccumulatedAmortization,,26958000.000,10632000.000
BelowMarketLeaseNet,,51812000.000,20254000.000
CashAndCashEquivalentsAtCarryingValue,4714.000,230333000.000,174432000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,100000.000,200000000.000,200000000.000
CommonStockSharesIssued,1000.000,,49195214.000
CommonStockSharesOutstanding,1000.000,,49195214.000
CommonStockValue,1.000,,
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,,0.000,
DeferredCostsLeasingAccumulatedAmortization,,8581000.000,
DeferredCostsLeasingNet,,44799000.000,
DeferredIncomeTaxAssetsNet,,3648000.000,
DeferredIncomeTaxLiabilities,,4336000.000,
DeferredIncomeTaxLiabilitiesNet,,4336000.000,
DeferredRentReceivablesNet,,32000000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,1792000.000,
DeferredTaxAssetsGross,,4692000.000,
DeferredTaxAssetsNet,,3648000.000,
DeferredTaxAssetsOther,,2000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,191000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,,1059000.000,
DeferredTaxLiabilities,,688000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,718000.000,
DeferredTaxLiabilitiesOther,,3000.000,
DeferredTaxLiabilitiesTaxDeferredIncome,,3615000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,5000000.000,6100000.000
FiniteLivedIntangibleAssetAcquiredInPlaceLeases,,117243000.000,58454000.000
IncreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,,0.000,
InterestPayableCurrentAndNoncurrent,,2514000.000,
Land,,417315000.000,134978000.000
LeaseIncentivePayableCurrentAndNoncurrent,,4275000.000,
Liabilities,,1011973000.000,983750000.000
LiabilitiesAndStockholdersEquity,380432.000,2163895000.000,2117539000.000
MinorityInterest,,23037000.000,22565000.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,0.020
MinorityInterestOwnershipPercentageByParent,,,0.980
NotesPayableToBank,,341602000.000,342324000.000
OperatingLeasesFutureMinimumPaymentsReceivable,,1246772000.000,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,171757000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,117788000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,123600000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,143306000.000,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,142426000.000,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,547895000.000,
OtherAccountsPayableAndAccruedLiabilities,,4396000.000,
OtherAssets,375718.000,,
OtherAssetsMiscellaneous,,2576000.000,
OtherIntangibleAssetsNet,,18451000.000,13738000.000
OtherReceivables,,4761000.000,
PreferredStockParOrStatedValuePerShare,,0.001,0.001
PreferredStockSharesAuthorized,,48999950.000,48999950.000
PreferredStockSharesIssued,,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000
PreferredStockValue,,5000000.000,5000000.000
PrepaidExpenseCurrentAndNoncurrent,,1620000.000,
RealEstateAccumulatedDepreciation,,159057000.000,
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,451577000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,,1447353000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,417315000.000,
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionCarryingCosts,,11598000.000,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,1435755000.000,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,417315000.000,
RealEstateGrossAtCarryingValue,,1864668000.000,
RealEstateInvestmentPropertyAccumulatedDepreciation,,159057000.000,45526000.000
RealEstateInvestmentPropertyAtCost,,1864668000.000,775546000.000
RealEstateInvestmentPropertyNet,,1705611000.000,730020000.000
RealEstateLiabilitiesAssociatedWithAssetsHeldForDevelopmentAndSale,,,199856000.000
RetainedEarningsAccumulatedDeficit,-5372016.000,-14316000.000,-31806000.000
SECScheduleIIIRealEstateInvestmentPropertyNet,,1705611000.000,
SecuredDebt,,451577000.000,378042000.000
SecurityDepositLiability,,3490000.000,
StockholdersEquity,-989818.000,1128885000.000,1111224000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,1151922000.000,1133789000.000
TenantImprovements,,296445000.000,93159000.000
UnrecognizedTaxBenefits,,0.000,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,0.000,
