,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,3574000.000,1471000.000,2563000.000,4659000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,0.000
BusinessCombinationAcquisitionRelatedCosts,,,,200000.000,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeFairValue1,,,,444000.000,,
CapitalLeaseObligationsIncurred,,,2112000.000,2960000.000,70000.000,17792000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,10289000.000,-94556000.000,46457000.000,
CommonStockDividendsPerShareDeclared,,,,,0.230,0.460
ComprehensiveIncomeNetOfTax,,,-23482000.000,29243000.000,-43631000.000,21248000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,0.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-22875000.000,37055000.000,-43631000.000,21248000.000
ConcentrationRiskPercentage1,,,,0.130,,
CostOfGoodsSold,,,920832000.000,887712000.000,,
CostOfGoodsSoldDepreciationAndAmortization,,,78309000.000,77675000.000,67761000.000,71476000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,,,,753523000.000,701875000.000
CurrentIncomeTaxExpenseBenefit,,,-2286000.000,5242000.000,11934000.000,7712000.000
DeferredIncomeTaxExpenseBenefit,,,11482000.000,-22016000.000,17515000.000,16809000.000
DefinedBenefitPlanActualReturnOnPlanAssets,,,4686000.000,3829000.000,107000.000,
DefinedBenefitPlanActuarialGainLoss,,,529000.000,-5251000.000,5009000.000,
DefinedBenefitPlanAmortizationOfGainsLosses,,,-1555000.000,-775000.000,-886000.000,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,0.043,0.040,0.045,0.037,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,0.068,0.066,0.066,0.064,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,,0.028,0.028,0.028,0.025,
DefinedBenefitPlanBenefitsPaid,,,3539000.000,3396000.000,2932000.000,
DefinedBenefitPlanContributionsByEmployer,,,2878000.000,-2951000.000,2349000.000,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,,896000.000,806000.000,598000.000,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,,53000.000,56000.000,39000.000,
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,,,927000.000,830000.000,613000.000,
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,,,51000.000,54000.000,36000.000,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,2133000.000,2225000.000,2054000.000,
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,,,-4972000.000,-6266000.000,-11223000.000,
DefinedBenefitPlanForeignCurrencyExchangeRateChangesPlanAssets,,,-2300000.000,3103000.000,5731000.000,
DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear,,,,,0.065,
DefinedBenefitPlanInterestCost,,,2944000.000,3080000.000,2411000.000,
DefinedBenefitPlanNetPeriodicBenefitCost,,,3533000.000,2475000.000,2162000.000,
DefinedBenefitPlanOtherCosts,,,277000.000,,,
DefinedBenefitPlanServiceCost,,,890000.000,845000.000,919000.000,
DefinedBenefitPlanUltimateHealthCareCostTrendRate,,0.045,0.045,0.045,0.045,
DepreciationDepletionAndAmortization,,,78645000.000,78012000.000,68333000.000,71984000.000
DividendsCommonStockCash,,,,,14836000.000,29755000.000
EarningsPerShareBasic,,,-0.470,1.820,1.170,0.540
EarningsPerShareDiluted,,,-0.470,1.810,1.170,0.540
EffectOfExchangeRateOnCashAndCashEquivalents,,,3699000.000,-14287000.000,-6282000.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350
ForeignCurrencyTransactionGainLossBeforeTax,,,,-4011000.000,,
GainLossOnDerivativeInstrumentsNetPretax,,,19709000.000,11501000.000,-935000.000,-241000.000
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,22476000.000,11501000.000,-935000.000,
GainLossOnPriceRiskDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,-2767000.000,0.000,0.000,
GainsLossesOnExtinguishmentOfDebt,,,,3357000.000,0.000,
GrossProfit,,,89244000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,-55089000.000,-27788000.000,-32511000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,104951000.000,59464000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,159281000.000,132739000.000,91975000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-16572000.000,104192000.000,104951000.000,59464000.000
IncomeTaxExpenseBenefit,,,9196000.000,-16774000.000,29449000.000,24521000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,17040000.000,-52906000.000,2765000.000,-9188000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,-736000.000,-11295000.000,-9330000.000,-5822000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,-5797000.000,36467000.000,36972000.000,20812000.000
IncomeTaxReconciliationOtherAdjustments,,,-254000.000,1813000.000,1318000.000,1425000.000
IncomeTaxReconciliationPriorYearIncomeTaxes,,,5749000.000,0.000,-5073000.000,980000.000
IncomeTaxReconciliationRepatriationOfForeignEarnings,,,945000.000,9998000.000,5290000.000,13850000.000
IncomeTaxReconciliationTaxCreditsResearch,,,1319000.000,0.000,,
IncomeTaxesPaid,,,,,8784000.000,13352000.000
IncomeTaxesPaidNet,,,7307000.000,3718000.000,,
IncreaseDecreaseInAccountsAndOtherReceivables,,,-13993000.000,25113000.000,11256000.000,-9466000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-11569000.000,-5382000.000,9665000.000,-10274000.000
IncreaseDecreaseInInventories,,,14563000.000,-6445000.000,13235000.000,-6844000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,1792000.000,-1429000.000,-1839000.000,-1676000.000
IncreaseDecreaseInRestrictedCash,,,,10627000.000,0.000,
InterestExpense,,,69156000.000,67516000.000,53891000.000,51575000.000
InterestOnConvertibleDebtNetOfTax,,,0.000,,,
InterestPaid,,,65747000.000,65013000.000,51975000.000,50159000.000
MinorityInterestDecreaseFromRedemptions,,,9974000.000,,,
MultiemployerPlanPeriodContributions,,,2635000.000,,,
NetCashProvidedByUsedInFinancingActivities,,,15233000.000,-175752000.000,-56664000.000,-62377000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,15233000.000,-175752000.000,-56664000.000,-62377000.000
NetCashProvidedByUsedInInvestingActivities,,,-44968000.000,-49105000.000,-49817000.000,-44303000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-44968000.000,-49105000.000,-49817000.000,-44303000.000
NetCashProvidedByUsedInOperatingActivities,,,36325000.000,144588000.000,159220000.000,140782000.000
