,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AdjustmentForAmortization,,,,,2871000.000,,3244000.000,,,,4066000.000,,,,10039000.000,,,,8817000.000,,
AdministrativeServicesRevenue,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000
AffiliateCosts,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000
AllocatedShareBasedCompensationExpense,,,,,714000.000,1940000.000,,1670000.000,3161000.000,,,9166000.000,1590000.000,,400000.000,1406000.000,-151000.000,-212000.000,1623000.000,1045000.000,905000.000
AmortizationOfIntangibleAssets,,,,,2600000.000,2800000.000,3000000.000,3100000.000,3400000.000,3500000.000,3400000.000,3300000.000,3300000.000,9400000.000,9300000.000,9300000.000,9300000.000,8200000.000,8000000.000,8000000.000,8000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,400000.000,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,600000.000,1800000.000,900000.000,2700000.000,1100000.000,3300000.000,3600000.000,9300000.000,1900000.000,4200000.000,1500000.000,1200000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-50072000.000,,,,-16889000.000,,-39251000.000,,,,-3384000.000,,,,-1310000.000,,,,4025000.000,,
CashDividendsPaidToParentCompany,,,,,,,,,,,,,,,,,,,0.000,,
CommonStockDividendsPerShareCashPaid,0.170,0.170,0.190,0.190,0.195,0.195,0.200,0.200,0.200,0.200,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205
ComprehensiveIncomeNetOfTax,,,,,21067000.000,13300000.000,27088000.000,11556000.000,17887000.000,-17711000.000,-12097000.000,-32743000.000,-16625000.000,21325000.000,-2599000.000,-6847000.000,25844000.000,-410781000.000,-11709000.000,9763000.000,30916000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,325000.000,205000.000,185000.000,52000.000,225000.000,250000.000,196000.000,290000.000,282000.000,223000.000,335000.000,-224000.000,370000.000,-39000.000,171000.000,333000.000,273000.000
