,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,264062.000,,,,65108.000,,,,115346.000,,,,962867.000,,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,141000.000,70000.000,10000.000,0.000,,,,,,,,,,,,,,,,
AccountsPayableCurrent,1959000.000,2055000.000,2020000.000,2639000.000,2752479.000,2695000.000,2941000.000,2863000.000,2481997.000,2805000.000,2397000.000,2304000.000,1782442.000,1595000.000,1291000.000,1345000.000,1254485.000,1304000.000,1470000.000,1183000.000
AccountsPayableOtherCurrent,,,,,,,575000.000,450000.000,,,,,,,,,,,,
AccountsPayableRelatedParties,229000.000,222000.000,229000.000,,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,230626.000,,,,234581.000,,,,,,,,,,,
AccountsPayableRelatedPartiesNoncurrent,,,,231000.000,,230000.000,229000.000,231000.000,,228000.000,229000.000,232000.000,236920.000,233000.000,247000.000,237000.000,245041.000,236000.000,228000.000,228000.000
AccountsReceivableNet,4823000.000,6236000.000,4920000.000,4993000.000,,5026000.000,5359000.000,4444000.000,,,,,,,,,,,,
AccountsReceivableRelatedParties,60000.000,30000.000,60000.000,30000.000,,90000.000,60000.000,30000.000,,,,,,,,,,,,
AccruedEnvironmentalLossContingenciesCurrent,,,,,,,150000.000,150000.000,,,,,,,,,,,,
AccruedIncomeTaxes,,,0.000,0.000,19501.000,0.000,0.000,,,,,,,,,,,,,
AccruedInsuranceCurrent,,,93000.000,49000.000,13443.000,72000.000,105000.000,255000.000,306092.000,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,523000.000,501000.000,569049.000,507000.000,431000.000,491000.000,438730.000,442000.000,409000.000,404000.000,344060.000,412000.000,318000.000,307000.000,384810.000,370000.000,374000.000,362000.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,158000.000,231000.000,305000.000,184000.000,148000.000,221000.000,325139.000,127000.000,168000.000,231000.000,235000.000,162000.000,144000.000,193000.000,241400.000,123000.000,92000.000,123000.000
AccruedRentCurrent,,,171000.000,152000.000,,124000.000,115000.000,57000.000,,,,,,,,,,,,
AccruedSalariesCurrent,,,552000.000,803000.000,710897.000,922000.000,859000.000,974000.000,834324.000,1124000.000,767000.000,1154000.000,991603.000,807000.000,993000.000,903000.000,3188665.000,860000.000,1085000.000,891000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,19713062.000,,,,17650043.000,,,,18758344.000,,,,20800555.000,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax,-20000.000,-17000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossBenefitPlansAdjustmentBeforeTax,,,-20000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-15000.000,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,173729000.000,173908000.000,174231000.000,174478000.000,174499021.000,174628000.000,174770000.000,175023000.000,175284437.000,175413000.000,175413000.000,175413000.000,175447586.000,175448000.000,175448000.000,175448000.000,173702335.000,175948000.000,175970000.000,176761000.000
AllowanceForNotesAndLoansReceivableCurrent,,,,,-54820.000,,,,-38828.000,,,,,,,,,,,
AllowanceForNotesReceivable,-74000.000,-72000.000,,,,,,,,,,,,,,,,,,
AssetsCurrent,25109000.000,26901000.000,29575000.000,39722000.000,37865756.000,41142000.000,43523000.000,43343000.000,42821790.000,45633000.000,46781000.000,43075000.000,43620813.000,46933000.000,48743000.000,50907000.000,45559573.000,46963000.000,48446000.000,50839000.000
AssetsNet,33453000.000,34826000.000,36805000.000,73281000.000,73150650.000,75598000.000,77085000.000,76147000.000,76789843.000,78767000.000,79040000.000,74542000.000,76492077.000,79027000.000,80422000.000,82012000.000,84887606.000,86140000.000,88286000.000,91824000.000
BilledContractReceivables,,,,,,,,,-3013000.000,,,,-2693000.000,,,,1385452.000,,,
BillingsInExcessOfCostCurrent,736000.000,804000.000,,,142217.000,,,,142217.000,142000.000,168000.000,142000.000,142217.000,142000.000,255000.000,255000.000,206623.000,176000.000,176000.000,25000.000
BuildingsAndImprovementsGross,,,,,939614.000,,,,939614.000,,,,939614.000,,,,,,,
