,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableAndAccruedLiabilities,610000.000,387000.000,331000.000,454000.000,750000.000,321000.000,330000.000,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,404000.000,430000.000,464000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,-7696000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,102000.000,138000.000,139000.000,146000.000,163000.000,147000.000,137000.000,65000.000,56000.000,24000.000
AdditionalPaidInCapital,6478000.000,6482000.000,6486000.000,6489000.000,6494000.000,6497000.000,6497000.000,6496000.000,6497000.000,6497000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,1615000.000,292000.000,691000.000,1199000.000,213000.000,630000.000,1083000.000,1502000.000,255000.000,652000.000
AdvancesFromFederalHomeLoanBanks,3000000.000,3000000.000,3000000.000,3500000.000,3000000.000,3000000.000,,,,
Assets,172598000.000,176416000.000,172057000.000,166881000.000,180114000.000,182077000.000,174950000.000,176908000.000,183054000.000,176673000.000
AvailableForSaleSecurities,,,,,,,,5821000.000,,
AvailableForSaleSecuritiesAmortizedCost,,,5546000.000,5652000.000,4759000.000,4072000.000,5923000.000,5777000.000,5658000.000,5591000.000
AvailableForSaleSecuritiesFairValueDisclosure,4911000.000,5900000.000,5714000.000,5836000.000,4968000.000,4253000.000,6087000.000,,5689000.000,5567000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,,,,,-68000.000,-118000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,0.000,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,209000.000,181000.000,,,99000.000,94000.000
Capital,,,,,21907000.000,22225000.000,22164000.000,22276.000,22421000.000,21944000.000
CapitalRequiredForCapitalAdequacy,,,,,11034000.000,10994000.000,11195000.000,11169.000,11404000.000,11047000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,0.080,0.080,0.080,0.080,0.080,0.080
CapitalRequiredToBeWellCapitalized,,,,,,,13993000.000,13961.000,,
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,,,,0.100,0.100,,
CapitalToRiskWeightedAssets,,,,,0.159,0.162,0.158,0.160,0.157,0.159
CashAndCashEquivalentsAtCarryingValue,11897000.000,17353000.000,11058000.000,4386000.000,17094000.000,18751000.000,11603000.000,12165000.000,20009000.000,18552000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,17094000.000,18751000.000,11603000.000,12165000.000,20009000.000,18552000.000
CashAndDueFromBanks,9391000.000,15807000.000,8307000.000,3471000.000,15157000.000,16492000.000,1410000.000,1562000.000,1526000.000,1484000.000
CashEquivalentsAtCarryingValue,11897000.000,17353000.000,11058000.000,4386000.000,17094000.000,18751000.000,11603000.000,,20009000.000,18552000.000
CommonStockParOrStatedValuePerShare,,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,,,655415.000,655415.000,655415.000,655415.000,655415.000,655415.000,655415.000,655415.000
CommonStockSharesOutstanding,,,654486.000,654486.000,654486.000,654486.000,654486.000,654486.000,654486.000,654486.000
CommonStockValueOutstanding,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,-1101000.000
DeferredTaxAssetsGross,,,,,,1509000.000,,,,1316000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,215000.000
DeferredTaxAssetsNet,,,,,,525000.000,,,,
DeferredTaxAssetsOther,,,,,,29000.000,,,,
DeferredTaxAssetsOtherTaxCarryforwards,,,,,,,,,,26000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,124000.000,,,,62000.000
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,39000.000,,,,65000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,,,,,,,,,49000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,18000.000,,,,19000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,,,,768000.000
DeferredTaxLiabilitiesGrossCurrent,,,,,,-984000.000,,,,
DeferredTaxLiabilitiesMortgageServicingRights,,,,,,-48000.000,,,,-260000.000
DeferredTaxLiabilitiesOther,,,,,,-46000.000,,,,-27000.000
DeferredTaxLiabilitiesPrepaidExpenses,,,,,,-82000.000,,,,-83000.000
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,,,,,,-98000.000,,,,-16000.000
Deposits,147047000.000,151921000.000,147201000.000,140599000.000,155381000.000,156481000.000,152409000.000,153982000.000,161281000.000,154501000.000
DepositsFairValueDisclosure,,,,,125903000.000,127711000.000,123281000.000,125438000.000,133335000.000,126515000.000
DepositsMoneyMarketDeposits,27591000.000,28653000.000,27843000.000,26727000.000,32230000.000,32932000.000,34270000.000,34237000.000,34496000.000,32479000.000
DepositsSavingsDeposits,20329000.000,20484000.000,20987000.000,20832000.000,22218000.000,23738000.000,23979000.000,23568000.000,23584000.000,24182000.000
DividendsPayable,,,,31000.000,31000.000,,,,,
DividendsPayableAmount,31000.000,31000.000,,,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,,,,,,31000.000,31000.000
ExcessCapital,,,,,10873000.000,11231000.000,,,14255000.000,13808000.000
ExcessCapitalToRiskWeightedAssets,,,,,0.079,0.082,,,0.100,0.100
ExcessTierOneLeverageCapital,,,,,3000.000,13282000.000,,,,8809000.000
ExcessTierOneLeverageCapitalToAverageAssets,,,,,0.073,0.074,,,,0.050
ExcessTierOneRiskBasedCapital,,,,,14664000.000,15008000.000,,,8553000.000,8285000.000
ExcessTierOneRiskBasedCapitalToRiskWeightedAssets,,,,,0.106,0.109,,,0.060,0.060
FederalHomeLoanBankBorrowingsFairValueDisclosure,,,,,3000000.000,3000000.000,,,,
FederalHomeLoanBankStock,1784000.000,1784000.000,1784000.000,1784000.000,1768000.000,1752000.000,1737000.000,1721000.000,1705000.000,1689000.000
FinancingReceivableModificationsNumberOfContracts1,,,,,15.000,,,,18.000,
FinancingReceivableModificationsRecordedInvestment,,,,,9017000.000,9200000.000,,,7402000.000,7230000.000
FinancingReceivableRecordedInvestmentNonaccrualStatus,,,,,,0.000,,,,
HeldToMaturitySecuritiesFairValue,,,,,0.000,,,,0.000,0.000
ImpairedFinancingReceivableUnpaidPrincipalBalance,,,,,138000000.000,,,,,
InterestAndDividendsPayableCurrent,,,,,,,,,109000.000,56000.000
InterestBearingDepositsInBanks,2506000.000,1546000.000,2751000.000,915000.000,1937000.000,2259000.000,10193000.000,10603000.000,18483000.000,17068000.000
InterestBearingDomesticDepositCertificatesOfDeposits,35453000.000,34100000.000,33590000.000,32245000.000,29478000.000,28770000.000,29128000.000,28544000.000,27946000.000,27986000.000
InterestBearingDomesticDepositDemand,31984000.000,34133000.000,33033000.000,32147000.000,33565000.000,34357000.000,33537000.000,33383000.000,37082000.000,36546000.000
InterestPayable,159000.000,167000.000,131000.000,150000.000,132000.000,88000.000,116000.000,,,
InterestPayableCurrent,,,,,,,,84000.000,,
InterestReceivable,570000.000,529000.000,585000.000,573000.000,587000.000,602000.000,610000.000,538000.000,528000.000,556000.000
InvestmentInFederalHomeLoanBankStockFairValueDisclosure,,,,,1768000.000,1752000.000,1737000.000,1721000.000,1705000.000,1689000.000
Liabilities,152580000.000,156054000.000,151515000.000,146215000.000,159564000.000,161277000.000,154080000.000,156069000.000,162243000.000,155906000.000
LiabilitiesAndStockholdersEquity,172598000.000,176416000.000,172057000.000,166881000.000,180114000.000,182077000.000,174950000.000,176908000.000,183054000.000,176673000.000
LoansAndLeasesReceivableAllowance,-1979000.000,-2039000.000,-1865000.000,-1919000.000,-1855000.000,-1876000.000,-1936000.000,-1999000.000,1942000.000,1910000.000
LoansAndLeasesReceivableGrossCarryingAmount,147743000.000,145477000.000,147766000.000,149441000.000,150454000.000,148370000.000,148428000.000,149726000.000,150292000.000,146477000.000
LoansAndLeasesReceivableImpairedAtCarryingValue,,,,,,,,,,4300000.000
LoansAndLeasesReceivableImpairedNonperformingNonaccrualOfInterest,,,,,,,0.000,0.000,,
LoansHeldForSaleFairValueDisclosure,,,,,150927000.000,3247000.000,748000.000,1585000.000,105000.000,
LoansHeldForSaleOther,454000.000,614000.000,976000.000,162000.000,473000.000,3247000.000,748000.000,1585000.000,105000.000,
LoansReceivableNet,145764000.000,143438000.000,145901000.000,147522000.000,148599000.000,146494000.000,146492000.000,147727000.000,148350000.000,144567000.000
NetIncreaseDecreaseInAdvancePaymentsByBorrowersForTaxesAndInsurance,920000.000,-403000.000,-4000.000,508000.000,-478000.000,-61000.000,453000.000,,,
NoninterestBearingDomesticDepositDemand,31690000.000,34551000.000,31748000.000,28648000.000,37890000.000,36684000.000,31495000.000,34250000.000,38173000.000,33308000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,1779000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,480000.000,,,,426000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,271000.000,,,,328000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,271000.000,,,,334000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,271000.000,,,,334000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,289000.000,,,,334000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,294000.000,,,,23000.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,1876000.000,,,,
OtherAssets,2327000.000,1695000.000,1610000.000,1602000.000,1936000.000,2347000.000,1635000.000,1609000.000,1046000.000,1079000.000
OtherLiabilities,149000.000,287000.000,161000.000,313000.000,88000.000,757000.000,142000.000,97000.000,168000.000,233000.000
