,2011-09-30,2012-03-30,2012-06-29,2012-09-28,2013-03-29,2013-06-28,2013-09-27,2014-03-28,2014-06-27,2014-09-26,2015-03-27,2015-06-26,2015-09-25,2016-04-01,2016-07-01,2016-09-30
AdjustmentForAmortization,,-40000.000,-89000.000,,-48000.000,,,161000.000,,,57000.000,,,,,
AmortizationOfDebtDiscountPremium,,,,,,54000.000,54000.000,,54000.000,,,221000000.000,180000000.000,200000.000,200000.000,400000.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,37000.000,,
AmortizationOfIntangibleAssets,,-109000.000,-217000.000,,,,,,,,47000.000,195000.000,304000.000,268000.000,,
BasicEarningsPerShareProForma,,,,,,,,,0.050,0.170,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,,,,,411000.000,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,25625000.000,1351000.000,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,21438000.000,,26543000.000,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,429000.000,,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,473000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-112000.000,136000.000,,-14000.000,,,-147000.000,,,77000.000,,,10000.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,756000.000,,,53000.000,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,0.000,,,,,
ComprehensiveIncomeNetOfTax,,,,,-842000.000,141000.000,137000.000,1124000.000,552000.000,1307000.000,-1894000.000,-1006000.000,-1699000.000,-1206000.000,-2007000.000,-5488000.000
CostOfGoodsSold,30041000.000,25109000.000,27954000.000,24395000.000,15748000.000,17370000.000,17246000.000,16937000.000,21534000.000,21549000.000,18105000.000,26152000.000,26273000.000,23774000.000,26723000.000,23307000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,-2318000.000,,,0.000,,,,,
Depreciation,,-1020000.000,-2048000.000,,-542000.000,,,525000.000,,,545000.000,,,504000.000,,
DilutedEarningsPerShareProForma,,,,,,,,,0.020,0.050,,,,,,
DilutiveSecurities,,,,,,,,,18859000.000,,,,,,,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,,,,-969000.000,569000.000,-182000.000,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,-616000.000,,,,,,0.000,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,917000.000,,,-969000.000,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,,,4048000.000,,,,,,,,,,,,
