,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,58274.000,48055.000,40352.000,51918.000,48212.000,48000.000,45999.000,40999.000,43000.000,43000.000,54000.000,55000.000,46000.000,55200.000,66300.000,72900.000,67000.000,70000.000,85000.000,88500.000
AdditionalPaidInCapital,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000,81323.000
Assets,0.000,22444.000,5217.000,263.000,15821.000,20158.000,8986.000,18944.000,2904.000,31534.000,25870.000,18764.000,41939.000,35845.000,30410.000,26535.000,8641.000,41360.000,35775.000,29648.000
CashAndCashEquivalentsAtCarryingValue,0.000,22444.000,5217.000,263.000,15821.000,20158.000,8986.000,18944.000,2904.000,31534.000,25870.000,18764.000,41939.000,35845.000,30410.000,26535.000,8641.000,41360.000,35775.000,29648.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000
CommonStockSharesOutstanding,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000,1233853.000
CommonStockValue,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000
DeferredTaxAssetsGross,,,93740.000,,,,125501.000,,,,156303.000,,,,186112.000,,,,219024.000,
DeferredTaxAssetsNet,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,93740.000,,,,125501.000,,,,156303.000,,,,186112.000,,,,219024.000,
DeferredTaxAssetsValuationAllowance,,,,,,,125501.000,,,,156303.000,,,,186112.000,,,,219024.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,30092.000,43276.000,63336.000,88297.000,113768.000,128426.000,149050.000,173420.000,187029.000,,,,,,,,,,
DueToOfficersOrStockholdersNoncurrent,71844.000,134963.000,138623.000,142163.000,186388.000,216408.000,221895.000,257477.000,263806.000,306045.000,313358.000,320433.000,368638.000,377076.000,385514.000,393768.000,402206.000,450852.000,460414.000,469665.000
Liabilities,130118.000,183018.000,178975.000,194081.000,234600.000,264408.000,267894.000,298476.000,306806.000,349045.000,367358.000,375433.000,414638.000,432276.000,451814.000,466668.000,469206.000,520852.000,545414.000,558165.000
LiabilitiesAndStockholdersEquity,0.000,22444.000,5217.000,263.000,15821.000,20158.000,8986.000,18944.000,2904.000,31534.000,25870.000,18764.000,41939.000,35845.000,30410.000,26535.000,8641.000,41360.000,35775.000,29648.000
LiabilitiesCurrent,58274.000,48055.000,40352.000,51918.000,48212.000,48000.000,45999.000,40999.000,43000.000,43000.000,54000.000,55000.000,46000.000,55200.000,66300.000,72900.000,67000.000,70000.000,85000.000,88500.000
OperatingLossCarryforwards,212674.000,243130.000,256000.000,276000.000,301000.000,,341000.000,,,,424000.000,,,,503000.000,,,,592000.000,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-212674.000,-213038.000,-213038.000,-213038.000,-213038.000,-213038.000,-213038.000,-213038.000,-213038.000,-213038.000,-424044.000,-439225.000,-455255.000,-478987.000,-503960.000,-522689.000,-543121.000,-562048.000,-592195.000,-611073.000
StockholdersEquity,-130118.000,-160574.000,-173758.000,-193818.000,-218779.000,-244250.000,-258908.000,-279532.000,-303902.000,-317511.000,-341488.000,-356669.000,-372699.000,-396431.000,-421404.000,-440133.000,-460565.000,-479492.000,-509639.000,-528517.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-130118.000,-160574.000,-173758.000,-193818.000,-218779.000,-244250.000,-258908.000,-279532.000,-303902.000,-317511.000,-341488.000,-356669.000,-372699.000,-396431.000,-421404.000,-440133.000,-460565.000,-479492.000,-509639.000,-528517.000
ValuationAllowanceAmount,,,93740.000,,,,,,,,,,,,,,,,,
