,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,93505.000,207380.000,237548.000,199111.000,222062.000,252295.000,351549.000,298476.000,364745.000,486387.000,423639.000,504471.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,65492.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,39519.000,347910.000,310794.000,611972.000,1272186.000,2650283.000,4298829.000,5205537.000,4511437.000,4141709.000
AdditionalPaidInCapital,,,,2761345.000,3900057.000,10609460.000,15579142.000,25506824.000,39214403.000,57520925.000,78693937.000,95664616.000,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,110691431.000,128425800.000,144440385.000
Assets,202000.000,202000.000,202000.000,2843927.000,4661806.000,10822137.000,15916957.000,25725840.000,39831840.000,58288475.000,80222252.000,100873860.000,129609455.000,135035280.000,149927697.000
AssetsNet,,,,2708200.000,3858084.000,,,25395508.000,39030260.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,202000.000,202000.000,107628.000,,2952571.000,7567061.000,860733.000,8198859.000,9841838.000,5889030.000,20771564.000,12436986.000,15993952.000,13055090.000,12767178.000
CashAvailableForDistributions,,,,,,,,,,,,150000000.000,150000000.000,150000000.000,150000000.000
CommitmentsAndContingencies,,0.000,0.000,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000
CommonStockSharesIssued,,,,318561.000,454153.000,1236345.000,1817466.000,2978512.000,4582139.000,6721967.000,9205050.000,11224048.000,12973248.000,14921922.000,16709590.000
CommonStockSharesOutstanding,,,,318561.000,454153.000,1236345.000,1817466.000,2978512.000,4582139.000,6721967.000,9205050.000,11224048.000,12973248.000,14921922.000,16709590.000
CommonStockValue,,,,319.000,454.000,1236.000,1817.000,2979.000,4582.000,6722.000,9205.000,11224.000,12973.000,14922.000,16710.000
DeferredIncomeTaxAssetsNet,,,,,,,,,,650000.000,2816000.000,5631526.000,5613802.000,6179394.000,6407401.000
DeferredRevenue,,,,,,,,,,,,1312935.000,399811.000,,
DeferredSalesCommission,,,,,,,,,,,,189985.000,207982.000,203357.000,191313.000
DeferredTaxAssetsGross,,,,,,27057.000,,,,2435423.000,,,,6408813.000,
DeferredTaxAssetsInvestmentInSubsidiaries,,,,,,-14125.000,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,650000.000,,,,6179394.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,61632.000,,,,2435598.000,,,,8837890.000,
DeferredTaxAssetsOtherComprehensiveLoss,,,,,,-18785.000,,,,-3422100.000,,,,-7869139.000,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,,,,,,,3345093.000,,,,5336530.000,
DeferredTaxAssetsValuationAllowance,,,,,,27057.000,,,,1785423.000,,,,229419.000,
DividendsPayableAmountPerShare,,,,,0.060,0.280,0.150,,,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,,4987.000,56820.000,46720.000,69502.000,104797.000,156985.000,221088.000,270113.000,334152.000,403983.000,482113.000
DueFromRelatedParties,,,94372.000,,120092.000,49291.000,,18070.000,,26636.000,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,42222.000,,,113756.000,,94692.000,,543404.000,346618.000,253896.000,99782.000,
InterestReceivable,,,,,,,,,,,,13862.000,,,
InvestmentOwnedAtCost,,,,2818000.000,920000.000,2688136.000,14498136.000,16948136.000,29076831.000,50023136.000,55188136.000,82020469.000,105967157.000,115124750.000,130493335.000
InvestmentOwnedAtFairValue,,,,2818000.000,1001865.000,2737501.000,14932991.000,17336595.000,29841763.000,51454566.000,55985519.000,82581848.000,107672385.000,115123101.000,130383441.000
InvestmentOwnedPercentOfNetAssets,,,,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
InvestmentRelatedLiabilities,,,,,568207.000,,,,,,,,,,
Investments,,,,,,,153808.000,,,,,,,,
Liabilities,200000.000,,,135727.000,787349.000,309482.000,383748.000,330332.000,648620.000,600397.000,1262184.000,3370822.000,16054274.000,5616480.000,5794034.000
LiabilitiesAndStockholdersEquity,,,,2843927.000,4661806.000,10822137.000,15916957.000,25725840.000,39831840.000,58288475.000,80222252.000,100873860.000,129609455.000,135035280.000,149927697.000
LineOfCredit,,,,,,,,,,,,,13291410.000,,3248288.000
LongtermDebtWeightedAverageInterestRate,,,,,,,,,,,,,0.043,0.044,0.046
ManagementFeePayable,,,,,6775.000,15114.000,24161.000,38768.000,61461.000,91863.000,123833.000,150837.000,205994.000,232856.000,247505.000
MembersEquity,2000.000,202000.000,202000.000,2708200.000,3874457.000,10512655.000,15533209.000,25395508.000,39183220.000,57688078.000,78960068.000,97503038.000,113555181.000,129418800.000,144133663.000
NonInvestmentAssetsLessNonInvestmentLiabilities,,,,-109800.000,2872592.000,7775154.000,600218.000,8058913.000,9341457.000,6233512.000,22974549.000,14921190.000,5882796.000,14295699.000,13750222.000
NonInvestmentAssetsLessNonInvestmentLiabilitiesPercentOfNetAssets,,,,-0.041,0.741,0.740,0.039,0.317,0.238,0.108,0.292,0.153,0.052,0.011,0.097
NotesPayableCurrent,,,,,,,,,,,,,,3270399.000,
OtherAssetsCurrent,,,,25927.000,19071.000,1186.000,10670.000,8900.000,20122.000,77518.000,63266.000,37700.000,18648.000,155741.000,166949.000
OtherOwnershipInterestsCapitalAccount,,,,,16373.000,9846.000,86945.000,77665.000,152960.000,286259.000,159450.000,113192.000,341961.000,586.000,
PreferredStockParOrStatedValuePerShare,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,,,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,0.000,,,,,,,,,,,
RestrictedCashAndCashEquivalents,,,,,568207.000,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,-53464.000,-107919.000,-340406.000,-675605.000,-695754.000,-993697.000,-1591014.000,-2745807.000,-2782401.000,-2894299.000,-3538523.000,-4469719.000
SharesIssued,400000000.000,,,,,,,,,,,,,,
StockholdersEquity,,,,,3858084.000,10502809.000,15446264.000,25317843.000,39030260.000,57401819.000,78800618.000,97389846.000,113213220.000,129418214.000,144133663.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,2708200.000,3874457.000,10512655.000,15533209.000,25395508.000,39183220.000,57688078.000,78960068.000,97503038.000,113555181.000,129418800.000,144133663.000
TierOneLeverageCapitalToAverageAssets,,,,,,,,,,,,,,,0.330
UnsecuredDebt,,,,,,,10735000.000,,,,,,,,
