,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-21,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccruedFeesAndOtherRevenueReceivable,,,,,,,28700000.000,,,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,29600000.000,,,,31300000.000,,,,3200000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,34378000.000,,,,47119000.000,,,,63809000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,31060000.000,26982000.000,19055000.000,,19542000.000,21857000.000,24650000.000,23021000.000,23186000.000,18902000.000,-870000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,15638000.000,4843000.000,351000.000,,0.000,,0.000,0.000,0.000,0.000,0.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,24366000.000,46698000.000,31825000.000,19406000.000,,19542000.000,21857000.000,24650000.000,23021000.000,23186000.000,18902000.000,-870000.000
AdditionalPaidInCapitalCommonStock,3914500000.000,3917731000.000,3612593000.000,3487911000.000,,3286833000.000,3217582000.000,3157533000.000,3024947000.000,3031572000.000,3030990000.000,3038218000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,,,,,,625000000.000
Assets,9273338000.000,9314944000.000,8359422000.000,8300068000.000,,8569659000.000,8677301000.000,8549005000.000,8482677000.000,8678706000.000,8754919000.000,8905490000.000
AssetsFairValueDisclosure,,,,,,,69407000.000,,,,,
AvailableForSaleSecurities,1370353000.000,1472743000.000,1457426000.000,1188002000.000,,1148042000.000,1094070000.000,1079025000.000,972420000.000,989780000.000,911572000.000,870482000.000
AvailableForSaleSecuritiesAmortizedCost,,1437349000.000,1413720000.000,1155956000.000,,1115178000.000,1057328000.000,1042131000.000,938746000.000,959647000.000,888007000.000,871942000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,200345000.000,53182000.000,69557000.000,,88945000.000,82912000.000,125273000.000,127997000.000,265182000.000,343393000.000,457757000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,178170000.000,38871000.000,56151000.000,,76865000.000,70734000.000,124098000.000,116888000.000,263380000.000,328307000.000,397329000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,22175000.000,14311000.000,13406000.000,,12080000.000,12178000.000,1175000.000,11109000.000,1802000.000,15086000.000,60428000.000
