,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,2634000.000,2693000.000,2541000.000,2026000.000,2480000.000,3425000.000,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,262000.000,214000.000,,,,,,,
AccountsPayableCurrent,,,,,,,,,,,,,,4655000.000,6378000.000,6359000.000,2499000.000
AccountsPayableCurrentAndNoncurrent,,,,,,,3660000.000,3262000.000,3541000.000,3060000.000,4485000.000,4797000.000,4977000.000,,,,
AccountsPayableOther,28000.000,25000.000,20000.000,19000.000,15000.000,,,,,,,,,,,,
AccountsReceivableNet,167000.000,515000.000,746000.000,1216000.000,1770000.000,1311000.000,545000.000,1039000.000,915000.000,1300000.000,2670000.000,6116000.000,6468000.000,7123000.000,4993000.000,3806000.000,
AccruedEmployeeBenefitsCurrent,,,,,,,862000.000,,,,,,,3347000.000,2231000.000,2131000.000,344000.000
AccruedLiabilities,4988000.000,5258000.000,5741000.000,6754000.000,10244000.000,9549000.000,,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,243000.000,,,,,,,1210000.000,950000.000,970000.000,415000.000
AccruedLiabilitiesCurrent,,,,,,,11109000.000,12016000.000,13330000.000,16105000.000,20895000.000,24759000.000,13179000.000,15181000.000,16960000.000,23812000.000,13934000.000
AccruedPayrollTaxesCurrent,,,,,,,106000.000,,,,,,,106000.000,218000.000,78000.000,8000.000
AccruedProfessionalFeesCurrent,217.000,,,,,,187000.000,,,,,,,533000.000,268000.000,3898000.000,510000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,873.000,894.000,751000.000,,599000.000,621000.000,655000.000,696000.000,732000.000,773000.000,862000.000,909000.000,916000.000,872000.000,907000.000,933000.000,
AccumulatedOtherComprehensiveIncomeLossBeforeTax,,,,,-1000.000,3000.000,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,2000.000,-1000.000,3000.000,3000.000,13000.000,22000.000,21000.000,22000.000,22000.000,,
AdditionalPaidInCapital,92590000.000,94108000.000,100344000.000,103937000.000,105853000.000,106626000.000,107055000.000,108215000.000,109281000.000,110629000.000,113231000.000,113566000.000,113883000.000,114255000.000,123775000.000,123957000.000,125883000.000
Assets,6579000.000,4676000.000,5393000.000,5098000.000,5467000.000,5844000.000,5479000.000,5604000.000,5510000.000,8738000.000,13616000.000,15412000.000,15643000.000,14945000.000,14161000.000,19916000.000,73216000.000
AssetsCurrent,5907000.000,4021000.000,4592000.000,4269000.000,4392000.000,4779000.000,4431000.000,4587000.000,4224000.000,7488000.000,12629000.000,14473000.000,14705000.000,13973000.000,13220000.000,18986000.000,73216000.000
