,2011-12-31,2012-12-29
AllocatedShareBasedCompensationExpense,339000.000,532000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,351000.000
AmortizationOfIntangibleAssets,,65000.000
AmountRecognizedInNetPeriodicBenefitCostAndOtherComprehensiveIncomeLossBeforeTax,,526000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,12.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,1.200
BusinessAcquisitionProFormaEarningsPerShareDiluted,,1.100
BusinessAcquisitionsProFormaNetIncomeLoss,,6314000.000
BusinessAcquisitionsProFormaRevenue,,113621000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,176.000
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentConsiderationTransferred,,282.000
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentIntangibles,,71.000
CashAndCashEquivalentsPeriodIncreaseDecrease,589000.000,1766000.000
ComprehensiveIncomeNetOfTax,2940000.000,5552000.000
CostOfRevenue,72256000.000,85573000.000
CurrentIncomeTaxExpenseBenefit,,2893000.000
DeferredIncomeTaxExpenseBenefit,,299000.000
DeferredIncomeTaxesAndTaxCredits,527000.000,299000.000
DefinedBenefitPlanActualReturnOnPlanAssets,,563000.000
DefinedBenefitPlanActuarialGainLoss,,770000.000
DefinedBenefitPlanAdministrationExpenses,,-21000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,-138000.000
DefinedBenefitPlanAmountsThatWillBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossInNextFiscalYear,,153000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,0.045
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,0.070
DefinedBenefitPlanBenefitsPaid,,-477000.000
DefinedBenefitPlanContributionsByEmployer,,307000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,283000.000
DefinedBenefitPlanInterestCost,,298000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,173000.000
DefinedBenefitPlanServiceCost,,20000.000
DefinedBenefitPlanTargetPlanAssetAllocations,,1.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.250
DefinedContributionPlanMaximumAnnualContributionPerEmployeeAmount,,1000000.000
Depreciation,,3630000.000
DepreciationDepletionAndAmortization,2911000.000,3689000.000
DilutiveSecurities,,472000.000
EarningsPerShareBasic,0.720,1.130
EarningsPerShareDiluted,0.680,1.040
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,58000.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,181000.000
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,77000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,160000.000,-77000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,-160000.000,-77000.000
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputUnrealizedGainsChangesInAssetsAndLiabilities,,-359000.000
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputUnrealizedGainsLossesIncludedInEarningsNet,,0.000
GainLossOnDispositionOfProperty,-1000.000,12000.000
GrossProfit,14377000.000,20895000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,5379000.000,9063000.000
IncomeLossFromContinuingOperationsPerBasicShare,,1.130
IncomeLossFromContinuingOperationsPerDilutedShare,,1.040
IncomeTaxExpenseBenefit,1829000.000,3192000.000
IncomeTaxExpenseBenefitContinuingOperations,,3192000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,3081000.000
IncomeTaxReconciliationOtherReconcilingItems,,-60000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,171000.000
IncomeTaxesPaid,,2909000.000
IncomeTaxesPaidNet,885000.000,
IncreaseDecreaseInAccountsPayable,1113000.000,1896000.000
IncreaseDecreaseInAccountsReceivable,-3113000.000,3391000.000
IncreaseDecreaseInIncomeTaxesReceivable,80000.000,0.000
IncreaseDecreaseInInventories,-16000.000,2485000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,-45000.000
IncreaseDecreaseInOtherOperatingLiabilities,851000.000,-1121000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-46000.000,333000.000
InterestExpense,1015000.000,1217000.000
InterestPaid,1021000.000,1217000.000
LongTermPurchaseCommitmentAmount,,2211000.000
LongTermPurchaseCommitmentMinimumQuantityRequired,,2.000
NetCashProvidedByUsedInFinancingActivities,-1917000.000,23046000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1917000.000,23046000.000
NetCashProvidedByUsedInInvestingActivities,-3692000.000,-26058000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3692000.000,-26058000.000
NetCashProvidedByUsedInOperatingActivities,6198000.000,4778000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,6198000.000,4778000.000
NetIncomeLoss,3550000.000,5871000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,5871000.000
NumberOfOperatingSegments,,2.000
OperatingIncomeLoss,6386000.000,10152000.000
OperatingLeasesRentExpenseNet,,515000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,18000.000,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,-96000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxPortionAttributableToParent,,54000.000
OtherComprehensiveIncomeLossNetOfTax,,-319000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,223000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,130000.000
OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentNetOfTax,-628000.000,
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,,353000.000
OtherNonoperatingIncome,8000.000,128000.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,156000.000
PaymentsOfFinancingCosts,8000.000,90000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,9195000.000
PaymentsToAcquireHeldForSaleRealEstate,,2736000.000
PaymentsToAcquirePropertyPlantAndEquipment,3712000.000,14174000.000
ProceedsFromIssuanceOfLongTermDebt,,18045000.000
ProceedsFromIssuanceOfOtherLongTermDebt,5131000.000,
ProceedsFromPreviousAcquisition,,-176000.000
ProceedsFromRepaymentsOfLinesOfCredit,,7827000.000
ProceedsFromRepaymentsOfShortTermDebt,-2770000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,20000.000,47000.000
ProceedsFromStockOptionsExercised,334000.000,58000.000
ProvisionForDoubtfulAccounts,163000.000,131000.000
RepaymentsOfLongTermDebt,4764000.000,2871000.000
Revenues,86633000.000,106468000.000
SalesRevenueNet,86633000.000,106468000.000
SellingGeneralAndAdministrativeExpense,7991000.000,10743000.000
ShareBasedCompensation,339000.000,532000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,,0.679
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,,0.548
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,,0.002
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,1026000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedInPeriodFairValue,,1031000.000
ShippingHandlingAndTransportationCosts,,893000.000
StockIssuedDuringPeriodValueAcquisitions,,1630000.000
StockIssuedDuringPeriodValueStockOptionsExercised,494000.000,135000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,5646.000
WeightedAverageNumberOfDilutedSharesOutstanding,,5174.000
WeightedAverageNumberOfSharesOutstandingBasic,,5174.000
