,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayable,7254.000,,,,,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,,1557635.000,1851124.000,2145247.000,2466329.000,,
AccountsPayableCurrent,-18846.000,58003.000,78880.000,61530.000,58672.000,55407.000,58891.000
AccruedLiabilities,828776.000,,,,,,
AccruedLiabilitiesCurrent,,,,12000.000,,,
AccruedLiabilitiesCurrentAndNoncurrent,1265449.000,,,,,,
AdditionalPaidInCapitalCommonStock,52135155.000,52135155.000,52135155.000,52135155.000,52184905.000,52324205.000,52324205.000
AllowanceForDoubtfulAccountsReceivableCurrent,0.000,,,,,,
Assets,10382754.000,1035857.000,1028239.000,1025327.000,1031471.000,1054021.000,1030112.000
AssetsCurrent,44849.000,10857.000,3239.000,327.000,6471.000,29021.000,1005112.000
CashAndCashEquivalentsAtCarryingValue,,10857.000,3239.000,327.000,6471.000,25096.000,3987.000
CashCashEquivalentsAndShortTermInvestments,44849.000,,,,,,
CommissionsPayableToBrokerDealersAndClearingOrganizations,0.000,,,,,,
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,,15346586.000,15346586.000,15346586.000,17846586.000,24846586.000,24846586.000
CommonStockSharesOutstanding,,13957697.000,15346586.000,15346586.000,15346586.000,15346586.000,24846586.000
CommonStockSharesSubscriptions,142200.000,,,,,,
CommonStockValue,1535.000,,,,,2485.000,2485.000
CommonStockValueOutstanding,,1535.000,1535.000,1535.000,1785.000,2485.000,2485.000
DeferredCompensationEquity,0.000,,,,,,
DeferredCostsCurrent,,,,,,,1000000.000
DepositLiabilitiesAccruedInterest,,,,,,2786720.000,
DepositsAssetsNoncurrent,,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-57451399.000,-55384348.000,-55789319.000,-56228110.000,-56656073.000,-11834164.000,11834164.000
DueToRelatedPartiesCurrent,5485.000,8960.000,19745.000,23643.000,20903.000,,
DueToRelatedPartiesNoncurrent,2998397.000,3072203.000,3144405.000,3217613.000,3298236.000,3379424.000,3458846.000
InventoryNet,0.000,,,,,,
LettersOfCreditOutstandingAmount,,,,1000000.000,,,
Liabilities,15546490.000,15966706.000,16364059.000,16799938.000,17184045.000,17491456.000,18896180.000
LiabilitiesAndStockholdersEquity,10382754.000,1035857.000,1028239.000,1025327.000,1031471.000,1054021.000,1030112.000
LiabilitiesCurrent,12739.000,66963.000,98625.000,167173.000,149575.000,55407.000,1058891.000
LoansPayableCurrent,,,,,,,1000000.000
LongTermDebt,11269905.000,,,,,,
MinorityInterest,,150973.000,150973.000,150973.000,150973.000,150973.000,150973.000
NotesPayableCurrent,,,,70000.000,70000.000,,
OtherLongTermDebtNoncurrent,,11269905.000,11269905.000,11269905.000,11269905.000,11269905.000,11269905.000
OtherReceivables,0.000,,,,,,
PreferredStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockValue,0.000,,,,,,
PrepaidExpenseCurrent,,,,,,3925.000,1125.000
PublicUtilitiesPropertyPlantAndEquipmentPlantAcquisitionAdjustmentsForIntangibleUtilityPlants,0.000,,,,,,
RedeemableNoncontrollingInterestEquityFairValue,150973.000,,,,,,
RestrictedCashAndCashEquivalentsNoncurrent,,1000000.000,1000000.000,1000000.000,1000000.000,,
RestrictedCashAndInvestmentsCurrent,1025000.000,,,1000000.000,,,
RestrictedCashAndInvestmentsNoncurrent,,,,,,1000000.000,
RetainedEarningsAccumulatedDeficit,-5163736.000,,,,,57000000.000,58000000.000
SharesOutstanding,,15346586.000,,,,24846586.000,
StockholdersEquity,-5314709.000,-14930849.000,-15335820.000,-15774611.000,-16152574.000,,
StockholdersEquityBeforeTreasuryStock,,-15081822.000,,,,-16588408.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-5163736.000,-15081822.000,-15486793.000,-15925584.000,-16303547.000,-16437435.000,-17866068.000
StockholdersEquityNoteSubscriptionsReceivable,0.000,,,,,,
UnprovedOilAndGasPropertySuccessfulEffortMethod,9312905.000,,,,,,
