,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30
AccountsPayableCurrent,350.000,0.000,500.000,,
AccountsReceivableNetCurrent,50.000,50.000,50.000,50.000,
AccruedLiabilitiesCurrent,,,,,6000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1742.000,
AdditionalPaidInCapital,,,,22860.000,22860.000
AdditionalPaidInCapitalCommonStock,4980.000,22860.000,22860.000,,
Assets,16200.000,15836.000,10349.000,11088.000,
AssetsCurrent,8689.000,8727.000,3642.000,4783.000,
AssetsNoncurrent,7511.000,7109.000,6707.000,6305.000,
CashAndCashEquivalentsAtCarryingValue,8639.000,5927.000,2179.000,2270.000,
CommonStockParOrStatedValuePerShare,,,,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,4060000.000,6040000.000,6040000.000,6040000.000,6040000.000
CommonStockSharesOutstanding,4060000.000,6040000.000,6040000.000,6040000.000,6040000.000
CommonStockValue,4060.000,6040.000,6040.000,6040.000,6040.000
CustomerAdvancesAndDeposits,,,,14620.000,
InventoryNet,,1100.000,763.000,763.000,
Liabilities,17737.000,17387.000,17887.000,32007.000,6000.000
LiabilitiesAndStockholdersEquity,16200.000,15836.000,10349.000,11088.000,
LiabilitiesCurrent,17737.000,17387.000,17887.000,32007.000,
LoansPayableCurrent,17387.000,17387.000,17387.000,17387.000,
OtherAssetsNoncurrent,-536.000,-938.000,-1340.000,,
PrepaidExpenseCurrent,,1650.000,650.000,1700.000,
PropertyPlantAndEquipmentGross,8047.000,8047.000,8047.000,8047.000,
RetainedEarningsAccumulatedDeficit,-10577.000,-30451.000,-36438.000,-49819.000,-34900.000
StockholdersEquity,,,,-20919.000,-6000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1537.000,-1551.000,-7538.000,-20919.000,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,3512586.000,,,,
