,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-14962.000,,,,-25365.000,,,,-10120.000,,,,-15070.000,,
Depreciation,9213.000,9213.000,9213.000,9213.000,9213.000,9213.000,9213.000,9213.000,9213.000,9213.000,9213.000,9213.000,9213.000,9213.000,9213.000,9213.000,9213.000
DistributionMadeToLimitedPartnerCashDistributionsDeclared,,,,,,,,,95799.000,,90543.000,98386.000,94083.000,,50903.000,,
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,,,,,,,,,0.580,,0.550,0.590,0.570,-1.190,0.310,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,,,,89299.000,,77799.000,,,,,,,,,,
DistributionMadeToMemberOrLimitedPartnerDistributionsDeclaredPerUnit,,,,,0.540,,0.470,,,,,,,,,,
GeneralAndAdministrativeExpense,10162.000,11404.000,35771.000,10674.000,10332.000,11586.000,36352.000,13248.000,10022.000,12204.000,36967.000,13037.000,22158.000,21216.000,53857.000,36600.000,38050.000
GeneralPartnersCapitalAccountDistributionAmount,,,,931.000,902.000,,786.000,,968.000,,915.000,994.000,950.000,,514.000,,
IncreaseDecreaseInAccountsPayable,,,-1075.000,,,,7310.000,,,,14348.000,,,,8708.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,431.000,,,,535.000,,,,151.000,,,,1155.000,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,229.000,,,,1888.000,,,,830.000,,,,2353.000,,
IncreaseDecreaseInOtherCurrentAssets,,,134.000,,,,,,,,-76.000,,,,-36.000,,
InvestmentIncomeInterest,21.000,21.000,25.000,25.000,28.000,28.000,27.000,28.000,30.000,32.000,34.000,30.000,36.000,32.000,30.000,30.000,36.000
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,,,,,,-87642.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,,,,,,-87642.000,,
NetCashProvidedByUsedInOperatingActivities,,,64915.000,,,,74121.000,,,,86609.000,,,,72572.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,64915.000,,,,74121.000,,,,86609.000,,,,72572.000,,
NetIncomeLoss,85424.000,85818.000,56709.000,86816.000,89307.000,87715.000,58951.000,87793.000,91793.000,93237.000,63651.000,93639.000,87919.000,89233.000,55813.000,76661.000,77114.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,0.510,0.510,,,,,,,,,,,,,,,
OperatingExpenses,19375.000,20617.000,44984.000,19887.000,19545.000,20799.000,45565.000,22461.000,19235.000,21417.000,46180.000,22250.000,31371.000,30429.000,63070.000,45813.000,47263.000
OperatingIncomeLoss,85278.000,85547.000,56484.000,86691.000,88964.000,87362.000,58824.000,87515.000,91638.000,93205.000,63542.000,93389.000,87133.000,89101.000,54808.000,75731.000,76478.000
OperatingLeasesIncomeStatementLeaseRevenue,104653.000,106164.000,101468.000,106578.000,108509.000,108161.000,104389.000,109976.000,110873.000,114622.000,109722.000,115639.000,118504.000,119530.000,117878.000,121544.000,123741.000
OperatingLeasesRentExpenseMinimumRentals,,,,,,,3500.000,,,,3500.000,,,,3500.000,,
OtherNonoperatingIncome,125.000,250.000,200.000,100.000,315.000,325.000,100.000,250.000,125.000,0.000,75.000,220.000,750.000,100.000,975.000,900.000,600.000
PartnersCapitalAccountDistributions,,,,,,,,,,,,91458.000,,,,,
PaymentsOfDividends,,,79877.000,,,,99486.000,,,,96729.000,,,,87642.000,,
SalesRevenueGoodsGross,,,,555530.000,568310.000,,551995.000,577535.000,586926.000,609745.000,581837.000,604336.000,616717.000,623856.000,612864.000,623673.000,634439.000
WeightedAverageLimitedPartnershipUnitsOutstanding,165375.000,165375.000,165375.000,165375.000,165375.000,-330750.000,165375.000,165375.000,165375.000,-330750.000,165375.000,165375.000,165375.000,-330750.000,165375.000,165375.000,165375.000
