,2011-09-30,2012-03-31,2013-03-31,2013-09-30,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,,,,,,,,,,,72310.000,,,,
AmortizationOfFinancingCosts,,,,,,,-6332.000,,,,53047.000,,,,140639.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,-41236.000,,,,2500.000,,,,47944.000
CostOfGoodsAndServicesSold,,,,,,-136377.000,,,,,,,,,
CostOfGoodsSold,,,,,,,-98006.000,-47986.000,66767.000,,,,,,
CostOfRevenue,,,,,,,,,,,-52054.000,-105953.000,-18785.000,393741.000,-17319.000
DebtConversionOriginalDebtAmount1,,,,,,,15000.000,,,,,,,,
DepreciationAndAmortization,,,,,,39536.000,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,-0.010,-0.010,-0.010,-0.010,-0.010,-0.010,-0.010,-0.010,0.010,-0.000
GeneralAndAdministrativeExpense,23238.000,2530.000,3300.000,116373.000,100492.000,433373.000,405705.000,379015.000,275301.000,409180.000,350775.000,256427.000,359877.000,230896.000,178112.000
GrossProfit,,,,,,112172.000,104389.000,54253.000,50235.000,5188.000,46501.000,100639.000,8051.000,67138.000,19956.000
IncomeLossFromContinuingOperations,,,,,,-614569.000,-401656.000,-421696.000,-318663.000,-478469.000,-389980.000,-252999.000,-426554.000,-223930.000,-227759.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,0.000,0.000,-0.010,,,,,,,,,,
IncomeLossFromExtraordinaryItemsBeforeTaxPerDilutedShare,,,,,,,54560257.000,60281130.000,89992553.000,-130072013.000,118049387.000,135528338.000,,,
IncreaseDecreaseInAccountsPayable,,,,,,,-377717.000,,,,300836.000,,,,18147.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,7057.000,,,33156.000,,,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,10642.000,,,,803.000,,,,-20980.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,109620.000,,,,182840.000,,,,224503.000
IncreaseDecreaseInInventories,,,,,,,-619.000,,,,9796.000,,,,5764.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,10517.000,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,359.000,,,,1236.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,50705662.000,,,,,,,,,
InterestExpense,7623.000,940.000,940.000,,,104429.000,200360.000,290596.000,365861.000,416438.000,463449.000,418051.000,475981.000,515203.000,543412.000
MarketingAndAdvertisingExpense,,,,,,,43470.000,26432.000,28882.000,10810.000,12715.000,26596.000,6168.000,22651.000,999.000
NetCashProvidedByUsedInFinancingActivities,23804.000,,,,,,64504.000,,,,257155.000,,,,495552.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,23804.000,,,,,,64504.000,,,,257155.000,,,,495552.000
NetCashProvidedByUsedInOperatingActivities,-23804.000,,,,,,-105740.000,,,,-254655.000,,,,-447608.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-23804.000,,,,,,-105740.000,,,,-254655.000,,,,-447608.000
NetIncomeLoss,-30861.000,-3470.000,-4240.000,-116373.000,-100492.000,-675693.000,-612285.000,-719553.000,-694565.000,-969223.000,-890586.000,-708944.000,-975992.000,-879705.000,-816917.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,-612285.000,-719553.000,-694565.000,-969223.000,-890586.000,-708944.000,,,
OperatingCostsAndExpenses,,,,8217.000,,,,,,,,,,,
OperatingExpenses,,,4240.000,116373.000,,726741.000,506045.000,475949.000,368898.000,483657.000,436481.000,353638.000,434605.000,291068.000,247715.000
OtherIncome,,,,,,43305.000,-10269.000,,,,37157.000,-37894.000,-73457.000,248481.000,-45746.000
OtherLaborRelatedExpenses,,,,,,208456.000,,,,,,,,,
OtherNoncashIncomeExpense,,,,,,-61124.000,-210629.000,-297857.000,-375902.000,-490754.000,-500606.000,-455945.000,-549438.000,-655775.000,-589158.000
OtherOperatingIncome,,,,,,,,-7261.000,-10041.000,,,,,,
PaidInKindInterest,,,,,,,77685.000,,,,155799.000,,,,178473.000
PaymentsOfDebtIssuanceCosts,,,,,,,,,,,,,,,211000.000
ProceedsFromBankDebt,,,,,,,280250.000,,,,351685.000,,,,642878.000
ProceedsFromContributedCapital,4502.000,,,,,,,,,,,,,,
