,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-45000000.000,,,,-37000000.000,,,,-44000000.000,,,,-46000000.000,,,,-54000000.000,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,-86000000.000,445000000.000,202000000.000,386000000.000,85000000.000,105000000.000,352000000.000,-115000000.000,6000000.000,-1076000000.000,-5000000.000,-137000000.000,361000000.000,366000000.000,-71000000.000,156000000.000,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,-56000000.000,289000000.000,132000000.000,251000000.000,55000000.000,68000000.000,229000000.000,-75000000.000,4000000.000,-700000000.000,-3000000.000,-89000000.000,235000000.000,238000000.000,-46000000.000,101000000.000,109000000.000,-375000000.000,-19000000.000
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,-30000000.000,156000000.000,70000000.000,135000000.000,30000000.000,37000000.000,123000000.000,-40000000.000,2000000.000,-376000000.000,-2000000.000,-48000000.000,126000000.000,128000000.000,-25000000.000,55000000.000,,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,78000000.000,,62000000.000,78000000.000,7000000.000,91000000.000,140000000.000,184000000.000,22000000.000,67000000.000,116000000.000,130000000.000,110000000.000,20000000.000,34000000.000,20000000.000,108000000.000
BenefitsLossesAndExpenses,,,,,,,,,,2755000000.000,2664000000.000,,2903000000.000,2864000000.000,2756000000.000,2714000000.000,2975000000.000,2811000000.000,2731000000.000
CashPeriodIncreaseDecrease,,,,,12000000.000,,,,5000000.000,,,,5000000.000,,,,5000000.000,,
CommonStockDividendsPerShareDeclared,0.390,0.390,0.390,,0.410,0.410,0.410,,0.440,0.440,0.440,,0.500,0.500,0.500,,0.570,0.570,0.570
ComprehensiveIncomeNetOfTax,525000000.000,743000000.000,413000000.000,402000000.000,566000000.000,458000000.000,794000000.000,-37000000.000,627000000.000,-79000000.000,512000000.000,889000000.000,671000000.000,746000000.000,528000000.000,230000000.000,325000000.000,141000000.000,555000000.000
DeferredPolicyAcquisitionCostAmortizationExpense,775000000.000,816000000.000,817000000.000,817000000.000,576000000.000,607000000.000,620000000.000,608000000.000,587000000.000,617000000.000,619000000.000,631000000.000,622000000.000,630000000.000,644000000.000,652000000.000,626000000.000,652000000.000,663000000.000
Depreciation,,,,,13000000.000,,,,14000000.000,,,,14000000.000,,,,12000000.000,,
DepreciationPremisesAndEquipment,14000000.000,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,1.710,1.430,1.040,1.620,1.850,1.490,1.990,0.400,2.490,2.220,2.110,2.260,1.810,2.030,2.470,2.340,1.610,2.140,2.620
EarningsPerShareDiluted,1.700,1.420,1.040,1.600,1.830,1.480,1.980,0.400,2.480,2.210,2.100,2.250,1.800,2.030,2.470,2.320,1.600,2.140,2.600
GainLossOnInvestments,160000000.000,69000000.000,71000000.000,-12000000.000,56000000.000,47000000.000,,,138000000.000,179000000.000,18000000.000,67000000.000,116000000.000,125000000.000,110000000.000,18000000.000,11000000.000,20000000.000,82000000.000
ImpairmentOfInvestments,2000000.000,14000000.000,6000000.000,0.000,5000000.000,30000000.000,5000000.000,0.000,2000000.000,5000000.000,4000000.000,0.000,,5000000.000,,,23000000.000,,26000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,678000000.000,847000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,685000000.000,546000000.000,366000000.000,602000000.000,679000000.000,527000000.000,727000000.000,63000000.000,916000000.000,796000000.000,739000000.000,786000000.000,603000000.000,678000000.000,818000000.000,762000000.000,482000000.000,,
IncomeTaxExpenseBenefit,176000000.000,127000000.000,68000000.000,150000000.000,173000000.000,123000000.000,194000000.000,-39000000.000,260000000.000,217000000.000,198000000.000,217000000.000,154000000.000,179000000.000,224000000.000,204000000.000,107000000.000,184000000.000,246000000.000
IncreaseDecreaseInDeferredPolicyAcquisitionCosts,,,,,14000000.000,10000000.000,-9000000.000,-12000000.000,41000000.000,16000000.000,12000000.000,-10000000.000,13000000.000,21000000.000,14000000.000,-3000000.000,17000000.000,28000000.000,-1000000.000
IncreaseDecreaseInFundsHeldUnderReinsuranceAgreements,-12000000.000,,,,2000000.000,,,,4000000.000,,,,1000000.000,,,,1000000.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,248000000.000,,,,219000000.000,,,,232000000.000,,,,269000000.000,,,,161000000.000,,
IncreaseDecreaseInPremiumsReceivable,-28000000.000,,,,-37000000.000,,,,-4000000.000,,,,-84000000.000,,,,,,
IncreaseDecreaseInPropertyAndCasualtyInsuranceLiabilities,298000000.000,,,,56000000.000,,,,-270000000.000,,,,51000000.000,,,,260000000.000,,
IncreaseDecreaseInUnearnedPremiums,5000000.000,,,,-2000000.000,,,,53000000.000,,,,33000000.000,,,,1000000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,1600000.000,1800000.000,2100000.000,-3400000.000,2000000.000,1800000.000,1900000.000,-3800000.000,1500000.000,1000000.000,1100000.000,-2400000.000,600000.000,500000.000,400000.000,-900000.000,700000.000,400000.000,1700000.000
IncurredClaimsPropertyCasualtyAndLiability,1765000000.000,1847000000.000,2054000000.000,1741000000.000,1707000000.000,1860000000.000,1597000000.000,2343000000.000,1568000000.000,1694000000.000,1600000000.000,1658000000.000,1845000000.000,1792000000.000,1679000000.000,1669000000.000,1920000000.000,1707000000.000,1633000000.000
InterestAndDividendIncomeOperating,404000000.000,416000000.000,415000000.000,409000000.000,401000000.000,390000000.000,383000000.000,382000000.000,372000000.000,368000000.000,358000000.000,367000000.000,358000000.000,351000000.000,344000000.000,341000000.000,339000000.000,334000000.000,328000000.000
InvestmentIncomeInvestmentExpense,11000000.000,12000000.000,8000000.000,8000000.000,11000000.000,10000000.000,9000000.000,8000000.000,13000000.000,13000000.000,11000000.000,12000000.000,11000000.000,9000000.000,12000000.000,10000000.000,12000000.000,11000000.000,13000000.000
NetCashProvidedByUsedInFinancingActivities,-456000000.000,,,,-381000000.000,,,,-387000000.000,,,,-512000000.000,,,,-451000000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-456000000.000,,,,-381000000.000,,,,-387000000.000,,,,-512000000.000,,,,-451000000.000,,
NetCashProvidedByUsedInInvestingActivities,-62000000.000,,,,21000000.000,,,,93000000.000,,,,145000000.000,,,,-74000000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-62000000.000,,,,21000000.000,,,,93000000.000,,,,145000000.000,,,,-74000000.000,,
NetCashProvidedByUsedInOperatingActivities,491000000.000,,,,372000000.000,,,,299000000.000,,,,372000000.000,,,,530000000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,491000000.000,,,,372000000.000,,,,299000000.000,,,,372000000.000,,,,530000000.000,,
NetIncomeLoss,509000000.000,419000000.000,298000000.000,452000000.000,506000000.000,404000000.000,533000000.000,102000000.000,656000000.000,579000000.000,541000000.000,569000000.000,449000000.000,499000000.000,594000000.000,558000000.000,375000000.000,494000000.000,601000000.000
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostTax,,,,,,,,,-8000000.000,,,,,,,,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,-58000000.000,290000000.000,131000000.000,252000000.000,54000000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,11000000.000,11000000.000,12000000.000,-249000000.000,14000000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-61000000.000,-24000000.000,-29000000.000,118000000.000,-9000000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,,,,,,,,,,23000000.000,23000000.000,,9000000.000,8000000.000,9000000.000,9000000.000,16000000.000,16000000.000,15000000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,,,,,,,,,,14000000.000,15000000.000,,6000000.000,5000000.000,5000000.000,6000000.000,11000000.000,10000000.000,9000000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax,,,,,,,,,,9000000.000,8000000.000,,3000000.000,3000000.000,4000000.000,3000000.000,5000000.000,6000000.000,6000000.000
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,,,,,,,,,-16000000.000,,,,,,,,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,,,,,,,,,6000000.000,-1076000000.000,-5000000.000,-137000000.000,361000000.000,366000000.000,-71000000.000,156000000.000,167000000.000,-577000000.000,-29000000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,67000000.000,229000000.000,,4000000.000,-700000000.000,-3000000.000,-89000000.000,235000000.000,238000000.000,-46000000.000,101000000.000,109000000.000,-375000000.000,-19000000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,,,,,,,,,2000000.000,-376000000.000,-2000000.000,-48000000.000,126000000.000,128000000.000,-25000000.000,55000000.000,58000000.000,-202000000.000,-10000000.000
