,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-19502.000,,,,-1679.000,,,,-4495.000,,,,-5414.000,
GeneralAndAdministrativeExpense,,,,,3961.000,3803.000,6404.000,5675.000,4911.000,3956.000,8901.000,3869.000,3171.000,5725.000
IncomeLossFromEquityMethodInvestments,0.000,0.000,82451.000,0.000,,,0.000,,,,339265.000,,,
IncreaseDecreaseInDueToAffiliates,16618.000,,,,7935.000,,,,7230.000,,,,1332.000,
InterestIncomeOperating,4401.000,4025.000,2811.000,315.000,55.000,51.000,51.000,50.000,49.000,47.000,83.000,42.000,37.000,33.000
ManagementFeeExpense,,,,,,,,,,,,,,1332.000
NetCashProvidedByUsedInFinancingActivities,0.000,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,0.000,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-19502.000,,,,-1679.000,,,,-4495.000,,,,-5414.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-19502.000,,,,-1679.000,,,,-4495.000,,,,-5414.000,
NetIncomeLoss,-36120.000,-90737.000,-19961.000,-32001.000,-9614.000,-25914.000,-9274.000,-8605.000,-11725.000,-21706.000,326367.000,-7284.000,-6746.000,-21972.000
NetIncomeLossAllocatedToGeneralPartners,-362.000,-908.000,-199.000,-2100898.000,-96.000,-259.000,-93.000,-86.000,-117.000,-217.000,3264.000,-73.000,-67.000,-220.000
NetIncomeLossAllocatedToLimitedPartners,-35758.000,-89829.000,-19762.000,2068897.000,-9518.000,-25655.000,-9181.000,-8519.000,-11608.000,-21489.000,323103.000,-7211.000,-6679.000,-21752.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,0.000,-0.010,0.000,0.210,-0.000,-0.000,,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,-0.000,-0.000,0.030,0.000,-0.000,-0.000
OperatingExpenses,,,,,,,,,,,,,,22005.000
OtherIncome,0.000,52.000,0.000,41.000,52.000,0.000,0.000,0.000,52.000,41.000,0.000,0.000,0.000,0.000
PaymentForManagementFee,,,,,,,,,,,,,,0.000
ProceedsFromSaleOfEquityMethodInvestments,0.000,,,,,,,,,,,,,
ProfessionalFees,1779.000,51512.000,5596.000,1589.000,0.000,16927.000,456.000,2070.000,3810.000,11955.000,2125.000,2125.000,3030.000,14948.000
Revenues,4401.000,4077.000,2811.000,356.000,107.000,51.000,51.000,50.000,101.000,88.000,83.000,42.000,37.000,33.000
SalesRevenueNet,4401.000,4025.000,2811.000,315.000,55.000,51.000,51.000,50.000,49.000,47.000,83.000,42.000,37.000,33.000
SellingGeneralAndAdministrativeExpense,12058.000,17238.000,122899.000,,,,,,,,,,,
