,2013-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-108000.000,,,,-138000.000,,,,-103000.000
AccretionOfDiscount,,-26000.000,30000.000,48000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,8000.000,,,,11000.000,,,,4000.000
AmortizationOfIntangibleAssets,,67000.000,67000.000,72000.000,53000.000,77000.000,78000.000,95000.000,90000.000,164000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,25300.000,,43000.000
AssetManagementFees1,,,,,,,,194000.000,,258000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,-41000.000,11000.000,,-2000.000,334000.000,152000.000,0.000,-1000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,15000.000,,,338000.000,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,,4000.000,,2000.000,4000.000,,,
BankOwnedLifeInsuranceIncome,52000.000,51000.000,74000.000,42000.000,50000.000,82000.000,76000.000,118000.000,69000.000,73000.000
BankingFeesAndCommissions,136000.000,209000.000,217000.000,201000.000,206000.000,177000.000,213000.000,,,
CommonStockDividendsPerShareCashPaid,0.125,0.140,,,,0.140,,,,
CommonStockDividendsPerShareDeclared,,,,,,,,0.140,,0.140
CommunicationsAndInformationTechnology,183000.000,293000.000,310000.000,314000.000,325000.000,347000.000,355000.000,,,
ComprehensiveIncomeNetOfTax,137000.000,460000.000,-1651000.000,768000.000,-574000.000,1089000.000,1018000.000,773000.000,-1902000.000,-228000.000
DeferredIncomeTaxExpenseBenefit,,-76000.000,,,,186000.000,,,,-48000.000
DepreciationNonproduction,,154000.000,,,,175000.000,,,,195000.000
DilutiveSecurities,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DividendIncomeOperating,3000.000,39000.000,14000.000,22000.000,37000.000,29000.000,14000.000,1000.000,-36000.000,3000.000
DividendsCommonStockCash,,373000.000,,,,442000.000,,,,669000.000
DividendsPreferredStockCash,,,,,,,,,,185000.000
EarningsPerShareBasic,0.280,0.140,-0.500,0.230,-0.150,0.230,0.270,0.300,0.150,-0.120
EarningsPerShareBasicAndDiluted,0.280,0.140,,,,0.230,,,,
EarningsPerShareDiluted,0.280,0.140,-0.500,0.230,-0.150,0.230,0.270,0.300,0.150,-0.120
EquipmentExpense,132000.000,161000.000,165000.000,161000.000,161000.000,172000.000,199000.000,,,
FederalDepositInsuranceCorporationPremiumExpense,66000.000,68000.000,87000.000,81000.000,102000.000,120000.000,94000.000,,,
FeesAndCommissionsDepositorAccounts,,,,,,,,315000.000,,337000.000
FeesAndCommissionsFiduciaryAndTrustActivities,,,,,,,,34000.000,,30000.000
FeesAndCommissionsMortgageBanking,,,,,,,,210000.000,,82000.000
FeesAndCommissionsOther,,,,,,,185000.000,,,
FinancingReceivableAllowanceForCreditLossesRecovery,3000.000,3000.000,9000.000,21000.000,0.000,11000.000,39000.000,34000.000,4000.000,4000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,267000.000,60000.000,49000.000,172000.000,651000.000,758000.000,303000.000,35000.000,78000.000,12000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,,,,,,,,0.000,,1229000.000
GainLossOnSaleOfMortgageLoans,89000.000,78000.000,116000.000,111000.000,81000.000,78000.000,104000.000,,,
GainLossOnSaleOfOtherAssets,,,-53000.000,1000.000,,,,,,
GainLossOnSalesOfLoansNet,,,,,,,,,,82000.000
GainsLossesOnSalesOfOtherRealEstate,-229000.000,-26000.000,-41000.000,-25000.000,-168000.000,6000.000,-69000.000,-53000.000,-90000.000,-36000.000
GoodwillImpairmentLoss,,0.000,0.000,0.000,0.000,0.000,,,,
ImpactOfRestatementOnEarningsPerShareDiluted,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ImpairedFinancingReceivableAverageRecordedInvestment,8413000.000,8412000.000,9178000.000,9888000.000,-18637000.000,9083000.000,8229000.000,7721000.000,-17292000.000,7469000.000
