,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,42815000.000,43885000.000,49999000.000,56401000.000,61989000.000,64065000.000,68283000.000,70727000.000,66175000.000,70814000.000,65375000.000,60729000.000,58460000.000,53664000.000,58674000.000,58576000.000,70418000.000
AccountsReceivableGrossCurrent,,,185186000.000,181515000.000,187529000.000,181886000.000,227429000.000,238294000.000,196645000.000,201072000.000,202819000.000,222489000.000,235656000.000,240592000.000,272881000.000,260332000.000,268998000.000
AccountsReceivableNetCurrent,,,183733000.000,,,180448000.000,,,,200040000.000,201662000.000,,234104000.000,239252000.000,271288000.000,258378000.000,267292000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,109193000.000,,,,125040000.000,,,135197000.000,,,,163110000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,100000.000,300000.000,-100000.000,-45000.000,,300000.000,,-45000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-223000.000,-959000.000,-513000.000,-699000.000,-353000.000,-399000.000,-271000.000,-187000.000,-35000.000,-88000.000,-29000.000,-112000.000,-130000.000,-66000.000,-59000.000,-8000.000,-31000.000
AdditionalPaidInCapitalCommonStock,197141000.000,200960000.000,218740000.000,229691000.000,239992000.000,222705000.000,226643000.000,229496000.000,236684000.000,245055000.000,247188000.000,252127000.000,255921000.000,259144000.000,266329000.000,271171000.000,270822000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,1552000.000,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,1453000.000,1419000.000,1606000.000,1438000.000,944000.000,915000.000,967000.000,1032000.000,1157000.000,1553000.000,1552000.000,1340000.000,1593000.000,1954000.000,1706000.000
Assets,579154000.000,592455000.000,624208000.000,639905000.000,633157000.000,813414000.000,846998000.000,849249000.000,859213000.000,900305000.000,931284000.000,1336764000.000,1387773000.000,1474961000.000,1463432000.000,1452739000.000,1536679000.000
AssetsCurrent,306001000.000,285552000.000,316528000.000,306538000.000,302688000.000,409126000.000,441565000.000,441353000.000,418574000.000,449793000.000,475757000.000,485694000.000,540591000.000,553400000.000,540212000.000,527055000.000,592206000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,17044000.000,0.000,0.000,0.000,0.000,,,,,,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,4000.000,3000.000,32000.000,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,48000.000,72000.000,37000.000,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,210166000.000,171700000.000,180463000.000,
AvailableForSaleSecurities,,,,,,,,,,,,122311000.000,176492000.000,,,,228234000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,1000.000,2000.000,,,,18000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,3000.000,67000.000,,,,67000.000
