,2011-12-31,2012-12-31,2013-12-31,2014-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,13797481.000,20970204.000,27072653.000,23943378.000
ComprehensiveIncomeNetOfTax,19939920.000,17493156.000,25279855.000,22395112.000
CostOfGoodsSold,8246853.000,8742166.000,9633349.000,9315526.000
DepreciationAndAmortization,1142635.000,1235468.000,1473496.000,1485039.000
DividendsPreferredStock,-414308.000,200382.000,-229513.000,174245.000
EarningsPerShareBasic,1.120,1.100,1.380,1.340
EarningsPerShareDiluted,1.040,1.040,1.300,1.280
EffectOfExchangeRateOnCashAndCashEquivalents,2197071.000,146157.000,2719490.000,-276366.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,-10765.000
ForeignCurrencyTransactionLossBeforeTax,-60988.000,-5610.000,-64653.000,
GainLossOnDerivativeInstrumentsNetPretax,1053862.000,144238.000,173.000,0.000
GainLossOnDispositionOfAssets,0.000,-76219.000,0.000,
GeneralAndAdministrativeExpense,2843298.000,3102070.000,3216459.000,2376873.000
GrossProfit,25959101.000,28029010.000,33715640.000,34012692.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,22783599.000,23681671.000,29982592.000,30589988.000
IncomeTaxExpenseBenefit,5800632.000,6438960.000,7812222.000,7870214.000
IncomeTaxesPaid,4210323.000,6179713.000,7683689.000,7970444.000
IncreaseDecreaseInAccountsPayable,-122853.000,-6327.000,0.000,
IncreaseDecreaseInAccountsReceivable,-187353.000,-1216.000,-26676.000,36209.000
IncreaseDecreaseInAccruedTaxesPayable,1808330.000,387399.000,-191162.000,-119724.000
IncreaseDecreaseInDerivativeLiabilities,-1053862.000,-144238.000,-173.000,0.000
IncreaseDecreaseInDueToRelatedParties,,,,237956.000
IncreaseDecreaseInInventories,-12885.000,63903.000,-298548.000,-53730.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,277540.000,412785.000,-351591.000,-173184.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,912759.000,123802.000,-61626.000,193731.000
InvestmentIncomeInterest,193742.000,255918.000,324145.000,399696.000
IssuanceOfStockAndWarrantsForServicesOrClaims,79415.000,45000.000,17804.000,
NetCashProvidedByUsedInFinancingActivities,208661.000,-215.000,46173.000,16637.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,208661.000,-215.000,46173.000,16637.000
NetCashProvidedByUsedInInvestingActivities,-7404109.000,952070.000,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7404109.000,952070.000,0.000,
NetCashProvidedByUsedInOperatingActivities,18795858.000,19872192.000,24306990.000,24203107.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,18795858.000,19872192.000,24306990.000,24203107.000
NetIncomeLoss,16982967.000,17242711.000,22170370.000,22719774.000
NonoperatingIncomeExpense,1308592.000,413687.000,397044.000,421489.000
OperatingIncomeLoss,21475007.000,23267984.000,29585548.000,30168499.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,2956953.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,2956953.000,250445.000,3109485.000,-324662.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,250445.000,3109485.000,324662.000
OtherNonoperatingIncome,,7921.000,8073.000,32558.000
PaymentsForRepurchaseOfCommonStock,9553.000,69214.000,0.000,
PaymentsToAcquireIntangibleAssets,0.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,7613286.000,315257.000,0.000,
ProceedsFromIssuanceOfPrivatePlacement,0.000,,,
ProceedsFromRefundsFromSuppliersOfMaterial,,1267327.000,0.000,
ProceedsFromRelatedPartyDebt,29309.000,64829.000,46173.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,16637.000
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,188905.000,4170.000,0.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,209177.000,0.000,,
Revenues,34205954.000,36771176.000,43348989.000,43328218.000
SalesRevenueNet,34205954.000,36771176.000,43348989.000,43328218.000
SellingExpense,1640796.000,1658956.000,1848488.000,1467320.000
ShareBasedCompensation,394207.000,809664.000,801396.000,137085.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,42150.000,-45000.000,,
StockIssuedDuringPeriodValueShareBasedCompensation,394207.000,809664.000,801396.000,137085.000
StockRepurchasedDuringPeriodValue,-9553.000,69214.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,16339999.000,16600053.000,17089460.000,17699589.000
WeightedAverageNumberOfSharesOutstandingBasic,14784564.000,15453656.000,15949537.000,16827010.000
