,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,132580.000,276797.000,227702.000,-226062.000,223797.000,339099.000,180025.000,,,,,,,,,,
AmortizationOfFinancingCosts,83283.000,79628.000,65913.000,73413.000,71190.000,96190.000,87990.000,206992.000,116580.000,138861.000,128946.000,137863.000,130043.000,135846.000,141592.000,421536.000,186087.000,,,,174787.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,,,,1581000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,,,8237269.000,,,,4438679.000,,,,5505683.000,,,,6469778.000,,,,14669756.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,0.000,,,,-378135.000,,,,0.000,,,,0.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,-351699.000,,,,-1457309.000,,,,2545407.000,,,,2224482.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,-351699000.000,,,,-1079174.000,,,,2545407.000,,,,2224482.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,0.000,486087.000,1212712.000,1068354.000,3310028.000,370982.000,112915.000,261887.000,508403.000,707054.000,57346.000,269786.000,58200.000,21548.000,47671.000,76811.000,232005.000,782373.000,884458.000,386465.000,31891.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,11929305.000,,,,3029906.000,,,,630000.000,,,,256256.000,,,,1336997.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,0.140,-0.020,-0.060,0.250,-0.060,-0.020,-0.050,-0.060,-0.050,-0.070,-0.030,-0.110,-0.030,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,0.140,-0.020,-0.060,0.250,-0.060,-0.020,-0.050,-0.060,-0.050,-0.070,-0.030,-0.110,-0.030,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,2517000.000,-270000.000,-1088000.000,4596000.000,-1361000.000,-412000.000,-1299000.000,-1151000.000,-1172000.000,-1710000.000,-901000.000,-2848000.000,-883000.000,-683000.000,-569000.000,-305000.000,-1509000.000
BusinessAcquisitionsProFormaRevenue,,,,,13185000.000,13755000.000,13993000.000,15707000.000,15466000.000,15769000.000,16473000.000,17795000.000,17236000.000,18041000.000,19406000.000,22734000.000,21786000.000,22424000.000,23179000.000,32649000.000,24701000.000
BusinessCombinationIntegrationRelatedCosts,135626.000,25813.000,82657.000,187284.000,591068.000,271709.000,94711.000,498054.000,285179.000,,190942.000,,106131.000,188248.000,154959.000,507881.000,0.000,0.000,51360.000,27871.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,30553.000,,-2549193.000,,,,145618.000,,,,2993373.000,,,,1378821.000,,,,4090033.000
ComprehensiveIncomeNetOfTax,,,5810394.000,5142861.000,5824923.000,-1052728.000,-2656686.000,-1437949.000,3894618.000,2510458.000,-2234102.000,4030167.000,1055198.000,-7009512.000,-1347811.000,2349368.000,10396128.000,12928127.000,7830487.000,-850269.000,248072.000
CostOfRevenue,,,,,,,,,,,,,,,,,5400000.000,,,,
Depreciation,1394901.000,1580906.000,,,2389854.000,3009240.000,3069509.000,3213121.000,3437672.000,3672454.000,3941218.000,4112076.000,4228274.000,4451195.000,4786090.000,5411952.000,5525842.000,5679167.000,5887667.000,6121424.000,6540238.000
DepreciationNonproduction,,,1609291.000,1692130.000,,,,,,,,,,,,,,,,,
DirectCostsOfLeasedAndRentedPropertyOrEquipment,4364918.000,4649061.000,,,,,,,,,,,,,,,,,,,
DividendsPreferredStock,,,,930715.000,1889147.000,1889147.000,1889147.000,1889147.000,1889147.000,1889147.000,1889147.000,1889147.000,1889147.000,1889147.000,1889147.000,2599757.000,2789747.000,3734191.000,3789747.000,-24417117.000,3789747.000
EarningsPerShareBasic,0.000,0.000,0.070,0.070,0.130,-0.020,-0.060,-0.140,-0.060,-0.020,-0.060,-0.010,-0.050,-0.060,-0.030,-0.100,-0.030,-0.030,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,,,,,,-0.020,,-0.050
EarningsPerShareDiluted,0.000,0.000,0.070,0.070,0.130,-0.020,-0.060,-0.140,-0.060,-0.020,-0.060,-0.010,-0.050,-0.060,-0.030,-0.100,-0.030,-0.030,,,
GainLossOnSaleOfPropertyPlantEquipment,17500.000,3286.000,,,,,,,,,,,,,,,,,,,
GainsLossesOnSalesOfInvestmentRealEstate,,,13132.000,-23973.000,-12861.000,-52048.000,82489.000,1223.000,-22644.000,46195.000,-26843.000,10605.000,4713.000,-73929.000,2827.000,-13879.000,22088.000,-45026.000,-572.000,21347.000,-24380.000
GeneralAndAdministrativeExpense,1025912.000,1132796.000,1254094.000,1235972.000,1215236.000,1522152.000,1688095.000,1816741.000,1519923.000,1695056.000,1416920.000,1834074.000,1656700.000,1808958.000,1799181.000,2080805.000,1696922.000,1943011.000,2293366.000,2071626.000,2202302.000
HomeBuildingCosts,1473634.000,1061969.000,1972326.000,2068077.000,1522532.000,1978468.000,1843231.000,1860179.000,766379.000,1944233.000,1678733.000,1443195.000,880670.000,1238854.000,2089602.000,849224.000,1313928.000,2161344.000,1803315.000,1187933.000,1503209.000
HomeBuildingRevenue,1557701.000,1182455.000,2130903.000,2237037.000,1784109.000,2342534.000,2261201.000,2339370.000,1002405.000,2379824.000,2198513.000,1965181.000,1128400.000,1616101.000,2724592.000,1285030.000,1718194.000,2786831.000,2251896.000,1777351.000,1918194.000
IncomeLossBeforeGainOrLossOnSaleOfPropertiesExtraordinaryItemsAndCumulativeEffectsOfAccountingChanges,218476.000,789591.000,1736565.000,2043009.000,4162372.000,1671487.000,718388.000,-734227.000,590833.000,1430530.000,656114.000,1553013.000,713804.000,277911.000,1044418.000,188340.000,1884381.000,3096488.000,3200585.000,3355268.000,2309926.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,,,,,,,,,,,0.120,,0.080
IncomeLossFromContinuingOperationsPerBasicShare,,,,,0.240,0.080,0.040,-0.050,0.030,0.060,0.030,0.070,0.030,0.010,0.040,0.000,0.070,0.110,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,0.240,0.080,0.040,-0.050,0.030,0.060,0.030,0.070,0.030,0.010,0.040,0.000,0.070,0.110,,,
IncreaseDecreaseInAccountsAndNotesReceivable,,,-653176.000,,1756702.000,,,,605728.000,,,,-347490.000,,,,-622710.000,,,,46954.000
IncreaseDecreaseInAccountsPayable,,,-464787.000,,104722.000,,,,128093.000,,,,249084.000,,,,720879.000,,,,802082.000
IncreaseDecreaseInInventories,,,-650283.000,,-98667.000,,,,-1679688.000,,,,-1742190.000,,,,1082086.000,,,,555802.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,415723.000,,468158.000,,,,-309527.000,,,,696099.000,,,,315919.000,,,,-174097.000
