,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilities,242000.000,69000.000,73000.000,109000.000,71000.000,150000.000,103000.000,176000.000,104000.000,193000.000,212000.000,204000.000,156000.000
AccruedInvestmentIncomeReceivable,,,,,,,,25000.000,31000.000,56000.000,26000.000,48000.000,34000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,13000.000,,,,31000.000,,,,52000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-45000.000,17000.000,-342000.000,-1717000.000,-2224000.000,-1474000.000,-1186000.000,-631000.000,-449000.000,-411000.000,-454000.000
AdditionalPaidInCapital,33491000.000,33540000.000,33540000.000,33540000.000,33569000.000,33598000.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,33628000.000,33657000.000,33687000.000,33657000.000,33348000.000,33034000.000,32727000.000
Assets,37530000.000,50815000.000,50263000.000,49694000.000,49482000.000,56282000.000,53981000.000,52687000.000,52435000.000,59035000.000,57997000.000,51000000.000,47480000.000
AssetsFairValueDisclosure,,,,,,,,,50542000.000,48943000.000,48207000.000,,45581000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,38000.000,29000.000,35000.000,16000.000,27000.000,33000.000,29000.000,28000.000,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,150000.000,,81000.000,66000.000,226000.000,0.000,0.000,15000.000,36000.000,37000.000,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,2969000.000,3681000.000,3683000.000,3683000.000,3683000.000,3080000.000,6192000.000,6081000.000,6081000.000,6060000.000,10027000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,81000.000,55000.000,173000.000,196000.000,145000.000,258000.000,136000.000,
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,1761000.000,2088000.000,1663000.000,1409000.000,794000.000,700000.000,538000.000,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,6062000.000,8140000.000,10096000.000,9302000.000,8850000.000,7742000.000,8032000.000,8274000.000,6801000.000,5343000.000,4799000.000
AvailableForSaleSecurities,,,8986000.000,11838000.000,13437000.000,11268000.000,10309000.000,9348000.000,13039000.000,13723000.000,12433000.000,10992000.000,14372000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,105000.000,360000.000,323000.000,110000.000,90000.000,189000.000,232000.000,178000.000,287000.000,164000.000,139000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,343000.000,665000.000,1827000.000,2314000.000,1663000.000,1418000.000,809000.000,736000.000,575000.000,593000.000
AvailableForSaleSecuritiesAmortizedCost,,,9031000.000,11821000.000,13779000.000,12985000.000,12533000.000,10822000.000,14225000.000,14354000.000,12882000.000,11403000.000,14826000.000
