,2012-06-30,2013-06-30,2014-06-30,2015-06-30
AmortizationOfDebtDiscountPremium,156906.000,176781.000,175435.000,402015.000
AmortizationOfFinancingCostsAndDiscounts,,,,37976.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,34479870.000,,25577760.000,38824813.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-22094.000,2892.000,92831.000,-87799.000
DebtConversionOriginalDebtAmount1,7500.000,0.000,275353.000,462801.000
DebtInstrumentConvertibleBeneficialConversionFeature,,155009.000,252500.000,359424.000
Depreciation,906.000,,,
DepreciationAndAmortization,906.000,930.000,770.000,229.000
DepreciationDepletionAndAmortization,,930.000,,
DerivativeGainLossOnDerivativeNet,90885.000,-195125.000,-202299.000,-854273.000
EarningsPerShareBasicAndDiluted,-0.040,-0.040,-0.030,-0.040
EffectiveIncomeTaxRateContinuingOperations,0.000,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350
EmbeddedDerivativeLossOnEmbeddedDerivative,,23826.000,,
EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,,,666009.000,775156.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,-202299.000,-854273.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,,,-252500.000,359424.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3,,,666009.000,-775156.000
FairValueOptionChangesInFairValueGainLoss1,-90885.000,171299.000,,
IncomeTaxesPaid,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,28967.000,-26733.000,8572.000,-30202.000
IncreaseDecreaseInAccountsReceivable,-2459.000,1038.000,,
IncreaseDecreaseInDeferredRevenue,,,24598.000,0.000
IncreaseDecreaseInDueFromEmployeeCurrent,-1900.000,0.000,,
IncreaseDecreaseInDueToRelatedParties,1058486.000,1056664.000,1011028.000,942920.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,452280.000,314995.000,306740.000,206676.000
IncreaseDecreaseInOtherOperatingAssets,51949.000,59262.000,0.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,2575.000,-3413.000
IncreaseDecreaseInPrepaidExpense,-8403.000,0.000,,
InterestExpense,282079.000,341780.000,432428.000,877478.000
InterestExpenseRelatedParty,311687.000,311863.000,301373.000,307313.000
InterestPaid,0.000,0.000,1715.000,30573.000
LeaseAndRentalExpense,496800.000,496800.000,385304.000,501233.000
LitigationSettlementExpense,150000.000,0.000,,
NetCashProvidedByUsedInFinancingActivities,-40804.000,141208.000,67042.000,553999.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-40804.000,141208.000,67042.000,553999.000
NetCashProvidedByUsedInInvestingActivities,1900.000,0.000,,-1122.000
