,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-174000.000,,,,-253000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1000.000,,,,2000.000,,,
AdvertisingExpense,,,,,,,48000.000,,,
AmortizationOfIntangibleAssets,176000.000,125000.000,109000.000,109000.000,108000.000,109000.000,92000.000,92000.000,92000.000,92000.000
BankOwnedLifeInsuranceIncome,107000.000,103000.000,126000.000,133000.000,122000.000,123000.000,122000.000,117000.000,120000.000,108000.000
BrokerageCommissionsRevenue,68000.000,80000.000,98000.000,127000.000,106000.000,110000.000,118000.000,118000.000,113000.000,109000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-7108000.000,,,,4226000.000,,,
CommonStockDividendsPerShareCashPaid,0.310,0.310,0.310,0.330,0.330,0.330,0.330,0.340,0.340,0.340
Communication,79000.000,60000.000,64000.000,63000.000,58000.000,78000.000,64000.000,68000.000,68000.000,61000.000
ComprehensiveIncomeNetOfTax,,,1732000.000,,,,1572000.000,,,
DeferredIncomeTaxExpenseBenefit,,,-110000.000,,,,-75000.000,,,
DepreciationNonproduction,,,172000.000,,,,174000.000,,,
DividendsCommonStockCash,,,-683000.000,,,,720000.000,,,
EarningsPerShareBasic,0.830,0.730,0.820,0.860,0.800,0.770,0.780,0.670,0.770,0.910
EmployeeBenefitsAndShareBasedCompensation,,,545000.000,,,,,,,
EquipmentExpense,327000.000,327000.000,278000.000,313000.000,274000.000,326000.000,281000.000,292000.000,279000.000,286000.000
FederalDepositInsuranceCorporationPremiumExpense,105000.000,51000.000,80000.000,79000.000,80000.000,79000.000,79000.000,79000.000,78000.000,77000.000
FeesAndCommissionsDepositorAccounts,439000.000,419000.000,368000.000,371000.000,371000.000,368000.000,339000.000,316000.000,353000.000,348000.000
FeesAndCommissionsFiduciaryAndTrustActivities,191000.000,148000.000,149000.000,151000.000,167000.000,220000.000,150000.000,136000.000,147000.000,252000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,,,,4000.000,,,
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,,,,56000.000,,,
GainLossOnSaleOfLoansAndLeases,,,373000.000,,,,443000.000,,,
GainLossOnSaleOfPropertyPlantEquipment,489000.000,0.000,,0.000,0.000,,,,,
GainLossOnSaleOfSecuritiesNet,3000.000,0.000,,-17000.000,0.000,,,0.000,65000.000,
GainLossOnSalesOfLoansNet,206000.000,188000.000,373000.000,367000.000,468000.000,551000.000,443000.000,227000.000,201000.000,183000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,2201000.000,2424000.000,2514000.000,2337000.000,2219000.000,2246000.000,1916000.000,2203000.000,2566000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2463000.000,,,,,,,,,
IncomeTaxExpenseBenefit,623000.000,573000.000,606000.000,635000.000,573000.000,527000.000,549000.000,442000.000,523000.000,599000.000
IncomeTaxReconciliationTaxCreditsInvestment,,,,,,,269000.000,,,
IncomeTaxesPaid,,,18000.000,,,,0.000,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,26000.000,,,,102000.000,,,
IncreaseDecreaseInDeposits,,,797000.000,,,,6962000.000,,,
IncreaseDecreaseInInterestPayableNet,,,-44000.000,,,,-31000.000,,,
InterestAndDividendIncomeOperating,6233000.000,6054000.000,5778000.000,5775000.000,5666000.000,5424000.000,5197000.000,5073000.000,5180000.000,5241000.000
InterestExpense,1346000.000,1261000.000,1007000.000,881000.000,830000.000,750000.000,677000.000,621000.000,612000.000,595000.000
InterestExpenseDeposits,1208000.000,1118000.000,888000.000,805000.000,754000.000,672000.000,602000.000,548000.000,542000.000,519000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,40000.000,40000.000,40000.000,36000.000,31000.000,29000.000,29000.000,26000.000,17000.000,17000.000
InterestExpenseJuniorSubordinatedDebentures,24000.000,28000.000,0.000,0.000,0.000,0.000,,,,
InterestExpenseShortTermBorrowings,74000.000,75000.000,79000.000,40000.000,45000.000,49000.000,46000.000,47000.000,53000.000,59000.000
InterestIncomeDepositsWithFinancialInstitutions,18000.000,22000.000,18000.000,7000.000,19000.000,15000.000,14000.000,8000.000,2000.000,1000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,4557000.000,4763000.000,4741000.000,4864000.000,4531000.000,4204000.000,4490000.000,4422000.000,4538000.000,4341000.000
InterestIncomeExpenseNet,4887000.000,4793000.000,4771000.000,4894000.000,4836000.000,4674000.000,4520000.000,4452000.000,4568000.000,4646000.000
InterestIncomeFederalFundsSold,0.000,0.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,0.000
InterestIncomeSecuritiesTaxExempt,139000.000,148000.000,167000.000,172000.000,178000.000,184000.000,191000.000,191000.000,207000.000,225000.000
InterestIncomeSecuritiesTaxable,1361000.000,1220000.000,1056000.000,968000.000,825000.000,738000.000,629000.000,550000.000,494000.000,579000.000
InterestPaid,,,1051000.000,,,,708000.000,,,
LaborAndRelatedExpense,,,,528000.000,406000.000,,548000.000,541000.000,518000.000,234000.000
MarketableSecuritiesGainLoss,,,,-17000.000,-17000.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,,1032000.000,,,,6603000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,1032000.000,,,,6603000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-11872000.000,,,,-12343000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-11872000.000,,,,-12343000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,3732000.000,,,,9966000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,3732000.000,,,,9966000.000,,,
NetIncomeLoss,1840000.000,1628000.000,1818000.000,1879000.000,1764000.000,1692000.000,1697000.000,1474000.000,1680000.000,1967000.000
NoninterestExpense,4083000.000,3982000.000,3911000.000,4052000.000,3972000.000,3887000.000,3897000.000,3935000.000,3820000.000,3485000.000
NoninterestExpenseDirectorsFees,65000.000,88000.000,63000.000,64000.000,65000.000,65000.000,68000.000,65000.000,66000.000,69000.000
NoninterestIncome,1989000.000,1420000.000,1594000.000,1702000.000,1778000.000,1902000.000,1653000.000,1429000.000,1485000.000,1710000.000
NoninterestIncomeOtherOperatingIncome,246000.000,250000.000,228000.000,306000.000,277000.000,282000.000,226000.000,230000.000,197000.000,239000.000
OccupancyNet,261000.000,248000.000,262000.000,256000.000,265000.000,265000.000,278000.000,289000.000,271000.000,252000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentBeforeTaxPortionAttributableToParent,,,-130000.000,,,,,,,
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,,-86000.000,,,,,,,
OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent,,,-44000.000,,,,,,,
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,,,,,,,-189000.000,,,
OtherComprehensiveIncomeLossNetOfTax,,,,,,,-125000.000,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,,,,,0.000,,,
OtherComprehensiveIncomeLossTax,,,,,,,-64000.000,,,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,0.000,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,-130000.000,,,,-189000.000,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,-86000.000,,,,-125000.000,,,
OtherInterestAndDividendIncome,14000.000,13000.000,15000.000,16000.000,17000.000,16000.000,20000.000,20000.000,26000.000,34000.000
OtherNoncashIncomeExpense,,,-125000.000,,,,-457000.000,,,
OtherNoninterestExpense,460000.000,490000.000,396000.000,492000.000,625000.000,648000.000,374000.000,466000.000,397000.000,420000.000
PaymentsForOriginationOfMortgageLoansHeldForSale,,,9552000.000,,,,10317000.000,,,
PaymentsForProceedsFromLimitedPartnership,,,,,,,0.000,,,
PaymentsForProceedsFromLoansAndLeases,,,-1669000.000,,,,-3566000.000,,,
PaymentsForRepurchaseOfCommonStock,,,380000.000,,,,296000.000,,,
PaymentsOfDividendsCommonStock,,,683000.000,,,,720000.000,,,
PaymentsToAcquireAvailableForSaleSecurities,,,50427000.000,,,,32356000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,459000.000,,,,36000.000,,,
PaymentsToAcquireRestrictedInvestments,,,130000.000,,,,170000.000,,,
PensionAndOtherPostretirementBenefitExpense,528000.000,503000.000,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,123000.000,,,,132000.000,,,
ProceedsFromRepaymentsOfShortTermDebt,,,1177000.000,,,,526000.000,,,
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,37475000.000,,,,16653000.000,,,
ProceedsFromSaleOfMortgageLoansHeldForSale,,,11505000.000,,,,18325000.000,,,
ProceedsFromSaleOfRestrictedInvestments,,,0.000,,,,,,,
ProfessionalFees,151000.000,160000.000,163000.000,164000.000,161000.000,156000.000,168000.000,160000.000,148000.000,183000.000
ProvisionForLoanLeaseAndOtherLosses,,,,,,,30000.000,,,
ProvisionForLoanLossesExpensed,330000.000,30000.000,30000.000,30000.000,305000.000,470000.000,30000.000,30000.000,30000.000,305000.000
RepaymentsOfFederalHomeLoanBankBorrowings,,,2000.000,,,,1000.000,,,
SalariesAndWages,1616000.000,,,,,,,,,
SalariesWagesAndOfficersCompensation,,1606000.000,1606000.000,1638000.000,1638000.000,1700000.000,1650000.000,1616000.000,1607000.000,1510000.000
TaxesExcludingIncomeAndExciseTaxes,151000.000,151000.000,160000.000,165000.000,160000.000,152000.000,166000.000,168000.000,168000.000,168000.000
TreasuryStockSharesAcquired,,,10500.000,,,,8000.000,,,
TreasuryStockValueAcquiredCostMethod,,,-380000.000,,,,296000.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,2227801000.000,2226139.000,2206959.000,2201890.000,2197306.000,-4405921.000,2184833.000,2180368.000,2178274000.000,-2180458121.000
