,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsPayableCurrent,,,2652747.000,1936356.000,2203053.000,1918942.000,3194604.000,2799830.000,3187969.000,2638992.000,2998517.000,1723136.000,3567053.000
AccountsPayableOtherCurrent,,,,2445486.000,3413721.000,3589064.000,2372044.000,2432227.000,3230046.000,3519425.000,1609876.000,1628840.000,1584179.000
AccountsReceivableNetCurrent,6489715.000,6881971.000,4466874.000,5560984.000,6214691.000,5001948.000,4007205.000,4612226.000,4866938.000,3719771.000,3796095.000,4283819.000,3800136.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,311817.000,268103.000,212697.000,204665.000,196085.000,153267.000,120400.000,145168.000,156820.000
AccruedIncomeTaxesCurrent,,,,,230914.000,250791.000,222525.000,287304.000,196378.000,179328.000,243587.000,244373.000,315687.000
AccruedLiabilitiesCurrent,,,134651.000,21533.000,21533.000,21533.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-9301014.000,10048880.000,10792102.000,11323309.000,12147176.000,13024490.000,13412218.000,13855225.000,14162411.000,15406070.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,824481.000,1027248.000,1042887.000,913441.000,1045702.000,1010282.000,1122624.000,1151372.000,1253806.000,1058992.000,1108296.000,1102916.000,1197795.000
AdditionalPaidInCapital,6820820.000,6820820.000,6820820.000,6820820.000,6820820.000,6820820.000,6820820.000,6820820.000,6820820.000,6820820.000,6820820.000,8450820.000,8450820.000
AdvancesOnInventoryPurchases,499567.000,1189039.000,342977.000,779449.000,575494.000,549015.000,403444.000,1161730.000,954845.000,1017042.000,523200.000,1815886.000,2679785.000
AllowanceForDoubtfulAccountsReceivable,,,,606737.000,893818.000,1803900.000,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,3167973.000
AllowanceForUncollectibleCustomersLiabilityForAcceptances,,,,,,,1824593.000,1955512.000,2270447.000,3035320.000,2557684.000,3083912.000,3167973.000
Assets,37137736.000,39445112.000,41850667.000,44185027.000,44166297.000,42985007.000,41933791.000,42198558.000,43435089.000,40195883.000,38141388.000,37767589.000,42329478.000
AssetsCurrent,10010788.000,12475278.000,9471889.000,14590179.000,14974017.000,13616421.000,12704261.000,13182493.000,14454110.000,11942822.000,9123290.000,9716556.000,13771411.000
BuildingsAndImprovementsGross,,,,442804.000,446670.000,448375.000,118195.000,118506.000,119819.000,116690.000,117875.000,117875.000,118165.000
CapitalLeaseObligationsCurrent,,,585945.000,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,,519022.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,684633.000,1537099.000,1127958.000,880338.000,986047.000,299623.000,2148321.000,1334713.000,1418426.000,765600.000,1141377.000,268697.000,742872.000
ClassOfWarrantOrRightOutstanding,,,,3315426.000,3315426.000,3315426.000,3315426.000,3315426.000,0.000,0.000,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000
CommonStockSharesIssued,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000
CommonStockSharesOutstanding,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000,27590701.000
CommonStockValue,2759.000,2759.000,2759.000,2759.000,2759.000,2759.000,2759.000,2759.000,2759.000,2759.000,2759.000,2759.000,2759.000
ConstructionInProgressGross,,,,3676125.000,3320368.000,3344443.000,1747569.000,1806337.000,1917244.000,1867163.000,1603491.000,1588054.000,2821071.000
DebtInstrumentInterestRateStatedPercentage,,,,,,0.067,0.067,0.067,,,,,
DeferredRevenueCurrent,2116978.000,2655559.000,1428017.000,3581558.000,3012285.000,3017346.000,2392681.000,2422255.000,2701268.000,3155461.000,1692272.000,1998366.000,4535410.000
DeferredTaxAssetsGross,,,,,,,,900000.000,800000.000,800000.000,,,
DeferredTaxAssetsNetCurrent,148191.000,102107.000,185476.000,645344.000,668171.000,504391.000,0.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,1038000.000,2010102.000,2101670.000,3162886.000,3832209.000,4072585.000,4282214.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,2554265.000,2672684.000,3991308.000,4081411.000,3584257.000,3292031.000,3263953.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,714568.000,1075381.000,1302951.000,1384679.000,1455953.000,,,
DeferredTaxLiabilitiesCurrent,,,,,,,,,106689.000,103902.000,,,
Deposits,,,,720000.000,720000.000,1430000.000,700000.000,500000.000,400000.000,200000.000,200000.000,,
DepositsAssetsNoncurrent,1940623.000,1889829.000,1878639.000,2091643.000,2109706.000,2068499.000,2297952.000,2296171.000,2345402.000,2219093.000,2010019.000,2014894.000,2085323.000
DueToRelatedPartiesCurrent,201277.000,306609.000,255094.000,276626.000,237641.000,237471.000,362103.000,325289.000,154490.000,201340.000,415685.000,521185.000,1551937.000
EquityMethodInvestments,,87151.000,83323.000,76814.000,66562.000,,,,,,,,
FurnitureAndFixturesGross,,,,753560.000,736457.000,746630.000,840724.000,820365.000,909857.000,900217.000,904450.000,878775.000,933155.000
IntangibleAssetsNetExcludingGoodwill,,4425484.000,7455531.000,4044832.000,3512247.000,4156796.000,3281728.000,3657490.000,3908322.000,4203554.000,3330283.000,2850311.000,2690187.000
Liabilities,16856650.000,18216310.000,20965729.000,25469681.000,25831620.000,25805682.000,27153856.000,27408925.000,29165763.000,28126025.000,26687747.000,25857593.000,32750479.000
LiabilitiesAndStockholdersEquity,37137736.000,39445112.000,41850667.000,44185027.000,44166297.000,42985007.000,41933791.000,42198558.000,43435089.000,40195883.000,38141388.000,37767589.000,42329478.000
LiabilitiesCurrent,16856650.000,18216310.000,20446707.000,25258184.000,25777721.000,25805682.000,27153856.000,27408925.000,29165763.000,28126025.000,26687747.000,25857593.000,32750479.000
LoansAndLeasesReceivableAllowance,,,,,,,833700.000,835868.000,845131.000,823055.000,1390143.000,1751253.000,1770224.000
LoansAndLeasesReceivableNetOfDeferredIncome,,,,,,,3259552.000,3140264.000,3996141.000,3527731.000,2231710.000,2388115.000,3438687.000
LoansReceivableNet,1722982.000,2306366.000,2548138.000,2570762.000,2616800.000,3081643.000,2425882.000,2304396.000,3151010.000,2312632.000,841567.000,636862.000,1668463.000
LongTermDebt,,,,953430.000,,,,,,,,,
LongTermDebtCurrent,469904.000,475768.000,476495.000,606689.000,622218.000,526410.000,389876.000,217185.000,55478.000,0.000,0.000,,
LongTermDebtNoncurrent,,,,211497.000,53899.000,0.000,0.000,0.000,0.000,,,,
MachineryAndEquipmentGross,,,,26321877.000,27487267.000,27787039.000,30614086.000,30846527.000,31129520.000,30316386.000,33088038.000,33088038.000,33659001.000
MinorityInterest,1045905.000,1170678.000,1253399.000,1607959.000,1540681.000,2002214.000,2119555.000,2230393.000,2174641.000,2027060.000,1918242.000,1710462.000,1242825.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,0.100,,,0.100,,,,0.100,,
NotesAndLoansReceivableGrossCurrent,,,,,,,,,,,689291.000,614530.000,
NotesAndLoansReceivableNetCurrent,,,,,,,,,,,,,1668463.000
NotesAndLoansReceivableNetNoncurrent,,,,,,,,,,392044.000,152276.000,22332.000,0.000
NotesPayableCurrent,,,,3862736.000,3896464.000,2899671.000,5214104.000,5227856.000,5285789.000,5147719.000,3575000.000,3575000.000,6841800.000
OperatingLossCarryforwards,,,,,,,,,,,,342238.000,
OperatingLossCarryforwardsValuationAllowance,,,,353018.000,683435.000,,,,,,,342238.000,
OtherAssetsCurrent,275180.000,362470.000,753150.000,1173000.000,906489.000,887126.000,397110.000,520695.000,959856.000,1276315.000,90577.000,36124.000,547015.000
OtherAssetsMiscellaneousNoncurrent,,,,,,,,,,,5492578.000,4887537.000,4775510.000
OtherLiabilitiesCurrent,,,1818067.000,,,,,,,,,,
OtherShortTermBorrowings,,,317664.000,,,,,,,,,,
PledgedAssetsSeparatelyReportedLoansPledgedAsCollateralAtFairValue,,,,23250000.000,21520000.000,18700000.000,20800000.000,13130000.000,25370000.000,24700000.000,29430000.000,29510000.000,29500000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesOutstanding,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockValue,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000
PrepaidExpenseCurrent,143530.000,96226.000,47316.000,,,,,,,,,,
