,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,159305.000,1442024.000,1477138.000,1683537.000,1825482.000,2037853.000,2237538.000,2237538.000
AccountsPayableCurrent,243475.000,490904.000,368165.000,418300.000,599718.000,592303.000,541660.000,648619.000,790026.000,978353.000,1018204.000,1092040.000,1192294.000
AccountsReceivableNetCurrent,1500.000,35115.000,48175.000,48560.000,38336.000,26568.000,25153.000,23120.000,21410.000,19084.000,16457.000,16569.000,16582.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,,,,,,,,,43452.000,43452.000,43452.000,43452.000
AccruedLiabilitiesCurrent,607868.000,765230.000,745055.000,791932.000,1122717.000,1362369.000,1621671.000,1942429.000,2051391.000,2202895.000,2458954.000,2648588.000,2963592.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,104271.000,5295.000,11556.000,13541.000,17241.000,7500.000,8748.000,,,,,,
AdditionalPaidInCapital,4303083.000,5370302.000,5519054.000,5670445.000,5784362.000,6329943.000,6359837.000,6571173.000,6635912.000,6740465.000,7018546.000,7018546.000,7039690.000
Assets,4064974.000,3536465.000,3152907.000,3117635.000,9564275.000,8938307.000,8716852.000,8692670.000,8678894.000,6669288.000,6783091.000,6645594.000,224501.000
AssetsCurrent,617693.000,217098.000,104347.000,71060.000,69463.000,300091.000,79884.000,56952.000,44426.000,36511.000,106693.000,20448.000,84912.000
CapitalizedCostsOilAndGasProducingActivitiesGross,250000.000,222529.000,106500.000,106500.000,106500.000,,,,,,,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,9381213.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,578768.000,96098.000,23412.000,5365.000,10305.000,259138.000,46784.000,3896.000,774.000,3802.000,83717.000,2098.000,2609.000
ClassOfWarrantOrRightOutstanding,,,,,1000000.000,1000000.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,22994229.000,33446090.000,34094054.000,35072626.000,36155960.000,38624620.000,38731003.000,39394964.000,39655759.000,40102947.000,42021745.000,42021745.000,42127995.000
CommonStockSharesOutstanding,22994229.000,33446090.000,34094054.000,35072626.000,36155960.000,38624620.000,38731003.000,39394964.000,39655759.000,40102947.000,42021745.000,42021745.000,42127995.000
CommonStockValue,22994.000,33446.000,34094.000,35073.000,36156.000,38625.000,38731.000,39395.000,39656.000,40103.000,42022.000,42022.000,42128.000
ConvertibleDebt,,,,,,,,,,,611000.000,611000.000,611000.000
ConvertibleDebtCurrent,512993.000,545000.000,545000.000,545000.000,545000.000,545000.000,545000.000,545000.000,545000.000,545000.000,588728.000,608216.000,611000.000
DebtInstrumentUnamortizedDiscount,,,,,,,,5000.000,4717.000,3218.000,,,
DeferredFinanceCostsCurrentNet,3708.000,37500.000,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,758217.000,,,,1331538.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,463354.000,,,,634489.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,,294863.000,,,,697049.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,1331538.000,,,
DepositsAssetsNoncurrent,,,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,150000.000,175000.000,125000.000,125000.000
DerivativeFairValueOfDerivativeLiability,,,,,115591.000,188933.000,,,140035.000,93044.000,,,
DerivativeLiabilities,,,,,,,,,,93044.000,11525.000,,
DerivativeLiabilitiesCurrent,,,,,,,,,,93044.000,11525.000,,
DerivativeLiabilitiesNoncurrent,241416.000,188982.000,219582.000,190386.000,115591.000,188933.000,240469.000,170072.000,140035.000,,,,
