,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31
AllocatedShareBasedCompensationExpense,,,,,6000.000
AmortizationOfDebtDiscountPremium,,,66000.000,71000.000,77000.000
AmortizationOfFinancingCosts,,,,,-85000.000
AmortizationOfIntangibleAssets,,,,103000.000,103000.000
AssetsDisposedOfByMethodOtherThanSaleInPeriodOfDispositionGainLossOnDisposition1,,,402000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1366000.000,,-283000.000
CostOfGoodsSold,9227000.000,10757000.000,9489000.000,9153000.000,7587000.000
DepreciationAndAmortization,,,631000.000,,640000.000
EarningsPerShareBasicAndDiluted,-0.150,-0.250,-0.980,-1.390,-0.280
GainLossOnContractTermination,,,-3977000.000,,
GrossProfit,6058000.000,5793000.000,4077000.000,4027000.000,5250000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,6190000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1100000.000,-1831000.000,-7050000.000,-10013000.000,
IncreaseDecreaseInAccountsPayable,,,431000.000,,-1183000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,-1221000.000
IncreaseDecreaseInAccountsReceivable,,,1178000.000,,-7219000.000
IncreaseDecreaseInAccruedLiabilities,,,151000.000,,
IncreaseDecreaseInInventories,,,249000.000,,778000.000
IncreaseDecreaseInOtherAccruedLiabilities,,,3268000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-110000.000,,-1359000.000
InterestIncomeExpenseNet,-571000.000,-588000.000,-872000.000,-804000.000,-930000.000
InterestPaid,,,89000.000,,58000.000
LeaseAndRentalExpense,,,,795000.000,214.000
LineOfCreditFacilityCommitmentFeePercentage,,,,,0.007
NetCashProvidedByUsedInFinancingActivities,,,132000.000,,-3192000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,132000.000,,-3192000.000
NetCashProvidedByUsedInInvestingActivities,,,-614000.000,,-1181000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-614000.000,,-1181000.000
NetCashProvidedByUsedInOperatingActivities,,,-884000.000,,4090000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-884000.000,,4090000.000
NetIncomeLoss,-1100000.000,-1831000.000,-7050000.000,-10013000.000,-2047000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-1100000.000,-1831000.000,,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,,,80000.000
OperatingIncomeLoss,-529000.000,-1243000.000,-6178000.000,-9209000.000,-1117000.000
OtherNoncashExpense,,,,,101000.000
PaymentsForRepurchaseOfCommonStock,,,,,1944000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,1181000.000
PreferredStockDividendRatePercentage,,,,0.080,0.080
ProceedsFromConvertibleDebt,,,,,750000.000
ProvisionForDoubtfulAccounts,,,58000.000,,-146000.000
RepaymentsOfDebtAndCapitalLeaseObligations,,,614000.000,,
RepaymentsOfLinesOfCredit,,,-264000.000,,
RepaymentsOfLongTermCapitalLeaseObligations,,,132000.000,,226000.000
RepaymentsOfLongTermLinesOfCredit,,,,,3716000.000
RestructuringAndRelatedCostIncurredCost,,,,809000.000,
RestructuringCharges,,,,809000.000,
RestructuringReserveSettledWithCash,,,,175000.000,
SalesRevenueGoodsNet,15285000.000,16550000.000,13566000.000,13180000.000,12837000.000
SellingGeneralAndAdministrativeExpense,6587000.000,7036000.000,6278000.000,6237000.000,6367000.000
ShareBasedCompensation,,,93000.000,,6000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfAdditionalSharesAuthorized,,,,,350000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,50000.000,-50000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,1.350
StockIssuedDuringPeriodValueOther,,,,,667000.000
StockRepurchaseProgramAuthorizedAmount,,,,,2000000.000
StockRepurchasedDuringPeriodShares,,,,,1238887.000
WeightedAverageNumberOfDilutedSharesOutstanding,7215000.000,7215000.000,7215000.000,7215000.000,7215.000
WeightedAverageNumberOfSharesOutstandingBasic,7215000.000,7215000.000,7215000.000,7215000.000,7215.000
