,2011-01-01,2011-12-31,2012-12-29,2013-12-28,2015-01-03,2016-01-02,2016-12-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,109000000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,22000000.000,21000000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-3000000.000,,,,,,
AllocatedShareBasedCompensationExpense,,50000000.000,71000000.000,86000000.000,85000000.000,63000000.000,71000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,32000000.000,45000000.000,54000000.000,53000000.000,40000000.000,45000000.000
AmortizationOfIntangibleAssets,,51000000.000,40000000.000,37000000.000,62000000.000,61000000.000,66000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,5000000.000,7000000.000,5000000.000,2000000.000,2000000.000,2000000.000
AssetImpairmentCharges,,,,,,,40000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-961000000.000,-46000000.000,528000000.000,-202000000.000,-389000000.000,183000000.000,293000000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-9000000.000,-5000000.000,-8000000.000,-3000000.000,-3000000.000,-4000000.000,-2000000.000
CommonStockDividendsPerShareDeclared,0.080,0.080,0.080,0.080,0.080,0.080,0.080
ComprehensiveIncomeNetOfTax,91000000.000,-67000000.000,444000000.000,1241000000.000,121000000.000,805000000.000,755000000.000
CostOfGoodsAndServicesSold,8605000000.000,9308000000.000,10019000000.000,10131000000.000,11421000000.000,10979000000.000,11311000000.000
CostsAndExpenses,10439000000.000,10938000000.000,11396000000.000,11430000000.000,13025000000.000,12452000000.000,
CurrentFederalTaxExpenseBenefit,,-23000000.000,40000000.000,23000000.000,195000000.000,212000000.000,-74000000.000
CurrentForeignTaxExpenseBenefit,,29000000.000,29000000.000,56000000.000,54000000.000,41000000.000,41000000.000
CurrentIncomeTaxExpenseBenefit,,21000000.000,78000000.000,89000000.000,267000000.000,269000000.000,-15000000.000
CurrentStateAndLocalTaxExpenseBenefit,,15000000.000,9000000.000,10000000.000,18000000.000,16000000.000,18000000.000
DeferredFederalIncomeTaxExpenseBenefit,,67000000.000,169000000.000,91000000.000,-12000000.000,17000000.000,47000000.000
DeferredForeignIncomeTaxExpenseBenefit,,6000000.000,-10000000.000,-17000000.000,-3000000.000,1000000.000,8000000.000
DeferredIncomeTaxExpenseBenefit,,74000000.000,182000000.000,87000000.000,-19000000.000,4000000.000,48000000.000
DeferredIncomeTaxesAndTaxCredits,69000000.000,81000000.000,171000000.000,86000000.000,-19000000.000,4000000.000,48000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,1000000.000,23000000.000,13000000.000,-4000000.000,-14000000.000,-7000000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation,,-35000000.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,,36000000.000,21000000.000,16000000.000,15000000.000,12000000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents,,-3000000.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,,2000000.000,2000000.000,1000000.000,1000000.000,1000000.000
