,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AssetImpairmentCharges,,,,,,,0.000,,,,0.000
CapitalExpendituresIncurredButNotYetPaid,,,17000.000,,,,490000.000,,,,429000.000
CostOfRealEstateRevenue,267000.000,291000.000,261000.000,270000.000,346000.000,418000.000,395000.000,410000.000,546000.000,427000.000,584000.000
CostsAndExpenses,845000.000,821000.000,840000.000,892000.000,1067000.000,1192000.000,1219000.000,1304000.000,1493000.000,1438000.000,1721000.000
DepreciationAndAmortization,382000.000,381000.000,381000.000,382000.000,454000.000,491000.000,508000.000,558000.000,591000.000,634000.000,705000.000
DepreciationDepletionAndAmortization,,,385000.000,,,,513000.000,,,,711000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,399000.000,,,,-154000.000,,,,-348000.000
IncreaseDecreaseInAccountsReceivable,,,-3000.000,,,,-13000.000,,,,-191000.000
IncreaseDecreaseInDeferredLeasingFees,,,1156000.000,,,,700000.000,,,,413000.000
IncreaseDecreaseInDeferredRentReceivables,,,-1000.000,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-8000.000,,,,-7000.000,,,,62000.000
InterestExpense,,,8000.000,35000.000,73000.000,84000.000,111000.000,124000.000,136000.000,172000.000,184000.000
InterestPaid,,,4000.000,,,,106000.000,,,,178000.000
InvestmentIncomeInterest,1000.000,1000.000,1000.000,,,,,,,,
NetCashProvidedByUsedInContinuingOperations,,,-770000.000,,,,657000.000,,,,-89000.000
NetCashProvidedByUsedInFinancingActivities,,,404000.000,,,,2500000.000,,,,1000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,404000.000,,,,2500000.000,,,,1000000.000
NetCashProvidedByUsedInInvestingActivities,,,-9000.000,,,,-811000.000,,,,-911000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-9000.000,,,,-811000.000,,,,-911000.000
NetCashProvidedByUsedInOperatingActivities,,,-1165000.000,,,,-1032000.000,,,,-178000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1165000.000,,,,-1032000.000,,,,-178000.000
NetIncomeLoss,,-780000.000,-805000.000,-861000.000,-620000.000,-536000.000,-496000.000,-406000.000,-352000.000,-49000.000,167000.000
OperatingIncomeLoss,-807000.000,-781000.000,-806000.000,-861000.000,-620000.000,-536000.000,-496000.000,-406000.000,-352000.000,-50000.000,
PaymentsOfDividendsPreferredStockAndPreferenceStock,,,-470000.000,,,,-2500000.000,,,,-1000000.000
PaymentsOfFinancingCosts,,,66000.000,,,,,,,,
PaymentsToAcquireRealEstate,,,9000.000,,,,811000.000,,,,911000.000
ProfitLoss,-806000.000,,,,,,,,,,
RealEstateRevenueNet,38000.000,40000.000,34000.000,31000.000,447000.000,656000.000,723000.000,898000.000,1141000.000,1388000.000,1888000.000
RealEstateTaxesAndInsurance,196000.000,149000.000,190000.000,205000.000,194000.000,199000.000,205000.000,212000.000,220000.000,205000.000,248000.000
Revenues,38000.000,40000.000,34000.000,31000.000,447000.000,656000.000,723000.000,898000.000,1141000.000,1388000.000,1888000.000
SalesRevenueNet,38000.000,40000.000,34000.000,31000.000,447000.000,656000.000,723000.000,898000.000,1141000.000,1388000.000,1888000.000
StraightLineRent,,,,,,,215000.000,,,,424000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,,0.000,,,,0.000
