,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,6446000.000,6942000.000,6844000.000,7449000.000,7340000.000,8404000.000,8512000.000,7876000.000,8409000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,16552000.000,3800000.000,15000000.000,-20897000.000,,6600000.000,,,
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,,,,,-339000.000,,,,0.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,,,,30000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-37086000.000,,,,-12365000.000,,,,-3184000.000
ComprehensiveIncomeNetOfTax,-43956000.000,57170000.000,-46089000.000,-51406000.000,-27894000.000,24996000.000,-24463000.000,-33628000.000,-33221000.000
Depreciation,1388000.000,,,,1502000.000,,,,1525000.000
EarningsPerShareBasic,,0.950,,,,0.390,,,
EarningsPerShareBasicAndDiluted,-0.780,,-0.740,,-0.450,,-0.380,,-0.520
EarningsPerShareDiluted,,0.830,,,,0.350,,,
EffectOfExchangeRateOnCashAndCashEquivalents,-68000.000,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,-17000.000,,,,-31000.000
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,0.000,,,,0.000,,,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3,0.000,,,,0.000,,,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,0.000,,,,0.000,,,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,0.000,,,,0.000,,,,0.000
ForeignCurrencyTransactionGainBeforeTax,,,,,620000.000,,,,
GainLossOnDispositionOfAssets,,,,,,,,,4000.000
GeneralAndAdministrativeExpense,10482000.000,9680000.000,11237000.000,12965000.000,11417000.000,10376000.000,11646000.000,12586000.000,11530000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-45070000.000,,-28146000.000,24203000.000,-23996000.000,-33812000.000,-33101000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-46638000.000,57260000.000,,,,,,,
IncomeTaxExpenseBenefit,-271000.000,205000.000,28000.000,280000.000,-305000.000,-113000.000,158000.000,189000.000,60000.000
IncreaseDecreaseInAccountsPayable,-2118000.000,,,,-4978000.000,,,,-3273000.000
IncreaseDecreaseInAccountsReceivable,-6490000.000,,,,-9468000.000,,,,-3200000.000
IncreaseDecreaseInAccruedLiabilities,-7048000.000,,,,-3214000.000,,,,-1916000.000
IncreaseDecreaseInDeferredRevenue,-822000.000,,,,190000.000,,,,1355000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,80000.000,,,,708000.000,,,,-413000.000
IncreaseDecreaseInOtherOperatingAssets,112000.000,,,,-358000.000,,,,833000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,780000.000,,,,663000.000,,,,2943000.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,0.000,,,,,,,
InterestAndOtherIncome,,,,,1416000.000,129000.000,866000.000,217000.000,645000.000
InterestExpense,2758000.000,2762000.000,2758000.000,2755000.000,2777000.000,2438000.000,2760000.000,2750000.000,2375000.000
InterestIncomeExpenseNonoperatingNet,,,,,-1361000.000,-2309000.000,-1894000.000,-2533000.000,-1730000.000
InvestmentIncomeAmortizationOfPremium,768000.000,,,,695000.000,,,,613000.000
NetCashProvidedByUsedInFinancingActivities,620000.000,,,,-149000.000,,,,574000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,620000.000,,,,-149000.000,,,,574000.000
NetCashProvidedByUsedInInvestingActivities,4552000.000,,,,5059000.000,,,,23408000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,4552000.000,,,,5059000.000,,,,23408000.000
NetCashProvidedByUsedInOperatingActivities,-42190000.000,,,,-17258000.000,,,,-27135000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-42190000.000,,,,-17258000.000,,,,-27135000.000
NetIncomeLoss,-46367000.000,57055000.000,-45098000.000,-51369000.000,-27841000.000,24316000.000,-24154000.000,-34001000.000,-33161000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,57055000.000,,,,,,,
OperatingExpenses,61021000.000,61235000.000,63308000.000,72889000.000,55067000.000,62768000.000,52204000.000,63192000.000,58262000.000
OperatingIncomeLoss,-44723000.000,59315000.000,-43770000.000,-48447000.000,-26785000.000,26512000.000,-22102000.000,-31279000.000,-31371000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,706000.000,-393000.000,9000.000,-486000.000,589000.000,300000.000,-125000.000,-605000.000,195000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,1705000.000,508000.000,-1000000.000,449000.000,-642000.000,380000.000,-184000.000,978000.000,-255000.000
OtherComprehensiveIncomeLossNetOfTax,2411000.000,115000.000,-991000.000,-37000.000,-53000.000,680000.000,-309000.000,373000.000,-60000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,5000.000,25000.000,182000.000,-18000.000,0.000,0.000,-19000.000,0.000,-16000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,711000.000,-368000.000,191000.000,-504000.000,589000.000,300000.000,-144000.000,-605000.000,179000.000
OtherNonoperatingIncomeExpense,843000.000,707000.000,1458000.000,,,,,,
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,,0.000,0.000,,0.000,0.000,0.000,,0.000
