,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableOtherCurrent,,,,464000.000,290000.000,353000.000,323000.000,0.000,,
AccruedLiabilitiesCurrent,12046000.000,13730000.000,13622000.000,11967000.000,6882000.000,7460000.000,9043000.000,10693000.000,9586000.000,7233000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,3605000.000,,,,3332000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,6389000.000,,,,7628000.000,6605000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,7548000.000,7330000.000,8034000.000,6389000.000,6194000.000,6660000.000,6634000.000,6605000.000,6605000.000,6605000.000
AdditionalPaidInCapital,242064000.000,242227000.000,242305000.000,242418000.000,209576000.000,209666000.000,210234000.000,206655000.000,206687000.000,206817000.000
AllowanceForDoubtfulAccountsReceivable,,,,2396000.000,1319000.000,253000.000,,411000.000,,
Assets,520162000.000,432480000.000,393227000.000,387896000.000,409632000.000,340468000.000,294965000.000,371375000.000,357456000.000,348641000.000
AssetsCurrent,489968000.000,401578000.000,362388000.000,355812000.000,377975000.000,309340000.000,264660000.000,339875000.000,325201000.000,314776000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,28000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,10000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
CapitalLeasesFutureMinimumPaymentsDue,,,,161000.000,,,,930000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,34000.000,,,,217000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,28000.000,,,,24000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,32000.000,,,,213000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,32000.000,,,,245000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,35000.000,,,,231000.000,,
CashAndCashEquivalentsAtCarryingValue,62442000.000,34541000.000,36128000.000,25305000.000,15659000.000,22401000.000,28083000.000,23643000.000,43529000.000,16918000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,62442000.000,34541000.000,36128000.000,25305000.000,15659000.000,22401000.000,28083000.000,23643000.000,43529000.000,16918000.000
CashEquivalentsAtCarryingValue,,,,,,,,,185000000.000,0.000
CashFDICInsuredAmount,,,,250000.000,,,,250000.000,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,40000000.000,40000000.000,40000000.000,,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000
CommonStockSharesIssued,32638000.000,32638000.000,32724000.000,,40000000.000,40000000.000,30555000.000,30909000.000,30848000.000,30841000.000
CommonStockSharesOutstanding,32638000.000,32638000.000,32724000.000,,30628990.000,30628238.000,30555138.000,30909000.000,30848000.000,30841000.000
CommonStockValue,326000.000,326000.000,327000.000,327000.000,306000.000,306000.000,306000.000,309000.000,308000.000,309000.000
CustomerAdvancesCurrent,,,,21368000.000,71839000.000,43994000.000,26387000.000,31026000.000,23916000.000,30008000.000
DeferredIncomeTaxLiabilities,,,,10549000.000,,,,11013000.000,,
DeferredRevenueCurrent,,,,,,,,14985000.000,9269000.000,10434000.000
DeferredTaxAssetsEquityMethodInvestments,,,,1781000.000,,,,2349000.000,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,0.000,,,,,,
DeferredTaxAssetsGross,,,,33782000.000,,,,26934000.000,,
DeferredTaxAssetsHedgingTransactions,,,,18503000.000,,,,11538000.000,,
DeferredTaxAssetsInventory,,,,409000.000,,,,305000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,14399000.000,,,,7017000.000,,
DeferredTaxAssetsNet,,,,24948000.000,,,,18030000.000,,
DeferredTaxAssetsNetCurrent,2207000.000,2246000.000,2246000.000,13192000.000,13231000.000,13192000.000,0.000,3630000.000,3630000.000,3630000.000
DeferredTaxAssetsNetNoncurrent,,,,1207000.000,1907000.000,1615000.000,2486000.000,3387000.000,3387000.000,3387000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,4120000.000,,,,3758000.000,,
DeferredTaxAssetsOther,,,,709000.000,,,,637000.000,,
DeferredTaxAssetsStateTaxes,,,,2700000.000,,,,2658000.000,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,5050000.000,,,,4884000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,359000.000,,,,541000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,151000.000,,,,264000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLegalSettlements,,,,0.000,,,,,,
DeferredTaxAssetsValuationAllowance,,,,8834000.000,9000000.000,9000000.000,14900000.000,8904000.000,8900000.000,8900000.000
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInterest,,,,641000.000,,,,300000.000,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,,1866000.000,,,,368000.000,,
DeferredTaxLiabilitiesDerivatives,,,,1358000.000,,,,5822000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,262000.000,,,,810000.000,,
DeferredTaxLiabilitiesGrossCurrent,,,,,,,1877000.000,,,
DeferredTaxLiabilitiesNoncurrent,11924000.000,10163000.000,10967000.000,0.000,,,,,,
DeferredTaxLiabilitiesOther,,,,0.000,,,,22000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,665000.000,,,,691000.000,,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,1616000.000,,,,41000.000,,
DerivativeAssets,,,,304613000.000,302936000.000,322132000.000,255193000.000,256271000.000,309865000.000,339656000.000
DerivativeLiabilitiesCurrent,,,,,,,,,283000.000,
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,,,5700000.000,,,,,,
EscrowDeposit,,,,550000.000,572000.000,593000.000,597000.000,600000.000,,
FairValueLiabilitiesLevel2ToLevel1TransfersAmount,,,,,,,,46300000.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,6489000.000,6646000.000,6858000.000,7067000.000,7272000.000,7455000.000,7638000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,1467000.000,1391000.000,1391000.000,1389000.000,939000.000,758000.000,939000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,852000.000,624000.000,412000.000,205000.000,683000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,,683000.000,317000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,492000.000,479000.000,479000.000,479000.000,450000.000,450000.000,450000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,531000.000,518000.000,518000.000,518000.000,479000.000,477000.000,479000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,580000.000,567000.000,567000.000,567000.000,518000.000,518000.000,518000.000
