,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AmortizationOfIntangibleAssets,,,,,,800000.000,800000.000,,800000.000,800000.000,800000.000,800000.000,800000.000,800000.000,900000.000,800000.000,800000.000,900000.000,800000.000,800000.000,800000.000,900000.000,800000.000,500000.000,1000000.000,1000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,218135.000,215188.000,,214993.000,,565956.000,,356730.000,314111.000,305634.000,-672285.000,765710.000,654231.000,642507.000,-1512270.000,542312.000,1078158.000,1059106.000,-1623326.000,524834.000,0.000,0.000,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,78252000.000,,,,79933000.000,,,,96186000.000,,,,71219000.000,,,,99395000.000,,,,80000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-31728000.000,,,,-35292000.000,,,,41395000.000,,,,-20305000.000,,,,-18627000.000,,,,-5638000.000,,,,-2000000.000,
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,,,,,,,,,,,,,,,,,,,,,,,,,33000000.000,
CommonStockDividendsPerShareDeclared,0.335,0.335,0.353,0.352,0.352,0.352,0.378,0.378,0.378,0.378,0.425,0.424,0.142,0.142,0.163,0.163,0.163,0.163,0.188,0.186,0.188,0.188,0.215,,,
ComprehensiveIncomeNetOfTax,,,30326000.000,,48878000.000,35435000.000,49867000.000,51016000.000,52296000.000,69647000.000,59181000.000,76757000.000,69292000.000,53708000.000,73956000.000,45616000.000,66511000.000,74219000.000,63422000.000,37703000.000,62075000.000,65547000.000,49859000.000,66519000.000,80000000.000,79000000.000
CostOfGoodsSoldElectric,26284000.000,28837000.000,37365000.000,36802000.000,28712000.000,30058000.000,31544000.000,31627000.000,24513000.000,29668000.000,29725000.000,28915000.000,24861000.000,,,,,,,,,,,,,
CostsAndExpenses,,84867000.000,92470000.000,,90819000.000,98892000.000,101447000.000,108318000.000,104423000.000,118823000.000,107960000.000,114005000.000,105162000.000,104286000.000,108702000.000,112069000.000,123035000.000,116650000.000,123545000.000,120821000.000,132361000.000,138510000.000,128029000.000,204100000.000,125000000.000,127000000.000
DeferredIncomeTaxExpenseBenefit,16796000.000,,,,16191000.000,,,,21329000.000,,,,28243000.000,,,,27823000.000,,,,160881000.000,,,,46000000.000,
DefinedContributionPlanCostRecognized,,500000.000,600000.000,,,,,,,,,,,,,,,,,,,,,,,
DepreciationAndAmortization,23088000.000,23352000.000,23898000.000,24643000.000,25011000.000,25976000.000,27466000.000,28059000.000,28486000.000,29295000.000,29802000.000,31013000.000,31378000.000,31295000.000,31936000.000,33427000.000,34435000.000,35578000.000,36890000.000,37769000.000,38872000.000,39369000.000,39599000.000,40160000.000,41000000.000,42000000.000
DistributedEarnings,,17182000.000,-18087000.000,,-18101000.000,-18137000.000,-19446000.000,-19440000.000,-19733000.000,-19789000.000,-22299000.000,145925000.000,-22453000.000,-22530000.000,25296000.000,115190000.000,25220000.000,25248000.000,29230000.000,28513000.000,28585000.000,28693000.000,32999000.000,,,
EarningsPerShareBasic,0.830,0.840,0.860,0.830,0.900,0.820,0.990,0.940,0.960,0.900,1.120,1.480,0.440,0.340,0.470,0.310,0.430,0.470,0.420,0.250,0.420,0.460,0.320,,,
EarningsPerShareDiluted,0.810,0.830,0.850,0.820,0.880,0.810,0.980,0.930,0.950,0.900,1.120,1.450,0.430,0.340,0.470,0.300,0.430,0.460,0.420,0.250,0.420,0.460,0.320,,,
ElectricUtilityRevenue,179386000.000,185098000.000,191303000.000,201610000.000,196713000.000,197375000.000,214801000.000,221646000.000,217304000.000,229817000.000,238782000.000,255369000.000,258603000.000,263214000.000,270134000.000,231097000.000,272487000.000,275058000.000,273189000.000,224034000.000,280133000.000,298044000.000,253451000.000,293372000.000,298000000.000,303000000.000
FiniteLivedIntangibleAssetsAmortizationExpense,,800000.000,800000.000,,800000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFive,,,,,3100000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFour,,,,,3100000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearOne,,,,,3100000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearThree,,,,,3100000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearTwo,,,,,3100000.000,,,,,,,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,-29074000.000,0.000,,,0.000,0.000,,,,,,,
GeneralAndAdministrativeExpense,16580000.000,19289000.000,19046000.000,27875000.000,23009000.000,27876000.000,27906000.000,33300000.000,34926000.000,43939000.000,31902000.000,38342000.000,27962000.000,30308000.000,28812000.000,27949000.000,40894000.000,32493000.000,33677000.000,37855000.000,45708000.000,49462000.000,35752000.000,108078000.000,31000000.000,30000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,66761000.000,66749000.000,66678000.000,66246000.000,73083000.000,63707000.000,79521000.000,80197000.000,81750000.000,76499000.000,93672000.000,100447000.000,111972000.000,87543000.000,118508000.000,76382000.000,107592000.000,115432000.000,103679000.000,57174000.000,103980000.000,115905000.000,78735000.000,44380000.000,127000000.000,129000000.000
IncomeTaxExpenseBenefit,24759000.000,23753000.000,22654000.000,23583000.000,27032000.000,21321000.000,28338000.000,31941000.000,31560000.000,29104000.000,34688000.000,23510000.000,42836000.000,33207000.000,44635000.000,29644000.000,40460000.000,43096000.000,38106000.000,19809000.000,39743000.000,45179000.000,29097000.000,-17019000.000,47000000.000,48000000.000
IncomeTaxesPaid,,,,,9324000.000,,,,1100000.000,,,,,,,,,,,,,,,,0.000,
IncomeTaxesPaidNet,,,,,,,,,,,,,16101000.000,,,,19817000.000,,,,18444000.000,,,,,
IncreaseDecreaseInAccountsPayable,-3280000.000,,,,-4840000.000,,,,-5193000.000,,,,-23339000.000,,,,-4855000.000,,,,6373000.000,,,,3000000.000,
IncreaseDecreaseInAccountsReceivable,-12612000.000,,,,-1232000.000,,,,4341000.000,,,,11555000.000,,,,3826000.000,,,,10778000.000,,,,13000000.000,
IncreaseDecreaseInAccruedTaxesPayable,,,,,-6505000.000,,,,-4896000.000,,,,-1653000.000,,,,-11140000.000,,,,-10781000.000,,,,-14000000.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,-8024000.000,,,,-6726000.000,,,,-7040000.000,,,,-8011000.000,,,,-7540000.000,,,,-6463000.000,,,,4000000.000,
IncreaseDecreaseInIncomeTaxesReceivable,,,,,,,,,,,,,,,,,,,,,141323000.000,,,,-3000000.000,
IncreaseDecreaseInInterestPayableNet,-19937000.000,,,,-19448000.000,,,,14000.000,,,,-24079000.000,,,,-13172000.000,,,,-13001000.000,,,,-7000000.000,
IncreaseDecreaseInInventories,-1591000.000,,,,-1771000.000,,,,-265000.000,,,,-1775000.000,,,,72000.000,,,,1788000.000,,,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,4421000.000,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,-3641000.000,,,,-839000.000,,,,-7299000.000,,,,-1676000.000,,,,-3094000.000,,,,3000000.000,
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,,,,,-4429000.000,,,,266000.000,,,,-1954000.000,,,,-3000000.000,,,,-1397000.000,,,,4000000.000,
IncreaseDecreaseInOtherOperatingAssets,1325000.000,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,-1504000.000,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,-3418000.000,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,-10857000.000,,,,4525000.000,,,,9920000.000,,,,66000.000,,,,-6000000.000,
IncreaseDecreaseInRegulatoryAssetsAndLiabilities,4735000.000,,,,16779000.000,,,,11857000.000,,,,5139000.000,,,,12484000.000,,,,16581000.000,,,,18000000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,784659.000,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,36277000.000,36484000.000,37248000.000,36927000.000,37910000.000,40084000.000,38924000.000,38816000.000,39063000.000,40402000.000,44062000.000,44792000.000,45309000.000,45854000.000,47328000.000,48145000.000,48474000.000,50198000.000,51398000.000,53709000.000,50417000.000,51804000.000,55843000.000,52936000.000,53000000.000,55000000.000
InterestPaidNet,,,,,56262000.000,,,,38144000.000,,,,68070000.000,,,,61633000.000,,,,60966000.000,,,,65000000.000,
NetCashProvidedByUsedInFinancingActivities,29243000.000,,,,159162000.000,,,,183641000.000,,,,92997000.000,,,,92681000.000,,,,101788000.000,,,,192000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,29243000.000,,,,159162000.000,,,,183641000.000,,,,92997000.000,,,,92681000.000,,,,101788000.000,,,,192000000.000,
NetCashProvidedByUsedInInvestingActivities,-118487000.000,,,,-224129000.000,,,,-214214000.000,,,,-159017000.000,,,,-178241000.000,,,,-195242000.000,,,,-202000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-118487000.000,,,,-224129000.000,,,,-214214000.000,,,,-159017000.000,,,,-178241000.000,,,,-195242000.000,,,,-202000000.000,
NetCashProvidedByUsedInOperatingActivities,57516000.000,,,,29675000.000,,,,71968000.000,,,,45715000.000,,,,66933000.000,,,,87816000.000,,,,8000000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,57516000.000,,,,29675000.000,,,,71968000.000,,,,45715000.000,,,,66933000.000,,,,87816000.000,,,,8000000.000,
NetIncomeLoss,42002000.000,42996000.000,44024000.000,42663000.000,46051000.000,42386000.000,51183000.000,48256000.000,50190000.000,47395000.000,58984000.000,76937000.000,69136000.000,54336000.000,73873000.000,46738000.000,67132000.000,72336000.000,65573000.000,37365000.000,64237000.000,70726000.000,49638000.000,61399000.000,80000000.000,81000000.000
NonoperatingIncomeExpense,-33214000.000,-33482000.000,-32155000.000,-32467000.000,-32811000.000,-34776000.000,-33833000.000,-33131000.000,-31131000.000,-34495000.000,-37150000.000,-40917000.000,-41469000.000,-71385000.000,-42924000.000,-42646000.000,-41860000.000,-42976000.000,-45965000.000,-46039000.000,-43792000.000,-43629000.000,-46687000.000,-44892000.000,-46000000.000,-47000000.000
OperatingExpenses,79411000.000,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncomeLoss,99975000.000,100231000.000,98833000.000,98713000.000,105894000.000,98483000.000,113354000.000,113328000.000,112881000.000,110994000.000,130822000.000,141364000.000,153441000.000,158928000.000,161432000.000,119028000.000,149452000.000,158408000.000,149644000.000,103213000.000,147772000.000,159534000.000,125422000.000,89272000.000,173000000.000,176000000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,,87000.000,,50000.000,60000.000,-86000.000,-56000.000,106000.000,-103000.000,18000.000,-197000.000,261000.000,169000.000,-18000.000,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,,,,,110000.000,,106000.000,-688000.000,169000.000,-1066000.000,-727000.000,1986000.000,-2169000.000,535000.000,-2423000.000,-5348000.000,239000.000,5532000.000,0.000,-2000000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,-6951000.000,-1316000.000,,2106000.000,22252000.000,197000.000,-180000.000,156000.000,-628000.000,83000.000,-1122000.000,-621000.000,1883000.000,-2151000.000,338000.000,-2162000.000,-5179000.000,221000.000,5120000.000,,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,,,2827000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,,,-15000.000,-110000.000,,-106000.000,-112000.000,-122000.000,-105000.000,-136000.000,-125000.000,-111000.000,-129000.000,-119000.000,-111000.000,-375000.000,-395000.000,-1000000.000,-1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,,,,,,,,9000.000,71000.000,,76000.000,79000.000,88000.000,106000.000,75000.000,86000.000,-100000.000,281000.000,-92000.000,-100000.000,-266000.000,-542000.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,,22000.000,15000.000,,14000.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,,,2000.000,9000.000,,10000.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,15000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,,9000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,2812000.000,-6973000.000,-1331000.000,2745000.000,2092000.000,0.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,,,1803000.000,4486000.000,862000.000,-5374000.000,1365000.000,0.000,,,,,,,,,,,,,,,,
