,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccruedInvestmentIncomeReceivable,6219000.000,6265000.000,6227000.000,6060000.000,5967000.000,5703000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1499000.000,71000.000,-5172000.000,-7152000.000,-4334000.000,-4836000.000
AdditionalPaidInCapital,194644000.000,194655000.000,194636000.000,194643000.000,194647000.000,194641000.000
Assets,2157819000.000,2119013000.000,2031877000.000,2008767000.000,1986716000.000,1954522000.000
AvailableForSaleSecurities,553391000.000,508160000.000,517213000.000,479497000.000,521100000.000,497606000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,516991000.000,494299000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,92945000.000,110237000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,90177000.000,102960000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,2768000.000,7277000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,21815000.000,42812000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,21943000.000,43184000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,18015000.000,20664000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,18124000.000,20727000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,157099000.000,84625000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,158237000.000,85084000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,516991000.000,494299000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,17206000.000,26117000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,17335000.000,26249000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,,,,302856000.000,320081000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,,,,305461000.000,322362000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,521100000.000,497606000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,1256000.000,1352000.000
AvailableForSaleSecuritiesPledgedAsCollateral,,,,,249514000.000,200315000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,596000.000,554000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,1256000.000,1352000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,660000.000,798000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,5365000.000,4659000.000
BankOwnedLifeInsurance,17352000.000,17502000.000,17654000.000,17761000.000,17905000.000,18045000.000
CashAndCashEquivalentsAtCarryingValue,37820000.000,35452000.000,37911000.000,31617000.000,36584000.000,37349000.000
CashAndDueFromBanks,37820000.000,35452000.000,37911000.000,31617000.000,36584000.000,37349000.000
CommonStockHeldInTrust,904000.000,920000.000,949000.000,937000.000,1005000.000,1011000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,18208000.000,18210000.000,18210000.000,18210000.000,18216000.000,18217000.000
CommonStockValue,182000.000,182000.000,182000.000,182000.000,182000.000,182000.000
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,,,,,0.045,0.045
DefinedBenefitPlanEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,1080000.000,1080000.000
Deposits,1882132000.000,1842843000.000,1811673000.000,1791456000.000,1799634000.000,1780495000.000
DepositsSavingsDeposits,139342000.000,137907000.000,,142124000.000,146018000.000,149343000.000
FinancingReceivableAllowanceForCreditLosses,,,,,52553000.000,57435000.000
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,,,,,27255000.000,23679000.000
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,,25298000.000,33756000.000
FinancingReceivableCollectivelyEvaluatedForImpairment,,,,,1112698000.000,1039270000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,,105761000.000,144872000.000
FinancingReceivableModificationsPostModificationRecordedInvestment1,,,,,267000.000,3167000.000
