,2013-01-31,2013-04-30,2013-07-31,2013-09-30,2013-12-31,2014-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,4674.000,14538.000
AccountsPayableCurrent,,,,500.000,,
AccountsPayableRelatedPartiesCurrent,,,,,75020.000,176228.000
AdditionalPaidInCapital,,12195.000,-52065.000,-54963.000,766162.000,1005162.000
AdditionalPaidInCapitalCommonStock,,,,,0.000,0.000
Assets,567.000,4471.000,388.000,169898.000,397655.000,566904.000
AssetsCurrent,,,105.000,19898.000,97655.000,265768.000
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,,,300000.000,300000.000
Cash,249.000,4171.000,105.000,19898.000,96155.000,35730.000
CashAndCashEquivalentsAtCarryingValue,,,105.000,,96155.000,35730.000
CashEquivalentsAtCarryingValue,249.000,4171.000,,,,
CommonStockNoParValue,,,,0.001,,
CommonStockParOrStatedValuePerShare,,,0.001,,0.001,0.001
CommonStockSharesAuthorized,,,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,,,69615000.000,44037500.000,44837500.000,45837500.000
CommonStockSharesOutstanding,,,69615000.000,26422500.000,26422500.000,45837500.000
CommonStockValue,4000.000,5355.000,69615.000,,44838.000,45838.000
DeferredTaxAssetsLiabilitiesNet,,,0.000,,,
DeferredTaxAssetsNet,,,-38762.000,,,
DeferredTaxAssetsValuationAllowance,,,-5814.000,,,
DeferredTaxLiabilities,,,5814.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-12933.000,-22779.000,-39087.000,,,
DueFromRelatedPartiesCurrent,,,,,15875.000,18375.000
DueToOfficersOrStockholdersCurrent,,,21925.000,,,
DueToRelatedPartiesCurrent,,,21925.000,,,
Liabilities,9500.000,9700.000,21925.000,240323.000,104185.000,217757.000
LiabilitiesAndStockholdersEquity,567.000,4471.000,388.000,169898.000,397655.000,566904.000
LiabilitiesCurrent,,,21925.000,240323.000,104185.000,217757.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired,350.000,350.000,,,,
NotesAndLoansPayable,9500.000,9700.000,,,,
NotesPayableCurrent,,,21925.000,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,21925.000,,8616.000,8616.000
OperatingLossCarryforwards,,,0.000,,,
PrepaidExpenseCurrent,,,,,1500.000,230038.000
PropertyPlantAndEquipmentNet,,,283.000,,,1136.000
RealEstateAccumulatedDepreciation,-32.000,-50.000,,,,
RetainedEarningsAccumulatedDeficit,,,,,-517530.000,-701853.000
StockholdersEquity,-8933.000,-5229.000,-21537.000,-70425.000,293470.000,349147.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-8933.000,-5229.000,-21537.000,-70425.000,293470.000,349147.000
