,2012-07-31,2013-07-31,2014-07-31,2015-07-31,2016-07-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,2600000.000,600000.000,100000.000,3800000.000,15000000.000
AdvertisingExpense,6500000.000,5000000.000,5000000.000,4900000.000,6800000.000
AllocatedShareBasedCompensationExpense,21791000.000,19424000.000,22099000.000,18154000.000,20864000.000
AllowanceForDoubtfulAccountsReceivableChargeOffs,1626000.000,,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,1424000.000,3376000.000,2221000.000,3646000.000
AmortizationOfFinancingCosts,,,,,600000.000
AmortizationOfIntangibleAssets,4500000.000,4800000.000,6900000.000,6800000.000,5800000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2208047.000,298408.000,3684735.000,5905374.000,5797007.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,400000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,21500000.000
CapitalizedComputerSoftwareImpairments,,,,29100000.000,
CapitalizedComputerSoftwarePeriodIncreaseDecrease,,,,,29800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,66103000.000,-76481000.000,95037000.000,297344000.000,-300163000.000
ComprehensiveIncomeNetOfTax,167301000.000,170907000.000,205788000.000,171050000.000,229959000.000
CostOfGoodsSold,136971000.000,167236000.000,174493000.000,136412000.000,140959000.000
CurrentFederalTaxExpenseBenefit,102152000.000,87484000.000,90207000.000,95468000.000,103127000.000
CurrentForeignTaxExpenseBenefit,8460000.000,9090000.000,10077000.000,11062000.000,10855000.000
CurrentStateAndLocalTaxExpenseBenefit,3332000.000,3871000.000,1912000.000,1160000.000,5347000.000
DebtInstrumentBasisSpreadOnVariableRate1,,0.015,0.015,0.013,0.013
DeferredFederalIncomeTaxExpenseBenefit,-14557000.000,-1073000.000,-9589000.000,5841000.000,7019000.000
DeferredForeignIncomeTaxExpenseBenefit,-2989000.000,-2591000.000,-980000.000,-1159000.000,-994000.000
DeferredIncomeTaxExpenseBenefit,-17579000.000,-3605000.000,-10838000.000,4365000.000,5740000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-461000.000,66000.000,-279000.000,-86000.000,151000.000
Depreciation,34800000.000,42000000.000,37000000.000,34900000.000,34200000.000
DepreciationAmortizationAndAccretionNet,,,,,49643000.000
DepreciationDepletionAndAmortization,48167000.000,56728000.000,53726000.000,48893000.000,48575000.000
DirectOperatingCosts,377604000.000,458228000.000,520423000.000,526291000.000,582904000.000
EarningsPerShareBasic,1.420,1.440,1.420,1.750,2.360
EarningsPerShareDiluted,1.390,1.390,1.360,1.670,2.210
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-610000.000,-1895000.000,1369000.000,-6179000.000,-11289000.000
EffectiveIncomeTaxRateContinuingOperations,0.345,0.350,0.338,0.338,0.317
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.019,-0.018,-0.021,-0.019,-0.018
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,0.001,0.001,0.001,-0.036
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.002,0.006,-0.003,-0.005,0.012
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.012,0.011,0.011,0.011,0.009
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,4367000.000,6097000.000,2289000.000,2971000.000,0.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,-4367000.000,-6097000.000,-2289000.000,2971000.000,0.000
FederalIncomeTaxExpenseBenefitContinuingOperations,87595000.000,86411000.000,80618000.000,101309000.000,110146000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,5471000.000,6499000.000,9097000.000,9903000.000,9861000.000
GainLossOnSaleOfPropertyPlantEquipment,-143000.000,-962000.000,-1461000.000,918000.000,54000.000
GeneralAndAdministrativeExpense,114492000.000,137930000.000,164535000.000,138975000.000,138116000.000
GoodwillAcquiredDuringPeriod,1420000.000,73414000.000,7724000.000,-790000.000,0.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,-11652000.000
GoodwillTranslationAdjustments,-3602000.000,-2389000.000,8593000.000,-11140000.000,
ImpairmentChargeOnReclassifiedAssets,,,29100000.000,,
ImpairmentOfLongLivedAssetsToBeDisposedOf,8771000.000,,29104000.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,237596000.000,236118000.000,218450000.000,286169000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,278056000.000,276872000.000,270035000.000,332069000.000,395865000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,40460000.000,40754000.000,51585000.000,45900000.000,
IncomeLossFromEquityMethodInvestments,,,,,-895000.000
IncomeTaxExaminationPenaltiesAndInterestExpense,73800000.000,73800000.000,73800000.000,,
IncomeTaxExpenseBenefit,95937000.000,96847000.000,91348000.000,112286000.000,125505000.000
IncomeTaxesPaid,106581000.000,95182000.000,82813000.000,109925000.000,127981000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-3607000.000,14749000.000,5425000.000,-3926000.000,48347000.000
IncreaseDecreaseInAccountsReceivable,-16202000.000,-31171000.000,-12870000.000,20417000.000,54213000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-2545000.000,1609000.000,2816000.000,-1971000.000,2788000.000
IncreaseDecreaseInBookOverdrafts,,16291000.000,-16291000.000,0.000,0.000
IncreaseDecreaseInDeferredRevenue,-243000.000,-871000.000,-661000.000,-438000.000,983000.000
IncreaseDecreaseInIncomeTaxesReceivable,7082000.000,-752000.000,9267000.000,806000.000,12649000.000
IncreaseDecreaseInInventories,-218000.000,-1777000.000,4012000.000,1731000.000,2509000.000
IncreaseDecreaseInOtherOperatingAssets,-1951000.000,-18714000.000,-8900000.000,-10125000.000,-4164000.000
IncreaseDecreaseInOtherOperatingLiabilities,1622000.000,560000.000,1503000.000,-1666000.000,1839000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,6026000.000,-5971000.000,-4500000.000,-69000.000,738000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,3308000.000,4869000.000,5537.000,5511000.000,7724000.000
InterestExpense,,,8768000.000,18121000.000,23606000.000
InterestExpenseDebt,11341000.000,10267000.000,,,
InterestPaid,11333000.000,10267000.000,8768000.000,18121000.000,23606000.000
InterestRevenueExpenseNet,,,,,-22157000.000
InvestmentIncomeInterest,357000.000,638000.000,491000.000,817000.000,1449000.000
NetCashProvidedByUsedInFinancingActivities,-114873000.000,-65891000.000,-76823000.000,120362000.000,-448496000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-114873000.000,-65891000.000,-76823000.000,120362000.000,-448496000.000
NetCashProvidedByUsedInInvestingActivities,-48087000.000,-208021000.000,-92103000.000,-81915000.000,-172876000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-48087000.000,-208021000.000,-92103000.000,-81915000.000,-172876000.000
NetCashProvidedByUsedInOperatingActivities,229673000.000,199326000.000,262594000.000,265076000.000,332498000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,229673000.000,199326000.000,262594000.000,265076000.000,332498000.000
NetIncomeLoss,182119000.000,180025000.000,178687000.000,219783000.000,270360000.000
NonoperatingIncomeExpense,-8297000.000,-6120000.000,-4899000.000,-12332000.000,-10605000.000
OperatingCostsAndExpenses,637838000.000,763394000.000,888555000.000,801678000.000,861979000.000
OperatingIncomeLoss,286353000.000,282992000.000,274934000.000,344401000.000,406470000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,-3110000.000,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxPortionAttributableToParent,1762000.000,-1647000.000,-1125000.000,1026000.000,342000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-11708000.000,-10487000.000,26428000.000,-49518000.000,-40684000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,-3110000.000,1369000.000,673000.000,785000.000,283000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-11708000.000,-10487000.000,26428000.000,-49518000.000,-40684000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,744000.000,1141000.000,320000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,-1467000.000,-582000.000,-178000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,-1624000.000,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,874000.000,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,2993000.000,2140000.000,1926000.000,603000.000
OtherNonoperatingIncomeExpense,2687000.000,3509000.000,3378000.000,4972000.000,11552000.000
PaymentsForRepurchaseOfCommonStock,203285000.000,15009000.000,572000.000,237306000.000,457894000.000
PaymentsOfDebtIssuanceCosts,313000.000,,,955000.000,1179000.000
PaymentsToAcquireAvailableForSaleSecurities,,,,,21119000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,2564000.000,84022000.000,14300000.000,0.000,0.000
PaymentsToAcquireEquityMethodInvestments,,,,4500000.000,0.000
PaymentsToAcquireProductiveAssets,,,,,173917000.000
PaymentsToAcquirePropertyPlantAndEquipment,54832000.000,130265000.000,81510000.000,79153000.000,173917000.000
ProceedsFromIssuanceOfLongTermDebt,125000000.000,,,698939000.000,93468000.000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,1957000.000,1948000.000,2339000.000,3079000.000,3369000.000
ProceedsFromRepaymentsOfLinesOfCredit,,,,,238000000.000
ProceedsFromSaleOfAvailableForSaleSecurities,,,,,21498000.000
ProceedsFromSaleOfProductiveAssets,8041000.000,3189000.000,858000.000,217000.000,100000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,1268000.000,3077000.000,2849000.000,1521000.000,562000.000
ProceedsFromStockOptionsExercised,13651000.000,21442000.000,10412000.000,3634000.000,13240000.000
ProvisionForDoubtfulAccounts,-192000.000,-356000.000,1087000.000,-578000.000,1175000.000
RepaymentsOfLongTermDebt,56250000.000,96660000.000,75000000.000,350000000.000,337500000.000
RestructuringCharges,2200000.000,,,,
Revenues,924191000.000,1046386000.000,1163489000.000,1146079000.000,1268449000.000
SalesRevenueGoodsNet,166919000.000,196719000.000,205076000.000,160716000.000,164070000.000
SalesRevenueNet,924191000.000,1046386000.000,1163489000.000,1146079000.000,1268449000.000
SalesRevenueServicesNet,757272000.000,849667000.000,958413000.000,985363000.000,1104379000.000
