,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AmortizationOfFinancingCosts,,,,,,,,,15000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,2300000.000,1800000.000,,1700000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,2249000.000,,,,-126000.000,,,
ComprehensiveIncomeNetOfTax,,,-5037000.000,-3141000.000,-2246000.000,773000.000,-1005000.000,-61000.000,-927000.000,-4217000.000
CostOfGoodsSold,331000.000,504000.000,,,,,,,,
CostOfGoodsSoldSubscription,,,263000.000,242000.000,288000.000,317000.000,318000.000,298000.000,315000.000,316000.000
CostOfRevenue,2368000.000,2777000.000,2343000.000,2091000.000,1846000.000,1508000.000,1344000.000,1233000.000,1173000.000,1159000.000
DepreciationDepletionAndAmortization,,,614000.000,,,,388000.000,,,
EarningsPerShareBasic,0.050,-0.070,-0.260,-0.140,-0.100,0.070,-0.040,0.000,-0.040,
EarningsPerShareDiluted,0.050,-0.070,-0.260,-0.140,-0.100,0.070,-0.040,0.000,-0.040,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-1000.000,,,,-1000.000,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,0.000,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,0.720,,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,0.006,,,
GeneralAndAdministrativeExpense,2078000.000,1922000.000,2218000.000,1971000.000,1948000.000,1412000.000,1377000.000,1286000.000,1487000.000,1127000.000
GrossProfit,10029000.000,7759000.000,4743000.000,5057000.000,4982000.000,5573000.000,4134000.000,4097000.000,4047000.000,3875000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,927000.000,-1197000.000,-4993000.000,-3101000.000,-2160000.000,792000.000,-990000.000,-21000.000,-905000.000,-4919000.000
IncomeTaxExpenseBenefit,43000.000,46000.000,43000.000,40000.000,86000.000,19000.000,14000.000,33000.000,27000.000,-705000.000
IncomeTaxesPaid,,,2000.000,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,568000.000,,,,-311000.000,,,
IncreaseDecreaseInAccountsReceivable,,,-2217000.000,,,,-1121000.000,,,
IncreaseDecreaseInAccruedLiabilities,,,-101000.000,,,,-330000.000,,,
IncreaseDecreaseInDeferredRevenue,,,-2463000.000,,,,-2582000.000,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,32000.000,,,,60000.000,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,-51000.000,,,,-78000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,16000.000,,,,-300000.000,,,
InterestAndOtherIncome,3000.000,-5000.000,-59000.000,124000.000,1030000.000,465000.000,-244000.000,313000.000,-209000.000,99000.000
InterestPaid,,,8000.000,,,,23000.000,,,
LicenseCosts,,,244000.000,255000.000,236000.000,239000.000,65000.000,71000.000,64000.000,58000.000
LicensesRevenue,,,2331000.000,2569000.000,2018000.000,1852000.000,756000.000,659000.000,1057000.000,539000.000
NetCashProvidedByUsedInFinancingActivities,,,6498000.000,,,,2100000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,6498000.000,,,,2100000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-249000.000,,,,-123000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-249000.000,,,,-123000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-3999000.000,,,,-2102000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-3999000.000,,,,-2102000.000,,,
NetIncomeLoss,884000.000,-1243000.000,-5036000.000,-3141000.000,-2246000.000,773000.000,-1004000.000,-54000.000,-932000.000,-4214000.000
OperatingExpenses,9105000.000,8951000.000,9677000.000,8282000.000,8172000.000,5246000.000,4880000.000,4431000.000,4743000.000,8893000.000
OperatingIncomeLoss,924000.000,-1192000.000,-4934000.000,-3225000.000,-3190000.000,327000.000,-746000.000,-334000.000,-696000.000,-5018000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,-1000.000,,,,-1000.000,-7000.000,5000.000,-3000.000
PaymentsForPostemploymentBenefits,,,,,600000.000,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,249000.000,,,,123000.000,,,
ProceedsFromIssuanceOfCommonStock,,,6511000.000,,,,,,,
ProceedsFromLinesOfCredit,,,3000000.000,,,,2300000.000,,,
ProceedsFromStockOptionsExercised,,,1000.000,,,,,,,
RepaymentsOfLinesOfCredit,,,3000000.000,,,,200000.000,,,
ResearchAndDevelopmentExpense,2550000.000,2347000.000,2570000.000,1933000.000,1395000.000,1100000.000,1073000.000,934000.000,959000.000,812000.000
RestructuringAndRelatedCostNumberOfPositionsEliminatedPeriodPercent,,,,,0.300,,,,,
RestructuringCharges,,,,,1462000.000,,,,,
RestructuringReserveAccrualAdjustment,,,,,,,-3000.000,,,
RestructuringReserveSettledWithCash,,,,,,,91000.000,,,
Revenues,12397000.000,10536000.000,7086000.000,7148000.000,6828000.000,7081000.000,5478000.000,5330000.000,5220000.000,5034000.000
SalesRevenueGoodsNet,7164000.000,6078000.000,,,,,,,,
SalesRevenueNet,12397000.000,10536000.000,7086000.000,7148000.000,6828000.000,7081000.000,5478000.000,5330000.000,5220000.000,5034000.000
SellingAndMarketingExpense,4477000.000,4682000.000,4889000.000,4378000.000,3367000.000,2734000.000,2430000.000,2211000.000,2297000.000,2167000.000
SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInOtherAssumptionPercent,,,,,,,0.160,,,
ShareBasedCompensation,,,263000.000,,,,233000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,,,,90595.000,,143333.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,0.000,0.000,,0.000,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,0.630,0.630,,0.750,0.740,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,0.012,0.008,,0.008,0.009,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,,,,,18750.000,,0.000,
StockIssued1,,,2368000.000,,,,,,,
SubscriptionRevenue,,,763000.000,921000.000,1200000.000,1640000.000,1564000.000,1659000.000,1686000.000,1800000.000
TechnologyServicesCosts,2037000.000,2273000.000,1836000.000,1594000.000,1322000.000,952000.000,961000.000,864000.000,794000.000,785000.000
TechnologyServicesRevenue,5233000.000,4458000.000,3992000.000,3658000.000,3610000.000,3589000.000,3158000.000,3012000.000,2477000.000,2695000.000
WeightedAverageNumberOfDilutedSharesOutstanding,19485000.000,18883000.000,19157000.000,23263000.000,23368000.000,-43478000.000,23546000.000,23620000.000,23739000.000,
WeightedAverageNumberOfSharesOutstandingBasic,18812000.000,18883000.000,19157000.000,23263000.000,23368000.000,-43478000.000,23546000.000,23620000.000,23739000.000,
