,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrentAndNoncurrent,8983000.000,8616000.000,9156000.000,9052000.000
AccountsReceivableNet,13602000.000,13330000.000,13569000.000,13635000.000
AdditionalPaidInCapital,33983000.000,34150000.000,34298000.000,34424000.000
Assets,63466000.000,62462000.000,64241000.000,63834000.000
CashAndCashEquivalentsAtCarryingValue,981000.000,1012000.000,1862000.000,1228000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,30000000.000,30000000.000,30000000.000,30000000.000
CommonStockSharesIssued,6503128.000,6503128.000,6503128.000,6503128.000
CommonStockSharesOutstanding,6503128.000,6503128.000,6503128.000,6503128.000
CommonStockValue,7000.000,7000.000,7000.000,7000.000
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,1362000.000,1731000.000,1558000.000,1280000.000
InventoryNet,3385000.000,3355000.000,4357000.000,5087000.000
Liabilities,25501000.000,24865000.000,26239000.000,26208000.000
LiabilitiesAndStockholdersEquity,63466000.000,62462000.000,64241000.000,63834000.000
LongTermDebt,0.000,,,
NotesPayable,9224000.000,8360000.000,9320000.000,9526000.000
OtherAccruedLiabilitiesCurrentAndNoncurrent,2259000.000,2521000.000,2640000.000,2838000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssets,1463000.000,2228000.000,1781000.000,1884000.000
PropertyPlantAndEquipmentNet,24753000.000,24360000.000,24053000.000,23579000.000
RetainedEarningsAccumulatedDeficit,3975000.000,3440000.000,3697000.000,3195000.000
SecuredDebt,3673000.000,3637000.000,3565000.000,3512000.000
StockholdersEquity,37965000.000,37597000.000,38002000.000,37626000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,37965000.000,37597000.000,38002000.000,37626000.000
