,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,0.000,5000.000,0.000,0.000,10584.000,0.000,0.000,,,81.000,81.000,81.000,81.000,1520.000,97908.000,,,,,,,151655.000
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,,,69071.000
AccountsPayableCurrent,17668.000,4734.000,6200.000,10527.000,2939.000,2939.000,5452.000,1280.000,4099.000,5430.000,-9320.000,18233.000,10505.000,10796.000,-103379.000,,,,,,,
AccountsPayableRelatedParties,0.000,,,,,,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,0.000,0.000,,,,,,,,,,,,,,,,,,,
AccruedLiabilities,6908.000,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,6908.000,6908.000,9282.000,9282.000,8159.000,5784.000,6239.000,6239.000,466.000,-466.000,466.000,466.000,466.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,30788.000,36040.000,-41293.000,-46545.000,-52751.000,-61094.000,-67967.000,-16564.000,-18496.000,-19689.000,23210.000,26781.000,28163.000,,,,,,,,219825.000
AdditionalPaidInCapital,16553616.000,16621865.000,17038065.000,17038065.000,17509748.000,17514685.000,18117111.000,18166486.000,18166486.000,18353686.000,-18471687.000,18471686.000,18711241.000,18711241.000,,,,,,,,20834378.000
AssetRetirementObligation,24917.000,24917.000,40915.000,40915.000,40915.000,40915.000,40497.000,40497.000,26027.000,14470.000,-14470.000,14470.000,14470.000,14470.000,,,,,,,,28643.000
Assets,129518.000,99224.000,202747.000,389039.000,319974.000,248313.000,392329.000,352337.000,223198.000,136062.000,203715.000,164994.000,310899.000,182744.000,,,,,,,,1794801.000
AssetsCurrent,57815.000,31073.000,147635.000,339180.000,163003.000,60095.000,205767.000,181006.000,83218.000,7637.000,73187.000,16615.000,169224.000,95245.000,287133.000,,,,,,,260529.000
AssetsFairValueDisclosure,,,,,,,205767.000,,,,73106.000,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,,,,,,,,,,,,700000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,,,,,,,,,,,,1925093.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,,,,-276343.000,,,,,,,
