,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableTradeCurrent,80335000.000,98245000.000,161587000.000,203986000.000,287928000.000,230255000.000,241994000.000,136862000.000,104981000.000,107882000.000,84449000.000,63670000.000,63082000.000,58272000.000,40842000.000,35102000.000,24841000.000
AccountsReceivableNet,,,,13459000.000,,,,,,,,,,,,,
AccountsReceivableNetCurrent,43230000.000,67929000.000,70679000.000,50715000.000,118402000.000,88471000.000,52430000.000,63147000.000,51117000.000,58200000.000,61757000.000,51591000.000,47031000.000,53229000.000,44575000.000,47697000.000,49264000.000
AccruedBonusesCurrent,,,4845000.000,582000.000,2426000.000,3683000.000,3503000.000,4049000.000,2673000.000,3846000.000,4449000.000,,,,5109000.000,,
AccruedIncomeTaxesCurrent,14131000.000,2869000.000,,,25013000.000,25601000.000,15267000.000,15591000.000,10971000.000,1708000.000,1946000.000,,,,,,
AccruedLiabilitiesCurrent,7658000.000,11141000.000,12898000.000,15502000.000,56605000.000,66289000.000,59013000.000,63381000.000,45357000.000,61445000.000,48501000.000,55426000.000,47005000.000,66727000.000,51966000.000,30718000.000,28544000.000
AccruedPayrollTaxesCurrentAndNoncurrent,,,,,,,2929000.000,3315000.000,2343000.000,3433000.000,2563000.000,,,,376000.000,,
AccruedProfessionalFeesCurrent,,,,,14242000.000,4456000.000,4971000.000,4727000.000,157000.000,133000.000,135000.000,,,,1955000.000,,
AccruedReclamationCostsCurrent,,395000.000,396000.000,1552000.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,23237000.000,26932000.000,30629000.000,37283000.000,44931000.000,57527000.000,72397000.000,85959000.000,102678000.000,119942000.000,141070000.000,160451000.000,192340000.000,234821000.000,253453000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1193000.000,-3817000.000,-8481000.000,-5951000.000,-10172000.000,-9646000.000,-9433000.000,-12727000.000,-12065000.000,-7848000.000,-6451000.000,-7303000.000,-7412000.000,-15704000.000,-3323000.000,1466000.000,1402000.000
