,2011-06-30,2011-09-30,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,,,,,52493.000,-12102.000,7283.000,42363.000,-21083.000,12794.000,-2275.000,-45778.000,11675.000
AdministrativeFeesAmountPaid,,,17878.000,35726.000,40646.000,,,,,,,,,,,,,,,,
AffiliateCosts,13219.000,11675.000,17171.000,18561.000,27461.000,28053.000,28654.000,34968.000,41582.000,10596.000,27224.000,1.000,36286.000,,0.000,,,,,,
AmortizationOfDebtDiscountPremium,2025.000,1946.000,3217.000,3386.000,3516.000,3585.000,3643.000,14828.000,3822.000,4096.000,4450.000,13590.000,6124.000,-5520.000,-6650.000,,,,,,
AmortizationOfDeferredLoanOriginationFeesNet,,,,,-3516.000,,,,-3822.000,,,,-6124.000,-5520.000,-6650.000,-14852.000,,,,,
AmortizationOfFinancingCosts,,,,,27840.000,,,,31509.000,,,,31691.000,42526.000,37913.000,27352.000,18340.000,,9799.000,,
AssetManagementCosts,,,,,,0.000,0.000,,0.000,18031.000,19422.000,1.000,0.000,0.000,0.000,,0.000,,,,
AssetManagementFees,,,23623.000,25234.000,0.000,,,,,,,,,,,,,,,,
AssetManagementFees1,,,,,,0.000,0.000,,0.000,18031.000,19422.000,1.000,0.000,0.000,0.000,,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-1039517.000,,,,647126.000,,,,-130142.000,708709.000,1180478.000,-1214520.000,1101996.000,978881.000,205931.000,-1900793.000,773397.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,,,,,,,,,,,,,-332912.000,526229.000,475803.000,1162877.000,474784.000,409581.000,486531.000,651122.000,734950.000
FeesAndCommissions,,,12900.000,60125.000,28540.000,33200.000,42647.000,47010.000,52701.000,59288.000,62050.000,22525.000,27925.000,71603.000,126202.000,142805.000,132088.000,118380.000,,,
FeesAndCommissionsOther,,,1192.000,3465.000,8313.000,1959.000,12438.000,5514.000,8319.000,6451.000,10045.000,11518.000,4322.000,12273.000,13567.000,26057.000,22249.000,18975.000,,,
FinancingReceivableModificationsNumberOfContracts2,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,
IncreaseDecreaseDueFromAffiliates,,,,,20089.000,,,,-15037.000,,,,-77347.000,,,,,3541.000,-3541.000,,
IncreaseDecreaseInAccountsPayable,,,,,-9031.000,,,,27018.000,,,,,,,,2124.000,-2124.000,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,1898.000,,,,5461.000,,,,20407.000,1053.000,13042.000,-1570.000,39022.000,2586.000,16239.000,52710.000,-1338.000
IncreaseDecreaseInDeferredCharges,,,,,40646.000,,,,30878.000,,,,,,,,,,,,
IncreaseDecreaseInDueToAffiliates,,,,,20059.000,,,,-15650.000,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,,,,,,-462.000,1.000,-432.000,-13441.000,2525.000,-1.000,-624.000,0.000,-873.000
IncreaseDecreaseInOtherReceivables,,,,,1101.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,-25000.000,,,,,,,,,,,,
InterestAndFeeIncomeLoansAndLeases,136197.000,170701.000,133220.000,168162.000,261296.000,253450.000,242866.000,306969.000,315177.000,333001.000,341278.000,374061.000,398467.000,414236.000,464914.000,,,,,,
InterestAndFeeIncomeOtherLoans,2025.000,1946.000,3217.000,3386.000,3516.000,3585.000,3643.000,14828.000,3822.000,4096.000,4450.000,13590.000,6124.000,5520.000,6650.000,14852.000,,,,,
InterestIncomeOperating,138765.000,171697.000,136437.000,171548.000,264812.000,257035.000,246509.000,321797.000,318999.000,337097.000,345728.000,387651.000,404591.000,,,,,,,,
InterestRevenueExpenseNet,136740.000,169751.000,133220.000,168162.000,261296.000,253450.000,242866.000,306969.000,315177.000,333001.000,341278.000,374061.000,398467.000,411164.000,462963.000,559224.000,594992.000,625924.000,696544.000,766544.000,835980.000
LateFeeIncomeGeneratedByServicingFinancialAssetsAmount,589.000,277.000,1908.000,996.000,2849.000,481.000,2623.000,1078.000,1219.000,3058.000,3264.000,2883.000,2260.000,3072.000,1951.000,3963.000,3254.000,3559.000,4539.000,3676.000,6189.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,,,,0.010,,,,0.010,,,,0.010,0.010,0.010,-0.020,0.010,0.010,0.010,-0.020,0.010
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,,,,,,,,,,,,,0.990,0.990,0.990,-1.980,0.990,0.990,0.990,-1.980,0.990
LoansAndLeasesReceivableCommitmentsToPurchaseOrSell,,,,,1000000.000,,,,,,,,,,,,,,,,
MortgageLoansOnRealEstateCollectionsOfPrincipal,,,,,,,,,,,,,,,,,,,,,5236520.000
MortgageLoansOnRealEstateMaximumInterestRateInRange,,,,,0.110,,,,0.110,,0.100,,0.100,,,,0.100,,,,
MortgageLoansOnRealEstateMinimumInterestRateInRange,,,,,0.077,,,,0.072,,0.072,,0.072,,,,0.075,,,,
MortgageLoansOnRealEstateNewMortgageLoans,,,,,,,,,,,,,,,,,0.000,,,,8607733.000
MortgageLoansOnRealEstateNumberOfLoans,,,,,42.000,,,,48.000,,,,53.000,,,,,,,,
