,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,54986000.000,,,,57365000.000,,,,59272000.000,,,,60818000.000,,,,61605000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2579000.000,-3107000.000,-3702000.000,-3171000.000,-3965000.000,-2556000.000,-1327000.000,-2202000.000,-10484000.000,-12435000.000,-7038000.000,-7493000.000,-5339000.000,-7232000.000,-7713000.000,-7023000.000,-7211000.000,-10963000.000,-12659000.000,-15330000.000,-8083000.000,-7437000.000,-8762000.000,-6128000.000
AdditionalPaidInCapital,65539000.000,65714000.000,65999000.000,65985000.000,66051000.000,66118000.000,66189000.000,66109000.000,66162000.000,66168000.000,66212000.000,66297000.000,115183000.000,115290000.000,115332000.000,115489000.000,115651000.000,115773000.000,115918000.000,116087000.000,116311000.000,116468000.000,116653000.000,116938000.000
Assets,1981409000.000,1940704000.000,1941418000.000,1981548000.000,1985658000.000,1903400000.000,2045799000.000,1954044000.000,1932934000.000,2032788000.000,2004034000.000,2059419000.000,2046864000.000,2033099000.000,2061787000.000,2097510000.000,2065053000.000,2049594000.000,2077863000.000,2121295000.000,2159774000.000,2112751000.000,2251188000.000,2353313000.000
AvailableForSaleSecurities,145613000.000,188187000.000,307564000.000,359371000.000,398895000.000,412346000.000,579886000.000,575746000.000,584937000.000,373478000.000,372191000.000,400212000.000,329814000.000,362243000.000,385486000.000,399252000.000,399836000.000,408836000.000,456066000.000,500912000.000,764551000.000,531057000.000,531838000.000,611054000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,517000.000,1147000.000,432000.000,698000.000,504000.000,383000.000,1440000.000,7944000.000,4498000.000,1011000.000,1256000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,5671000.000,7355000.000,5609000.000,6439000.000,11379000.000,15036000.000,18341000.000,16769000.000,11980000.000,14606000.000,10637000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,405635000.000,416691000.000,582141000.000,579489000.000,602759000.000,386491000.000,376286000.000,405326000.000,331513000.000,367397000.000,391694000.000,404429000.000,405577000.000,419711000.000,470719000.000,517813000.000,773376000.000,538539000.000,545433000.000,620435000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,2739000.000,2591000.000,2307000.000,3323000.000,8079000.000,11821000.000,14087000.000,14221000.000,10771000.000,9463000.000,6869000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,5671000.000,7355000.000,5609000.000,6439000.000,11379000.000,15036000.000,18341000.000,16769000.000,11980000.000,14606000.000,10637000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,168858000.000,144858000.000,167513000.000,191598000.000,362215000.000,237661000.000,180985000.000,188587000.000,185961000.000,313597000.000,310437000.000,330954000.000,328325000.000,360340000.000,387811000.000,405076000.000,361484000.000,296744000.000,429110000.000,407627000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,2932000.000,4764000.000,3302000.000,3116000.000,3300000.000,3215000.000,4254000.000,2548000.000,1209000.000,5143000.000,3768000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,159695000.000,135315000.000,155213000.000,179939000.000,347061000.000,220621000.000,170149000.000,135924000.000,126956000.000,241940000.000,241626000.000,244747000.000,205184000.000,166128000.000,142402000.000,180528000.000,98644000.000,92145000.000,216050000.000,207533000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,9163000.000,9543000.000,12300000.000,11659000.000,15154000.000,17040000.000,10836000.000,52663000.000,59005000.000,71657000.000,68811000.000,86207000.000,123141000.000,194212000.000,245409000.000,224548000.000,262840000.000,204599000.000,213060000.000,200094000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,,,34110000.000,37930000.000,34389000.000,29271000.000,23161000.000,11887000.000,37361000.000,36724000.000,36773000.000,35588000.000,33501000.000,33586000.000,34843000.000,36261000.000,36167000.000,18573000.000,16855000.000,18267000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,,,35018000.000,38730000.000,34049000.000,28885000.000,22649000.000,11563000.000,37057000.000,36218000.000,36536000.000,35221000.000,32811000.000,33077000.000,34171000.000,36045000.000,36216000.000,18538000.000,16594000.000,18089000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,,29100000.000,25685000.000,16566000.000,4425000.000,4725000.000,6233000.000,5817000.000,5811000.000,5804000.000,9048000.000,6900000.000,6898000.000,6897000.000,7255000.000,6621000.000,11575000.000,4575000.000,4923000.000
