,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,9808000.000,10053000.000,10534000.000,9254000.000,8667000.000,10159000.000,11407000.000,13267000.000,14700000.000
AccountsReceivableNetCurrent,58551000.000,49252000.000,62886000.000,51402000.000,61304000.000,60509000.000,59185000.000,60825000.000,61919000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,100718000.000,,,,118931000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,13453000.000,13131000.000,12813000.000,12490000.000,14195000.000,-13819000.000,-13443000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,-2148000.000,-1755000.000,-2419000.000,-2172000.000,-2238000.000,-2168000.000,-2535000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-9597000.000,-9608000.000,-15601000.000,-14886000.000,-15232000.000,-14662000.000,-16433000.000,-15987000.000,-15978000.000
AllowanceForDoubtfulAccountsReceivable,4568000.000,5094000.000,4615000.000,4295000.000,4208000.000,4562000.000,4856000.000,4782000.000,4477000.000
Assets,211185000.000,218683000.000,238968000.000,235346000.000,221600000.000,238965000.000,269092000.000,281691000.000,300089000.000
AssetsCurrent,80212000.000,78585000.000,96140000.000,99512000.000,87010000.000,110505000.000,137683000.000,156250000.000,172543000.000
BusinessAcquisitionContingentConsiderationAtFairValue,,,,1100000.000,1100000.000,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,12000000.000,12000000.000,,,,
CapitalizedComputerSoftwareGross,,,73561000.000,,,,83239000.000,,
CashAndCashEquivalentsAtCarryingValue,8215000.000,15985000.000,19715000.000,36185000.000,11073000.000,37051000.000,66469000.000,83735000.000,95065000.000
CommonStockParOrStatedValuePerShare,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,32338000.000,32338000.000,32338000.000,32338000.000,32338000.000,32338000.000,32338000.000,32338000.000,32338000.000
CommonStockValue,16169000.000,16169000.000,16169000.000,16169000.000,16169000.000,16169000.000,16169000.000,16169000.000,16169000.000
CostMethodInvestmentsAggregateCarryingAmount,,,1700000.000,,,,,,
DebtInstrumentBasisSpreadOnVariableRate,,,0.010,,,,,,
DeferredRevenueCurrent,47746000.000,44646000.000,37080000.000,38137000.000,52307000.000,49280000.000,38497000.000,39966000.000,50996000.000
DeferredTaxAssetsGrossCurrent,,,6398000.000,,,,5513000.000,,
DeferredTaxAssetsGrossNoncurrent,,,26464000.000,,,,28430000.000,,
DeferredTaxAssetsLiabilitiesNet,,,5096000.000,,,,7897000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,5047000.000,4586000.000,5513000.000,5404000.000,4911000.000
DeferredTaxAssetsNet,,,31600000.000,,,,33021000.000,,
DeferredTaxAssetsNetCurrent,4707000.000,4678000.000,6398000.000,5409000.000,,,,,
DeferredTaxAssetsNetNoncurrent,,,,1637000.000,1326000.000,1921000.000,2384000.000,2836000.000,2473000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,1314000.000,,,,,,
DeferredTaxAssetsOther,,,1316000.000,,,,1590000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,11237000.000,,,,10862000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,7573000.000,,,,8814000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,5084000.000,,,,5513000.000,,
DeferredTaxAssetsValuationAllowance,,,1262000.000,,,,922000.000,,
DeferredTaxLiabilities,,,26504000.000,,,,25124000.000,,
DeferredTaxLiabilitiesNoncurrent,2241000.000,2809000.000,1302000.000,,,,,,
DeferredTaxLiabilitiesOther,,,1168000.000,,,,2222000.000,,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,,,0.044,,,,0.039,,
DefinedBenefitPlanFairValueOfPlanAssets,,,28471000.000,,,,32776000.000,,
DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateBenefitObligation,,,,,,,17100000.000,,
DividendsPayableCurrent,,,2727000.000,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,20585000.000,,,,26253000.000,,
EquityMethodInvestments,,,,,,7506000.000,12501000.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,3118000.000,,,,5586000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,65000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,2358000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,275000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,1281000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,1983000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,2215000.000,,
FiniteLivedIntangibleAssetsGross,,,13644000.000,,,,13763000.000,,
FiniteLivedIntangibleAssetsNet,5701000.000,12223000.000,10526000.000,10067000.000,9171000.000,8669000.000,8177000.000,7447000.000,6893000.000
FixturesAndEquipmentGross,,,8598000.000,,,,9218000.000,,
Goodwill,38895000.000,44518000.000,45430000.000,45627000.000,45242000.000,45359000.000,45540000.000,45364000.000,45461000.000
IndefiniteLivedIntangibleAssets,,,0.000,,,,,,
LeaseholdImprovementsGross,,,17833000.000,,,,18780000.000,,
LettersOfCreditOutstandingAmount,,,200000.000,,,,200000.000,,
Liabilities,108642000.000,100573000.000,112152000.000,109134000.000,113912000.000,114243000.000,115683000.000,110116000.000,119189000.000
LiabilitiesAndStockholdersEquity,211185000.000,218683000.000,238968000.000,235346000.000,221600000.000,238965000.000,269092000.000,281691000.000,300089000.000
LiabilitiesCurrent,83427000.000,75402000.000,79890000.000,76589000.000,83669000.000,83276000.000,83783000.000,79712000.000,89837000.000
LiabilitiesNoncurrent,,,,,,,,30404000.000,29352000.000
LineOfCreditFacilityAmountOutstanding,,,,,0.000,0.000,0.000,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,225000000.000,,,,,,
LongTermDebtCurrent,5000000.000,0.000,,,,,,,
LongTermInvestments,17256000.000,12816000.000,14913000.000,9608000.000,11945000.000,7506000.000,12501000.000,9114000.000,13934000.000
LossContingencyEstimateOfPossibleLoss,,,400000.000,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,43113000.000,,,,37248000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,7991000.000,,,,7179000.000,,
OperatingLeasesFutureMinimumPaymentsDueFutureMinimumSubleaseRentals,,,2117000.000,,,,1919000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,5041000.000,,,,4831000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,5250000.000,,,,5003000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,5132000.000,,,,5275000.000,,
