,2011-12-31,2012-06-30,2013-06-30,2013-09-30,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-320000.000,-227000.000,,
AllocatedShareBasedCompensationExpense,3131000000.000,3238000.000,3551000.000,4127000.000,8689000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,5703000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1092000.000,1100000.000,292000.000,183000.000,473000.000
BusinessExitCosts1,,,723000.000,,
CapitalExpendituresIncurredButNotYetPaid,,,2709000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-4696000.000,27567000.000,,
CommonStockDividendsPerShareDeclared,0.050,0.100,0.100,0.100,0.150
ComprehensiveIncomeNetOfTax,32497000.000,23741000.000,24567000.000,21818000.000,22499000.000
ConcentrationRiskPercentage1,,,0.105,0.101,
CostOfRevenue,87024000.000,83669000.000,97186000.000,94366000.000,122753000.000
DeferredIncomeTaxExpenseBenefit,,-1737000.000,5703000.000,,
Depreciation,,3700000.000,4000000.000,3700000.000,
DepreciationDepletionAndAmortization,,3786000.000,4108000.000,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,2192000.000,-1663000.000,,
EarningsPerShareBasic,0.730,0.570,0.630,0.540,0.690
EarningsPerShareDiluted,0.710,0.550,0.620,0.530,0.680
EffectOfExchangeRateOnCashAndCashEquivalents,,-731000.000,-29000.000,,
EffectiveIncomeTaxRateContinuingOperations,0.183,0.266,0.240,0.258,0.110
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,2986000.000
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,84166000.000,77287000.000,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,140000.000,3573000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,140000.000,3573000.000,,
ForeignCurrencyCashFlowHedgeGainLossReclassifiedToEarningsNet,,1694000.000,254000.000,,
GainLossRelatedToLitigationSettlement,,,,,103000.000
GrossProfit,96212000.000,97696000.000,105632000.000,99614000.000,110180000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,37813000.000,32108000.000,35463000.000,31195000.000,24963000.000
IncomeTaxExpenseBenefit,6915000.000,8545000.000,8510000.000,8057000.000,2742000.000
IncreaseDecreaseInAccountsPayable,,-4462000.000,-4340000.000,,
IncreaseDecreaseInAccountsReceivable,,-4451000.000,-5916000.000,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,5262000.000,-2117000.000,,
IncreaseDecreaseInAccruedLiabilities,,-1434000.000,-7277000.000,,
IncreaseDecreaseInInventories,,5153000.000,-228000.000,,
IncreaseDecreaseInOtherOperatingAssets,,2681000.000,-703000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,1099000.000,910000.000,958000.000,787000.000,584000.000
InterestExpense,,,,,7322000.000
InventoryWriteDown,,250000.000,1783000.000,,
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,0.002,0.002,0.002,
LossOnContractTermination,,,,1200000.000,
NetCashProvidedByUsedInFinancingActivities,,-15551000.000,-2424000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-15551000.000,-2424000.000,,
NetCashProvidedByUsedInInvestingActivities,,-16610000.000,-4120000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-16610000.000,-4120000.000,,
NetCashProvidedByUsedInOperatingActivities,,28196000.000,34140000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,28196000.000,34140000.000,,
NetIncomeLoss,30898000.000,23563000.000,26953000.000,23138000.000,22221000.000
NonoperatingIncomeExpense,406000.000,12000.000,-486000.000,359000.000,
OperatingExpenses,58805000.000,65600000.000,69683000.000,68778000.000,78322000.000
OperatingIncomeLoss,37407000.000,32096000.000,35949000.000,30836000.000,31858000.000
OperatingLeasesRentExpenseNet,1700000.000,1400000.000,1500000.000,2600000.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,,,,82000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-535000.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,502000.000,-352000.000,311000.000,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,2090000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,,,,668000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,-1876000.000,-1795000.000,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,178000.000,-2386000.000,-1320000.000,278000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,,,,,2178000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,16000.000,128000.000,
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,,,,,-156000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,,,,2090000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,2078000.000,-336000.000,-1627000.000,-1949000.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,,,-628000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,56000.000,12000.000,-158000.000,164000.000,
OtherNoncashIncomeExpense,,-252000.000,-115000.000,,
OtherNonoperatingIncomeExpense,,,,,427000.000
PaymentsForRepurchaseOfCommonStock,,16473000.000,10766000.000,,
PaymentsOfDividendsCommonStock,,4247000.000,4368000.000,,
PaymentsToAcquireOtherInvestments,,8423000.000,23106000.000,,
PaymentsToAcquireProductiveAssets,,16577000.000,13014000.000,,
PaymentsToAcquireShortTermInvestments,,35062000.000,34015000.000,,
ProceedsFromIssuanceOfCommonStock,,1319000.000,13163000.000,,
ProceedsFromLongTermLinesOfCredit,,18000000.000,0.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,27595000.000,35200000.000,,
ProceedsFromSaleAndMaturityOfOtherInvestments,,0.000,4784000.000,,
ProceedsFromSaleOfShortTermInvestments,,15857000.000,26031000.000,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,-1422000.000
RepaymentsOfLongTermLinesOfCredit,,13000000.000,0.000,,
ResearchAndDevelopmentExpense,16829000.000,19696000.000,20863000.000,20447000.000,21393000.000
RestructuringAndRelatedCostCostIncurredToDate,,,3000000.000,,
RestructuringCharges,0.000,,723000.000,-176000.000,113000.000
Revenues,183236000.000,181365000.000,202818000.000,193980000.000,232933000.000
SalesRevenueNet,183236000.000,181365000.000,202818000.000,193980000.000,232933000.000
SellingGeneralAndAdministrativeExpense,41976000.000,45904000.000,48097000.000,48507000.000,56919000.000
ShareBasedCompensation,,4620000.000,4988000.000,,
StandardProductWarrantyAccrualPayments,,4033000.000,4716000.000,,
StandardProductWarrantyAccrualWarrantiesIssued,,3729000.000,4523000.000,,
TaxBenefitFromStockOptionsExercised1,,1299000.000,,,
TransferOfInvestments,,,12615000.000,,
TreasuryStockAcquiredAverageCostPerShare,,,45.720,,
TreasuryStockSharesAcquired,,,235468.000,,
TreasuryStockValueAcquiredCostMethod,,,10800000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,43640000.000,42570000.000,43650000.000,43597000.000,32826000.000
WeightedAverageNumberOfSharesOutstandingBasic,42541000.000,41660000.000,42692000.000,42810000.000,32242000.000
