,2011-02-28,2011-05-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AmortizationOfDebtDiscountPremium,,,497000.000,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,496000.000,,,,560000.000,,,,423000.000,,,,413000.000,,,,413000.000,,
AmortizationOfIntangibleAssets,6886000.000,6871000.000,7218000.000,7073000.000,7393000.000,7590000.000,7854000.000,7638000.000,5539000.000,1908000.000,6215000.000,6226000.000,6272000.000,6453000.000,6286000.000,6087000.000,5989000.000,5971000.000,5900000.000,5880000.000,5567000.000,5596000.000,5262000.000,5069000.000,5037000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,3856000.000,2175000.000,2173000.000,-5622000.000,789000.000,759000.000,656000.000,-1585000.000,1000.000,403000.000,463000.000,-345000.000,487000.000,4761000.000,2256000.000,-5448000.000,3031000.000,5146000.000,1930000.000,-5275000.000,1963000.000,2011000.000,1969000.000
AssetImpairmentCharges,,,,,,,,,170300000.000,,,,,,,84353000.000,0.000,,,186511000.000,0.000,,,0.000,0.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,0.390,,,,,,,,,,,,,0.370,,0.080,0.090,0.380
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,0.380,,,,,,,,,,,,,0.370,,0.080,0.080,0.370
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareBasic,,,0.550,0.480,0.490,-0.190,0.500,,0.630,,0.450,0.310,0.720,0.530,0.380,,,,,,,,,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareDiluted,,,0.500,0.440,0.450,-0.140,0.490,,0.620,,0.440,0.300,0.710,0.520,0.380,,,,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,37323000.000,32771000.000,34668000.000,-11207000.000,36502000.000,,46077000.000,,33005000.000,22304000.000,50931000.000,36349000.000,24674000.000,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,28508000.000,,,,,,,,,,,,,21783000.000,,4965000.000,5074000.000,22511000.000
BusinessAcquisitionsProFormaRevenue,,,392799000.000,382588000.000,430356000.000,455086000.000,377248000.000,370370000.000,344205000.000,273292000.000,339556000.000,327770000.000,384835000.000,367754000.000,327765000.000,,,,,,308526000.000,,265793000.000,258869000.000,295427000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,100000.000,,,,,,,,,,1300000.000,,211000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3898000.000,,,,127000.000,,,,5556000.000,,,,-21737000.000,,,,3099000.000,,,,-2733000.000,,
