,2011-11-30,2012-02-29,2012-05-31,2012-11-30,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,20049.000,20225.000,,14420.000,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,,,10000000.000,10000000.000,10000000.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,10000000.000,,,
CommonStockParOrStatedValuePerShare,,,,,,0.000,,,,,,,,,
CommonStockSharesAuthorized,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000
CommonStockSharesIssued,20512235.000,20512235.000,20512235.000,20512235.000,20512235.000,20512235.000,20512235.000,20512235.000,28420135.000,28420135.000,2842009.000,12842009.000,12842009.000,12842009.000,12842009.000
CommonStockSharesOutstanding,20512235.000,20512235.000,20512235.000,20512235.000,20512235.000,20512235.000,20512235.000,20512235.000,28420135.000,28420135.000,2842009.000,12842009.000,12842009.000,12842009.000,12842009.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,54371.000,,,,,,,
DeferredTaxAssetsNet,,,,,,,,0.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,599255.000,,,,,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,6709.000,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,-662178.000,,,,,,,
FurnitureAndFixturesGross,,,,,,,,6932.000,,,,,,,
LoansPayable,,,,,,,,,,,13930.000,,,,
PreferredStockParOrStatedValuePerShare,,,,,,0.000,,,,,,,,,
PreferredStockSharesAuthorized,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentGross,,,,,,,,16170.000,,,,,,,
PropertyPlantAndEquipmentNet,,,,,,,,1750.000,,,,,,,
PropertyPlantAndEquipmentOwnedNet,,,,2702.000,,,,,,,,,,,
