,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,-1517000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,,,,,,,,,1336000.000,,,,-121000.000,,,,1065000.000,,,,996000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,,,,,4729000.000,,,,-1632000.000,,,,,,,,
AmortizationOfIntangibleAssets,,1000000.000,1100000.000,,900000.000,1000000.000,1000000.000,900000.000,800000.000,1000000.000,1200000.000,1000000.000,800000.000,1000000.000,700000.000,700000.000,700000.000,700000.000,600000.000,500000.000,600000.000,600000.000,600000.000,700000.000,600000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,0.000,,,0.000,0.000,434000.000,-376000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87000.000,0.000,0.000,-87000.000,0.000,0.000,0.000,0.000,0.000
AssetImpairmentCharges,,,,,,,,,,9000000.000,,,,,,,,,14100000.000,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,,,,72000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,,,17000.000,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,51739000.000,,,,92236000.000,,,,65736000.000,,,,54134000.000,,,,30232000.000,,,,5212000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-86058000.000,,,,-71383000.000,,,,25107000.000,,,,38475000.000,,,,40386000.000,,,,6347000.000,,,,4628000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,5300000.000,,,,1500000.000,1500000.000,,,-449000.000,,,,-400000.000,,,,-400000.000,,,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,25706000.000,,,,54000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-366000.000,,,,-107000.000,,,,303000.000,,,,8000.000,,,,0.000,,,,-22554000.000,,,,3304000.000
CommonStockDividendsPerShareDeclared,0.163,0.163,0.163,0.166,0.168,0.168,0.168,0.171,0.172,0.172,0.172,0.179,0.177,0.177,0.177,0.184,0.182,0.182,0.182,0.189,0.188,0.188,0.188,0.191,0.193
ComprehensiveIncomeNetOfTax,,65911000.000,95654000.000,,29861000.000,77468000.000,-46544000.000,-63259000.000,48621000.000,46306000.000,84340000.000,110182000.000,57329000.000,54446000.000,103375000.000,79185000.000,-304738000.000,-228926000.000,-139046000.000,55230000.000,23435000.000,-108777000.000,83301000.000,67889000.000,36873000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,46127000.000,84316000.000,,56806000.000,53667000.000,102287000.000,77680000.000,-308266000.000,-236680000.000,-148824000.000,41034000.000,12395000.000,-229428000.000,83301000.000,67889000.000,36873000.000
CostOfPurchasedPower,,,,,18420000.000,15193000.000,17634000.000,21133000.000,21608000.000,18169000.000,19983000.000,23768000.000,26544000.000,21046000.000,19236000.000,22486000.000,23819000.000,19327000.000,20616000.000,22476000.000,22011000.000,15914000.000,16800000.000,20787000.000,21886000.000
DeferredIncomeTaxExpenseBenefit,34502000.000,,,,32596000.000,,,,44663000.000,,,,35965000.000,,,,-160633000.000,,,,6902000.000,,,,-332000.000
DepreciationDepletionAndAmortization,84674000.000,83290000.000,88897000.000,86534000.000,85380000.000,83627000.000,91850000.000,98348000.000,93561000.000,95289000.000,99966000.000,98040000.000,99557000.000,103126000.000,103497000.000,95188000.000,95507000.000,54154000.000,57817000.000,20252000.000,60259000.000,54248000.000,54094000.000,47717000.000,51325000.000
DerivativeGainLossOnDerivativeNet,,,,,,,-600000.000,,,,,,,,,,,,,,,,,,
DerivativeGainOnDerivative,,,,,,1000000.000,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainRecognizedInIncome,,1900000.000,157000.000,,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,,,,,,,-399483000.000,-320358000.000,,,,,,
DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax,,,,,,,,,,,,,,,,,,400000000.000,,,,,,,
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,,,,,,,,,,,,,,,,,,252000000.000,,,,,,,
