,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,1586614.000,
AmortizationOfDebtDiscountPremium,,,,,,138000.000,139000.000,100000.000,128000.000,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,163446.000,,,,120179.000,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,100500.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-6374357.000,,,,-12835788.000,,,,-11361340.000,,,
CostOfGoodsSold,119208.000,309803.000,534345.000,563527.000,712546.000,838129.000,933426.000,1077736.000,1153012.000,1292411.000,1370001.000,1491319.000,-829731.000
CostOfServices,,,,,,9398.000,69090.000,,,,,198039.000,
DeferredTaxExpenseFromStockOptionsExercised,,,,,,,,,,0.000,,,
DepreciationDepletionAndAmortization,,142010.000,,,,199115.000,,,,222210.000,,,
EarningsPerShareBasicAndDiluted,-0.130,-0.120,-0.130,-0.110,-0.090,-0.090,-0.120,-0.080,-0.240,-0.070,-0.080,-0.080,-0.080
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,,0.000,,,
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,,,,,0.000,,,,,,,
EntityWideRevenueMajorCustomerPercentage,,,,,,0.860,,,,,,,
GeneralAndAdministrativeExpense,,,,,,6538403.000,6978684.000,7031615.000,9386173.000,8449890.000,8555381.000,7509872.000,11675857.000
GrossProfit,2360927.000,6855080.000,9506043.000,9974469.000,,,,,,,,,
IncomeTaxesPaid,,,,,,3200.000,,,,3200.000,,,
IncreaseDecreaseInAccountsPayable,,-346782.000,,,,1082716.000,,,,-1732342.000,,,
IncreaseDecreaseInAccountsReceivable,,493081.000,,,,-397737.000,,,,-8326978.000,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,,,,,,209499.000,,,
IncreaseDecreaseInDeferredRevenue,,202056.000,,,,,,,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,-1293584.000,,,,-1698367.000,,,,-3149034.000,,,
IncreaseDecreaseInInventories,,253623.000,,,,-37231.000,,,,-115402.000,,,
IncreaseDecreaseInOtherReceivables,,,,,,,,,,2542286.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,502889.000,,,,1263638.000,,,,261650.000,,,
IncreaseDecreaseInRestrictedCashAndInvestments,,,,,,,,,,350910.000,,,
InterestExpense,,,,326098.000,,1059245.000,1059245.000,1024462.000,954894.000,954895.000,898316.000,811782.000,647007.000
InterestPaid,,,,,,671250.000,,,,671250.000,,,
InvestmentIncomeInterest,10848.000,14291.000,7882.000,7890.000,12752.000,19331.000,15065.000,10183.000,7335.000,4552.000,4987.000,5334.000,5127.000
NetCashProvidedByUsedInFinancingActivities,,11305311.000,,,,26131.000,,,,30222.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,11305311.000,,,,26131.000,,,,30222.000,,,
NetCashProvidedByUsedInInvestingActivities,,-52630.000,,,,-181463.000,,,,-1610830.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-52630.000,,,,-181463.000,,,,-1610830.000,,,
NetCashProvidedByUsedInOperatingActivities,,-17627038.000,,,,-12680456.000,,,,-9780732.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-17627038.000,,,,-12680456.000,,,,-9780732.000,,,
NetIncomeLoss,-16065560.000,-15946157.000,-17042159.000,-15030214.000,-11725297.000,-12076082.000,-16526701.000,-11424630.000,-35448450.000,-10946537.000,-12677756.000,-12698763.000,-14112944.000
OperatingExpenses,18409003.000,22819534.000,26556159.000,24686475.000,25615086.000,27556440.000,32916906.000,30168785.000,56150453.000,36743025.000,38721882.000,40523157.000,45384936.000
OperatingIncomeLoss,-16048076.000,-15964454.000,-17050116.000,-14712006.000,-10675605.000,-11036168.000,-15482718.000,-10410123.000,-34497691.000,-9996606.000,-11775178.000,-11892315.000,-12679901.000
OtherNonoperatingIncomeExpense,-28332.000,4006.000,75.000,,,,197.000,-228.000,,412.000,-9249.000,,
OtherSalesRevenueNet,,,,,,,,,,1358078.000,2092264.000,1801925.000,1482733.000
PaymentsToAcquireHeldToMaturitySecurities,,2617.000,,,,1802.000,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,50013.000,,,,179661.000,,,,1259920.000,,,
ProceedsFromIssuanceOfCommonStock,,3097324.000,,,,,,,,,,,
ProceedsFromStockOptionsExercised,,,,,,26000.000,,,,30000.000,,,
ResearchAndDevelopmentExpense,3258950.000,3744515.000,6395155.000,6831206.000,6095161.000,6648091.000,8874298.000,6053684.000,27930126.000,9525320.000,9892256.000,12300483.000,12285941.000
Revenues,,,,,,16520272.000,17434188.000,19758662.000,21652762.000,26746419.000,26946704.000,28630842.000,32705035.000
RoyaltyExpense,,,,,,744000.000,,,,1200000.000,,,
RoyaltyRevenue,547900.000,1676120.000,898515.000,487423.000,1138448.000,1626010.000,899129.000,714374.000,1214194.000,2089314.000,475281.000,178786.000,-381.000
SalesDiscountsReturnsAndAllowancesGoods,254889.000,796868.000,2043425.000,2155238.000,,,,,,,,,
SalesRevenueGoodsGross,2187124.000,6285631.000,11185298.000,12205811.000,,,,,,,,,
SalesRevenueGoodsNet,1932235.000,5488763.000,9141873.000,10050573.000,12393358.000,14879262.000,16535059.000,19044288.000,20233418.000,23299027.000,24379159.000,26540131.000,31222683.000
SalesRevenueNet,,,,,,16520272.000,17434188.000,19758662.000,21652762.000,26746419.000,26946704.000,28630842.000,32705035.000
SalesRevenueServicesNet,,,,,,15000.000,,,,,,110000.000,
SellingAndMarketingExpense,,,,,,13522419.000,16061408.000,16005750.000,17612199.000,17475404.000,18904244.000,19023444.000,22252908.000
SellingGeneralAndAdministrativeExpense,15150053.000,19075019.000,20161004.000,17855269.000,17399704.000,,,,,,,,
ShareBasedCompensation,,1162037.000,,1218422.000,,1407008.000,1789302.000,1311198.000,1338285.000,1388117.000,1993759.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,,0.000,,,,0.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,,0.840,,,,0.840,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,0.008,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,,,,,,,,,,0.017,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,,,,,,,,,,0.015,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,,,39000.000,,,,25000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,,41271.000,,,,48518.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,1771807.000,,,,1309556.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,,1.780,,,,2.150,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,1.070,,,,2.410,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,,3.590,,,,2.940,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,2.630,,,,3.150,,,
StockIssuedDuringPeriodSharesShareBasedCompensationGross,,,,,,152884.000,,,,196950.000,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,24350.000,,,,12560.000,,,
TaxBenefitFromStockOptionsExercised1,,,,,,0.000,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,135825005.000,,136772557.000,139173746.000,145244796.000,-278921700.000,152100388.000,154633853.000,166016719.000,-311481939.000
