,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,67239000.000,59785000.000,59534000.000,,9948000.000,15294000.000,18174000.000,,40712000.000
AccountsPayableCurrent,,30355000.000,31803000.000,36096000.000,34674000.000,34030000.000,38490000.000,21341000.000,21999000.000,26548000.000,18849000.000,18427000.000,5492000.000,8605000.000,11710000.000,11221000.000,11846000.000
AccountsReceivableRelatedPartiesCurrent,,,,124000.000,27000.000,174000.000,336000.000,181000.000,327000.000,223000.000,475000.000,295000.000,1210000.000,40000.000,145000.000,371000.000,0.000
AccrualForEnvironmentalLossContingencies,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
AccruedLiabilitiesCurrent,,8538000.000,11292000.000,17274000.000,18131000.000,15495000.000,21380000.000,24411000.000,20073000.000,17345000.000,25190000.000,18401000.000,9593000.000,11160000.000,14459000.000,11629000.000,13893000.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,,452000.000,508000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,37234000.000,40902000.000,44389000.000,48615000.000,53467000.000,58170000.000,63788000.000,69578000.000,74691000.000,,,,70310000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,240000.000,378000.000,300000.000,300000.000,200000.000,300000.000,400000.000,500000.000,700000.000,1000000.000,1900000.000,3600000.000,3800000.000,,3.100,
AssetRetirementObligation,,,,1414000.000,,,,2386000.000,,,,2570000.000,,2612000.000,2630000.000,2647000.000,2667000.000
AssetRetirementObligationsNoncurrent,,690000.000,693000.000,1414000.000,1414000.000,1564000.000,2078000.000,2386000.000,2405000.000,,,4732000.000,2591000.000,,,,
Assets,,332472000.000,339999000.000,323016000.000,332321000.000,389353000.000,426966000.000,436968000.000,419200000.000,419262000.000,414135000.000,420048000.000,377962000.000,383249000.000,247725000.000,249904000.000,261112000.000
AssetsCurrent,,107849000.000,119539000.000,104390000.000,113330000.000,126650000.000,129683000.000,124124000.000,116767000.000,116962000.000,113809000.000,112434000.000,73784000.000,72245000.000,47067000.000,53938000.000,68223000.000
AssetsFairValueDisclosure,,,,,,,,,,,,6200000.000,,,,,
AssetsHeldForSaleNotPartOfDisposalGroup,,,,,,,,,,,,,,,,,473000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,21595000.000,28038000.000,0.000,0.000,
CapitalLeaseObligations,,,,,,,,,,,,,,,3663000.000,5858000.000,7579000.000
CapitalLeaseObligationsCurrent,,2028000.000,2897000.000,3469000.000,3292000.000,3885000.000,2746000.000,930000.000,598000.000,155000.000,0.000,0.000,,,,,
CapitalLeaseObligationsNoncurrent,,3853000.000,1414000.000,,,2507000.000,1216000.000,57000.000,0.000,0.000,0.000,0.000,,,,,
CapitalLeasedAssetsGross,,,,,,3300000.000,3300000.000,3300000.000,3300000.000,3300000.000,3300000.000,3300000.000,3300000.000,3300000.000,3300000.000,3300000.000,3300000.000
