,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,,,3735000.000,,,,3923000.000,,,,4465000.000,,,,8094000.000,
AllocatedShareBasedCompensationExpense,,,,63000.000,,,64000.000,66000.000,61000.000,,59000.000,63000.000,15000.000,,,
AmortizationOfFinancingCostsAndDiscounts,,,695000.000,,,,1196000.000,,,,1266000.000,,,,1355000.000,
AmortizationOfIntangibleAssets,3208000.000,3205000.000,2156000.000,1638000.000,1628000.000,1613000.000,1617000.000,1617000.000,1592000.000,1557000.000,523000.000,0.000,0.000,66000.000,67000.000,41000.000
AssetImpairmentCharges,,,,,,,0.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2443000.000,,,,2963000.000,,,,3139000.000,,,,-1783000.000,
ComprehensiveIncomeNetOfTax,-7232000.000,-24997000.000,6566000.000,-20466000.000,2300000.000,-7342000.000,-6556000.000,-23153000.000,8425000.000,1706000.000,-13703000.000,-17351000.000,-9491000.000,-11037000.000,-10547000.000,-8116000.000
CostsAndExpenses,-14379000.000,-10590000.000,,,,,,,,,,,,,,
DebtIssuanceCosts,,,,,,,,,,,719000.000,,,,,
DeferredCompensationArrangementWithIndividualCompensationExpense,,,,0.000,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,1371000.000,,,,1221000.000,,,,6048000.000,,,,-435000.000,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,154000.000,,78000.000,77000.000,70000.000,75000.000,2000.000,2000.000,4000.000,-42000.000,-9000.000,-9000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,,40000.000,,41000.000,41000.000,38000.000,39000.000,37000.000,39000.000,40000.000,36000.000,44000.000,43000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,,71000.000,,75000.000,73000.000,77000.000,,83000.000,82000.000,86000.000,,69000.000,70000.000
DefinedBenefitPlanInterestCost,,,,82.000,81000.000,,64000.000,109000.000,87000.000,79000.000,121000.000,113000.000,113000.000,76000.000,107000.000,107000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,14.000,26000.000,,118000.000,108000.000,115000.000,243000.000,244000.000,238000.000,226000.000,320000.000,300000.000,272000.000
DefinedBenefitPlanOtherCosts,,,,-195.000,,,,,,,,,,,,
DefinedBenefitPlanServiceCost,,,,127.000,130000.000,,166000.000,108000.000,137000.000,359000.000,171000.000,170000.000,163000.000,288000.000,209000.000,183000.000
DefinedContributionPlanCostRecognized,,,,97.000,135000.000,,219000.000,206000.000,204000.000,84000.000,368000.000,448000.000,438000.000,276000.000,404000.000,360000.000
DepreciationDepletionAndAmortization,,,10230000.000,,10286000.000,,10665000.000,10244000.000,10266000.000,9786000.000,8935000.000,8548000.000,9510000.000,9818000.000,9084000.000,8855000.000
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,,,,,4432000.000,,,,-4295000.000,,,,-976000.000,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,-473000.000,2300000.000,,2784000.000,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,487000.000,,,,-130000.000,,,,-32000.000,,,,-779000.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,-0.204,,,,-0.584,,,,,
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,,,,,,,0.000,,,,0.000,,,,0.000,
ForeignCurrencyTransactionGainLossBeforeTax,280000.000,-3127000.000,-144000.000,-4674000.000,1115000.000,1107000.000,-1862000.000,919000.000,979000.000,948000.000,410000.000,-600000.000,-3607000.000,-1351000.000,-6825000.000,1500000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,86000.000,-674000.000,,,
GainOrLossOnSaleOfStockInSubsidiary,,,,,,,-4558000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
GoodwillPeriodIncreaseDecrease,,,,,,,1000.000,,,,-2000.000,,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,1135000.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2322000.000,-6143000.000,324000.000,-14547000.000,-2295000.000,-8633000.000,-7540000.000,-2431000.000,-213000.000,-4046000.000,-11878000.000,-18815000.000,-3729000.000,-255000.000,-5925000.000,-4786000.000
IncomeLossFromEquityMethodInvestments,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,,,,,,0.000,,,,0.000,,,,0.000,
IncomeTaxExpenseBenefit,3003000.000,8917000.000,1652000.000,2505000.000,-2538000.000,-2902000.000,1535000.000,2440000.000,-9438000.000,-9753000.000,6938000.000,2817000.000,385000.000,3543000.000,2064000.000,1406000.000
IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,,,,,,,-598000.000,,,,-381000.000,,,,-380000.000,
IncreaseDecreaseInOperatingCapital,,,-535000.000,,,,-4613000.000,,,,9737000.000,,,,-28339000.000,
IncreaseDecreaseInOutstandingChecksOperatingActivities,,,-2920000.000,,,,1458000.000,,,,-101000.000,,,,-1343000.000,
InterestAndDebtExpense,,,,23795000.000,22108000.000,,20401000.000,18260000.000,21200000.000,20693000.000,21566000.000,21423000.000,19678000.000,21267000.000,21620000.000,21094000.000
NetCashProvidedByUsedInFinancingActivities,,,-19753000.000,,,,-6466000.000,,,,21780000.000,,,,-17528000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-19753000.000,,,,-6466000.000,,,,21780000.000,,,,-17528000.000,
NetCashProvidedByUsedInInvestingActivities,,,-3835000.000,,,,-5276000.000,,,,-7803000.000,,,,-9935000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-3835000.000,,,,-5276000.000,,,,-7803000.000,,,,-9935000.000,
NetCashProvidedByUsedInOperatingActivities,,,20658000.000,,,,14835000.000,,,,-10806000.000,,,,26459000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,20658000.000,,,,14835000.000,,,,-10806000.000,,,,26459000.000,
NetIncomeLoss,-5325000.000,-15060000.000,-1328000.000,-17052000.000,243000.000,-5731000.000,-9075000.000,-4871000.000,9225000.000,5707000.000,-18816000.000,-21632000.000,-4114000.000,-3798000.000,-7989000.000,-6192000.000
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification,,,,,,,,,,,-2786000.000,,,,,
OperatingIncomeLoss,,,18156000.000,9248000.000,19813000.000,11939000.000,12861000.000,15829000.000,20987000.000,16647000.000,9688000.000,2608000.000,15949000.000,21012000.000,15695000.000,16308000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,-37000.000,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,17000.000,30000.000,-114000.000,-111000.000,-117000.000,-1260000.000,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,3564000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,267000.000,-6139000.000,3564000.000,-3651000.000,2648000.000,-1358000.000,1131000.000,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,,1131000.000,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,,,,,,,,,,,,,0.000,,0.000,0.000
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,,,,,,,0.000,0.000,0.000,-3000.000,0.000,0.000,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,-2116000.000,,-720000.000,2752000.000,-5792000.000,-8179000.000,-2524000.000,-2386000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,1425000.000,-7583000.000,-831000.000,92000.000,4426000.000,1483000.000,-1451000.000,1751000.000,1249000.000,-1974000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,,,,,,,,,,-3418000.000,1265000.000,30000.000,-1277000.000,380000.000,247000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,1131000.000,-10663000.000,63000.000,-2650000.000,652000.000,2761000.000,-3965000.000,-7899000.000,-3827000.000,-2000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax,,,,,,,0.000,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,-18282000.000,-800000.000,,5113000.000,4281000.000,-5377000.000,-7239000.000,-2558000.000,-1924000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,2057000.000,,2519000.000,-18282000.000,-800000.000,-4001000.000,5113000.000,4281000.000,-5377000.000,-7239000.000,-2558000.000,-1924000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,,,,,,-74000.000,,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,,,,,,,,,-20000.000,-52000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,,,,,,,,,,,,,0.000,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,,,,,,,,,3799000.000,0.000,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,,,,,,,,,,,35000.000,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,,,,,,,-761000.000,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,,,-761000.000,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,,,,0.000,,,,,,,,,
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,,,,,,,-37000.000,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-2191000.000,-3828000.000,4444000.000,348000.000,-474000.000,1007000.000,2186000.000,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,0.000,0.000,0.000,0.000,3237000.000,-131000.000,598000.000,0.000,0.000,61000.000,381000.000,1265000.000,,,380000.000,
OtherCostAndExpenseOperating,299000.000,-411000.000,,,,,,,,,,,,,,
OtherNoncashIncomeExpense,,,724000.000,,,,-43000.000,,,,-167000.000,,,,-231000.000,
OtherOperatingIncomeExpenseNet,,,20000.000,60000.000,-415000.000,238000.000,23000.000,270000.000,-4000.000,454000.000,-21000.000,59000.000,81000.000,-194000.000,129000.000,234000.000
PaidInKindInterest,,,8654000.000,,,,3412000.000,,,,,,,,,
PaymentsForProceedsFromDerivativeInstrumentFinancingActivities,,,,,,,,,,,905000.000,,,,901000.000,
PaymentsOfDebtIssuanceCosts,,,163000.000,,,,4000.000,,,,719000.000,,,,0.000,
PaymentsOfFinancingCosts,,,,,,,,,,,1492000.000,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,3880000.000,,,,5544000.000,,,,8911000.000,,,,9940000.000,
ProceedsFromIssuanceOfLongTermDebt,,,123157000.000,,,,186254000.000,,,,133395000.000,,,,129410000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,45000.000,,,,268000.000,,,,1108000.000,,,,5000.000,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,,,-1316000.000,,5833000.000,1529000.000,415000.000,-16494000.000,-34000.000,462000.000
RepaymentsOfLongTermDebtAndCapitalSecurities,,,141211000.000,,,,191868000.000,,,,109991000.000,,,,146037000.000,
RestructuringCharges,2265000.000,5647000.000,1909000.000,3503000.000,4147000.000,6134000.000,3316000.000,1986000.000,1430000.000,7509000.000,3272000.000,12532000.000,2853000.000,1750000.000,343000.000,1002000.000
Revenues,,,,347066000.000,,,,,,,,,,,,
SalesRevenueNet,,,,347066000.000,,,,,,,,,,,,
SalesRevenueServicesNet,349554000.000,359117000.000,363825000.000,347066000.000,348118000.000,370124000.000,365062000.000,348934000.000,353368000.000,370974000.000,350479000.000,348747000.000,359089000.000,381930000.000,354593000.000,343330000.000
SellingGeneralAndAdministrativeExpense,90629000.000,96314000.000,93962000.000,92005000.000,89530000.000,97031000.000,93116000.000,90325000.000,91072000.000,93104000.000,91930000.000,87424000.000,86189000.000,88861000.000,83336000.000,87112000.000
StockGrantedDuringPeriodValueSharebasedCompensation,,,63000.000,,,,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,64000.000,,,,59000.000,,,,16000.000,
UnrealizedGainLossOnDerivatives,,,-3010000.000,,,,1445000.000,,,,-1491000.000,,,,548000.000,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,,,,,,,,,,,,,,113000.000,
