,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccruedLiabilitiesCurrentAndNoncurrent,0.000,0.000,0.000,2765.000,515.000,765.000
AdditionalPaidInCapital,13199.000,70078.000,80078.000,95078.000,120228.000,136763.000
Assets,60.000,48646.000,48595.000,48586.000,6182.000,3270.000
AssetsCurrent,60.000,48646.000,48595.000,48586.000,6182.000,3270.000
Cash,60.000,46117.000,46066.000,46017.000,4652.000,1740.000
CashAndCashEquivalentsAtCarryingValue,60.000,46117.000,46066.000,46017.000,,
CommitmentsAndContingencies,,0.000,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,12200000.000,14005983.000,14005983.000,14005983.000,14005983.000,14005983.000
CommonStockSharesOutstanding,12200000.000,14005983.000,14005983.000,14005983.000,14005983.000,14005983.000
CommonStockValue,1220.000,1401.000,1401.000,1401.000,1401.000,1401.000
DeferredTaxAssetsNet,,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,17237.000,,
DeferredTaxAssetsValuationAllowance,,,,17237.000,,
DepositsAssets,,1530.000,1530.000,1530.000,1530.000,1530.000
InventoryNet,,999.000,999.000,999.000,0.000,0.000
Liabilities,0.000,0.000,0.000,2765.000,515.000,765.000
LiabilitiesAndStockholdersEquity,60.000,48646.000,48595.000,48586.000,6182.000,3270.000
LiabilitiesCurrent,0.000,0.000,,2765.000,515.000,765.000
PreferredStockNoParValue,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-14359.000,-22833.000,-32884.000,-50698.000,-115962.000,-135659.000
StockholdersEquity,60.000,48646.000,48595.000,45781.000,5667.000,2505.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,60.000,48646.000,48595.000,45821.000,5667.000,2505.000
