,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2016-01-31,2016-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,340605.000,
AccountsPayableCurrent,7812.000,1507.000,3000.000,0.000,7525.000,1678.000,1.000,,7455.000,,,,,378163.000
AccountsPayableInterestBearingNoncurrent,,,,,,,,,,,,,,1006857.000
AccountsPayableOtherCurrent,,,,,,,,,,,,,150100.000,100100.000
AccountsReceivableNetCurrent,1019.000,282.000,0.000,9.000,0.000,0.000,97.000,0.000,91.000,,,,,
AccruedIncomeTaxesCurrent,100.000,100.000,0.000,100.000,100.000,0.000,0.000,100.000,100.000,0.000,0.000,100.000,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,27186.000,,
AccruedProfessionalFeesCurrent,,,,,,14526.000,,,,,,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,8175.000,,10125.000,10850.000,,,
AdditionalPaidInCapital,,123762.000,123762.000,123762.000,123762.000,123762.000,123762.000,123762.000,123762.000,123762.000,123762.000,123762.000,3152658.000,3152658.000
AdditionalPaidInCapitalCommonStock,123762.000,,,,,,,,,,,,,
Assets,13523.000,13315.000,12815.000,12309.000,12299.000,12303.000,97.000,1091.000,1232.000,685.000,33.000,28.000,1599341.000,1426466.000
AssetsCurrent,1111.000,903.000,508.000,12.000,2.000,6.000,97.000,1091.000,1232.000,685.000,33.000,28.000,151311.000,25348.000
Cash,92.000,,508.000,3.000,2.000,6.000,0.000,1091.000,1141.000,685.000,33.000,,,
CashAndCashEquivalentsAtCarryingValue,,621.000,508.000,3.000,,,,1091.000,,,,28.000,151311.000,25348.000
CashReserveDepositRequiredAndMade,,,,,,,,,,,,,3222535.000,3168009.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.000,0.000
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,100000000.000,100000000.000
CommonStockSharesIssued,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,27140550.000,27147217.000
CommonStockSharesOutstanding,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,2345000.000,27140550.000,27147217.000
