,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,375.000,-500.000,625.000,750.000,875.000,1000.000,1125.000,-1125.000
AdditionalPaidInCapital,,39960.000,39960.000,39000.000,39000.000,39960.000,39000.000,39000.000
Assets,15013.000,15098.000,11814.000,10542.000,10161.000,10506.000,9573.000,9375.000
AssetsCurrent,4888.000,5098.000,1939.000,792.000,536.000,1006.000,198.000,0.000
AssetsNoncurrent,10125.000,10000.000,9875.000,9750.000,9625.000,9500.000,9375.000,
BuildingsAndImprovementsGross,10500.000,10500.000,10500.000,10500.000,10500.000,10500.000,10500.000,
Cash,4888.000,5098.000,1939.000,792.000,536.000,1006.000,198.000,0.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,198.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,4000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockSharesOutstanding,4000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockValue,4000.000,4040.000,4040.000,5000.000,5000.000,4040.000,5000.000,
CommonStockValueOutstanding,,,,,,,,5000.000
DueToRelatedPartiesCurrent,300.000,720.000,720.000,720.000,720.000,720.000,720.000,
Liabilities,2603.000,3023.000,3023.000,3023.000,3023.000,3023.000,3023.000,333983.000
LiabilitiesAndStockholdersEquity,15013.000,15098.000,11814.000,10542.000,10161.000,10506.000,9573.000,9375.000
LimitedPartnersCumulativeNetIncome,,31925.000,,,,36517.000,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,331680.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,-720.000
PropertyPlantAndEquipmentNet,,,,,,,,10500.000
RelatedPartyTransactionDueFromToRelatedParty,,,,,,,,331680.000
RetainedEarningsAccumulatedDeficit,8411.000,-31925.000,-35209.000,-36481.000,-36862.000,-36517.000,-37450.000,-368608.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,,0.000,
StockholdersEquity,12411.000,12075.000,8791.000,7519.000,7138.000,7483.000,6550.000,-324608.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,12410.000,12075.000,8791.000,7519.000,7138.000,7483.000,6550.000,-324608.000
TaxesPayableCurrent,2303.000,2303.000,2303.000,2303.000,2303.000,2303.000,2303.000,2303.000
